age,id,length_min,title,uuid,violence_rating,violence_text
18,1258186,120,Breaking and Entering,521057ce-4609-4f5d-8fe4-909c3c4cd9c3,0.0,No overt violence. Teen boys are chased and captured by police.
5,1253335,63,Dumbo,d354d1ac-5fed-4d4e-8513-6646b14de4f6,2.0,"Mean kids at the circus pull on Dumbo's ears, so his mother spanks a boy's bottom with her trunk. As punishment, she's tied and chained and understandably tries to free herself -- throwing various circus workers around as a consequence. She's kept imprisoned in solitary confinement and branded a ""mad elephant,"" leaving poor Dumbo friendless and alone. Dumbo's catastrophic circus act leads to the entire circus top coming down; he's briefly shown in peril."
15,1258567,117,3:10 to Yuma (2007),c002de0d-c5fa-41ba-89e1-cfc32e4a0f79,5.0,"Dozens and dozens of men get shot dead -- at both close and long range. There's a close-up of a bloody bullet extraction. Men are stabbed, thrown off a cliff, burned, strangled, pounded with a shovel, and even shocked. Except for the bullet removal, nothing is gory, but there's obviously a great deal of violence."
18,1258974,103,28 Weeks Later,cec1f97e-9f1f-402e-98f4-afcc45419077,5.0,"Savage, unrelenting bloody violence includes helicopter blades shredding through zombies like a giant lawnmower. A woman is beaten to death and her eyes gouged in horrific close-up. Bitings and poundings; rifle fire blows off human limbs. Huge explosions and fire bombings, with both the living and the dead set ablaze. Children are repeatedly threatened with death or injury."
11,1253748,105,The African Queen,70d4dd7c-5ac5-48e2-8916-d72120d33e24,1.0,A hail of gunfire. German soldiers bully people (one dies offscreen) and burn a grass-hut village. A threatened execution by hanging. Icky scene of Charlie plagued by blood-sucking leeches. Talk of torpedoes and bomb-building.
18,1254274,124,Unfaithful,dd420783-17a4-460f-a37c-9152a2a9e8ae,3.0,One graphic violent confrontation.
16,1256286,121,The Piano,32580d61-8a5e-4edb-a5d1-2e8721fe0fb5,5.0,A graphic finger chopping scene.
15,1260755,108,12 Rounds,b43c6bfd-df78-4e59-9e5e-2c7908e46179,4.0,"Constant action-packed violence, but with more combat/activity than bloodshed. Fighting, shootings, stabbings, death by explosions, and more. A woman is struck by a car; the camera lingers on her dead body. People are killed in falls from great heights. A woman has an explosive vest strapped to her body. Property damage and car chases. Some discussion of terrorism."
13,1252126,151,Armageddon,823a57cf-50bf-4975-afcb-705c855d9d13,4.0,"Contains heavy fantasy violence, with giant asteroids crashing into earth, and massive destruction. Several characters -- both major and minor -- die onscreen. One character tries to shoot another with a gun, and the scene is played for laughs. There is also plenty of verbal sparring and arguing."
12,1261129,127,Maverick,6f33e9b5-66de-4bc7-a66b-5d8779ad3e92,2.0,"Mostly light-hearted jeopardy and action including extended sequence on runaway stagecoach; barroom brawls; man prepped for hanging with snakes hissing at his feet; explosion during a bank robbery; fight on the edge of a cliff; casino shoot-out. Some deaths occur during gunplay, but there's no blood and none of the scenes focus on bodies or injuries."
17,1254321,117,24 Hour Party People,18072b7a-669f-4c1e-8b93-b43b804ad8f2,3.0,"Mainly comic violence, but also includes some fistfights and one suicide."
5,1255819,79,101 Dalmatians,c804e465-c9b8-4cb4-9af9-2af9baa19782,3.0,"Cruella can be quite frightening. Puppies/dogs are in peril, and there's a fair bit of suspense. Horace and Jasper make threatening comments to the puppies and dogs. They kidnap the puppies and are prepared to ""skin"" them to make Cruella a fur coat. A couple of high-speed chases, as well as close calls with the puppies as they attempt to get away from Cruella and her goons. Two cars crash and plummet off a cliff, but we don't see what happens to the villains."
10,1253802,103,King Solomon's Mines,fcebb9ba-b252-419f-9744-729d56335bf6,3.0,"Some, including fights to the death with various weapons."
17,1252476,130,Caddyshack,9f741196-6b2b-4d92-8903-e915be643c4e,3.0,Some mild fistfights; an uncle attempts to club a young man caught sleeping with his niece. Carl uses explosives to kill a stuffed gopher.
14,1260571,127,He's Just Not That Into You,441a9c5b-5c2b-4eb4-b9b2-c7404f17ddbd,1.0,"Couples yell in a few scenes; in a fit of rage, a woman throws a mirror on the floor and breaks it."
8,1260109,91,The Hunchback of Notre Dame (1996),f7e14cfc-e2d9-47bd-8164-47664f53443c,3.0,"Cartoon violence and pratfalls. Prolonged battle scene features broken teeth and swordplay. Battles with swords, knives, and long candle holders. One of the lead characters is hit in the shoulder with an arrow. Some demonic imagery, flames, and fire-eyed statues. Some peril: Characters nearly burned at the stake. Physical bullying: Quasimodo gets tomatoes thrown at him by jeering guards and then jeering peasants. A house is set on fire, and the people inside must be rescued."
16,1259981,92,Hamlet 2,cf1259c0-574e-4e14-acff-46fd2bd169bc,1.0,A man contemplates suicide; some brawls erupt; a girl keeps falling and getting hit by objects.
17,1255363,95,American Wedding,bcd21f70-8ada-4496-8ea3-eab38ad471b5,0.0,Not applicable
15,1254343,137,K-19: The Widowmaker,5237fbee-a2a5-4959-bdb3-9f3a919120eb,4.0,"The movie has relatively few violent/frightening images, but they're all extremely powerful. Several men who enter a radioactive chamber are exposed to heavy doses of radiation and emerge with burning skin (sometimes vomiting, too). Later they're shown bandaged, shaking, and suffering. There's an overall atmosphere of fear and despair. In addition, one character pulls a gun, and another character is struck and killed by a truck. A man gets his hand stuck in a moving chain, another hits his head in the same accident, and there's some blood. Scenes from a violent propaganda film shown within the movie include images of the KKK."
17,1262757,105,Limitless,b0b4de4b-3099-40b3-8a6e-9ebcdf1bf31d,4.0,"Violence increasingly enters the main character's life as a result of the drug. He deals with gangsters and loan sharks, and there's some shooting and stabbing, dead bodies, and lots of blood (including one particularly gruesome moment in which the main character drinks blood). He makes a suicide attempt but backs off. In one scene, a man is blinded with a hypodermic needle. In another scene, a good character fights off a bad one by picking up a little girl wearing ice skates, flinging her feet in the villain's face, and using the blades on her feet to cut his face open."
16,1252546,97,The Lost Boys,d199feb6-6e7b-41d1-8b5a-302f5c28acdb,4.0,"Gory vampire deaths -- stakes through hearts, electrocution, melting skin from holy water and garlic, blood, and some gore. Blood shoots out of faucets, spraying all over a house. A fight breaks out on a merry-go-round. The California beach community where the movie is set is described by locals as ""the murder capital of the world."" There are frequent disappearances -- bills for missing children and adults are frequently shown on phone poles, bulletin boards, and milk cartons. Peril -- a teen boy gives in to peer pressure and hangs from an iron rod below a bridge on a foggy night and loses his grip as a train goes by. There are also two dog attacks, one in which a woman narrowly avoids getting bitten, and a teen sustains injuries to his hand. There's one gross-out scene in which a character about to eat Chinese food hallucinates maggots instead of fried rice and worms instead of noodles."
13,1252105,112,The Straight Story,9b4392ac-3e85-431e-862d-2bc66941a901,0.0,Mild.
16,1258899,97,Charlie Wilson's War,700fdd7c-1227-456a-a5ed-d1adc8bef63c,3.0,"Some depictions of war violence, including demonstrations and artillery fire. In one memorable scene, a man argues loudly with his superior, then proceeds to break a glass window by hacking at it with a metal bar."
11,1251359,101,The Dish,6620b461-98d4-4df0-80ed-81bb23241004,0.0,Some tense moments
18,1260537,99,Donkey Punch,d19cb42f-78b8-4ab4-acf9-d0a6b551f0c4,4.0,"Strong brutal violence, including violence during sex (the ""donkey punch"" of the title refers to a sexual technique involving striking a female partner without her knowledge or consent), scuffling, fighting, torture, many deaths (by outboard motor, stabbing, drowning, flaregun, hanging, and more); extensive blood and images of wounds."
14,1262084,92,The Cove,f262ed10-8798-46f5-96f4-e8d4efa80f7b,3.0,"Though the movie doesn't feature wall-to-wall violence, it contains life-changing moments, notably the brief but powerful imagery of dolphins being slaughtered. We mainly see the water turn red with blood, but there are images of fishermen striking blows and images of struggling dolphins. Otherwise, there is the almost-constant threat of violence, as the filmmakers attempt to get close to the killing grounds. There are aggressive face-offs, and other vaguely sinister confrontations."
18,1259059,85,Stuck,94814f40-e627-41f6-ab89-4498912b20af,5.0,Very violent and bloody car accident in which a man's head crashes through the windshield; gory aftermath of accident is shown in scene after scene; point-blank gunfire; a woman is set ablaze and burns to death on camera; a man is stabbed in the face with a pen.
14,1259820,110,Hellboy II: The Golden Army,466f5177-a6f0-4b99-aec1-1a0c8872cb05,3.0,"Extensive fantasy violence throughout, including (but not limited to) super-powered fistfights, decapitations, stabbings, slashings, gun battles against gigantic monsters, and property damage. A paranormal supporting character controls flames to incinerate inhuman enemies. Pedestrians are threatened by debris and tentacles during a giant monster's urban rampage. Hellboy saves an infant from peril. A supernatural creature is interrupted as it prepares to eat a cat. A brutish monster is pulled into a large set of grinding gears and ground to bits. A character spends several scenes with a blade lodged in their body; epic battles between inhuman creatures; several supporting human characters are graphically devoured by tiny, hungry gnawing fantastic creatures. A supporting character commits a mystical murder-suicide."
15,1262685,100,Like Dandelion Dust,5bef5aa3-1e2b-4612-843e-16f54f1f39d7,2.0,A leading character's injuries from spousal abuse are revealed after an attack. A brief tussle between two men results in a fall and facial injuries. A father roughly squeezes the arms of a 6-year-old boy during a heated argument. The same man shatters a mirror with his fist and reaches out to hit his wife as a scene ends.
5,1258597,103,101 Dalmatians (Live Action),9befc0e3-b6a8-4531-a329-94f35f9d14e9,3.0,"Pratfall violence. Two bumbling dog thieves fall on top of an electric fence; there's a close-up of their groins being electrocuted before they're violently thrown off the fence. Characters run into each other, fall into frozen water, and fall into vats of molasses. Two of the protagonists are tugged by their dalmatians while on bikes; this results in several near crashes and collisions before they finally fall into bodies of water. A woman hits a man in the face with a purse filled with bricks, knocking him on his back. Cruella De Vil is shown sticking a pitchfork in hay where a puppy is trying to hide. Open talk throughout of skinning dalmatian puppies to make a fur coat."
14,1259683,101,Made of Honor,4319bc9e-5245-4419-ba37-a5b6ca585d8a,0.0,"A tearful argument; a punch is thrown at a key moment. Otherwise, just some competition between two men over a woman."
6,1253442,80,587: The Great Train Robbery,679ac98b-5eaa-447b-a795-56a1da1e2e89,2.0,Mild peril.
18,1252174,120,Boiler Room,8189894d-bcbb-473e-86b6-d8f9c5e900cb,3.0,Some bar fights.
7,1256932,89,That Darn Cat (1997),c91eabd2-0de7-4ad2-8340-09bb3a9420f4,2.0,"Kidnapping is part of the premise, but too silly to take seriously. Some cartoonish car chases, crashes, and explosions."
16,1249618,99,The Whole Ten Yards,9b2a2f6c-f08d-4cf6-9783-57cd28e5d216,3.0,"Characters are hitmen; fighting, gunplay, characters killed."
4,1261218,32,LeapFrog: Let's Go to School,1e8ef6d6-1fa4-4fae-a3fc-0d7d07a2a817,,N/A
14,1255888,93,The Marine,790bbee8-f1f4-46f9-9b35-669a2e05b542,5.0,"Frequent explosions (vehicles and buildings); weapons include guns (shotguns, handguns, automatic), hatchet, grenades, knives, hammers, chainsaw, shoulder-mounted missile; bloody WWE-style fights, with stomping, kicking, body-slamming, and bodies leaping or thrown through glass or wooden walls; first scene shows blindfolded hostages in Iraq who are about to be killed when John roars in to save them; alligators grab one villain's body; women's fight includes kicking, punching, hair-pulling; woman nearly drowns handcuffed inside a submerged truck; badly burned villain attacks hero, who breaks his neck with a huge chain; at least three allusions to the rape in Deliverance."
13,1254438,130,The Four Feathers,1de4833b-c2ea-46ca-b92a-553e6869dcc6,4.0,Intense and explicit peril and battle violence.
17,1254542,167,Gangs of New York,19d8091c-e318-4404-8b0e-61cc722ad2b8,5.0,"Extremely graphic violence, many characters wounded and killed. Extended riot scenes in which characters are shot, killed at point-blank range, stabbed, blown up by cannon fire. Graphic stabbing deaths. Execution by hanging. Ears bitten off during fighting. Corrupt police officer killed, hung off a lamp post like a crucifixion. Character impaled on a fence. During riot scenes, African Americans singled out, brutally beaten before being killed. Fighting with fists, kicks, head butts. Character branded on face with a hot sword."
15,1262689,107,Skin,0baf4531-8a51-4cdb-84b2-d6a997abc0de,3.0,"Several disturbing scenes of bigotry. A teacher uses corporal punishment in the classroom. A man arms himself with a gun to protect his family. A child rubs bleach all over herself in an attempt to make her skin whiter. A mother slaps her daughter. A man fires a gun at another man, who is later beaten by cops. A ritual involves cutting a baby’s skin. A man breaks a car window and menacingly touches his wife. Cops ransack and raze a village. A man beats his wife."
17,1258620,125,In the Valley of Elah,89ff9b94-7655-46cc-bef9-73e59fe0e181,5.0,"Frequent violence and images showing the results of violence. Cell phone footage shows explosions, gunfire, and shots of bodies on the roadside, as well as U.S. soldiers in Iraq hitting a child with a vehicle (off screen, but loud noise and verbal reactions), and a soldier torturing a man (below screen) by twisting a finger in his wound. Murder victim's body is briefly visible; discussion of his multiple stab wounds. Background TV footage refers to and briefly shows war images, including Fallujah 2004, when contractors were killed and burned in front of TV cameras. Veterans discuss trauma in war zone (watching, suffering, committing violence). Brief shot of woman's bloody body. Hank slams a man with his truck door, leaving him bloody. Detectives wield guns."
5,1257377,96,The Great Muppet Caper,20317d7e-92a0-4d56-844a-75dc72fe0014,2.0,"Mostly slapstick violence throughout. Gonzo falls or throws himself in front of cars a few times. Kermit, Fozzie, and Gonzo are thrown from planes and busses; Miss Piggy throws someone out of a truck and another man into a pond, and also uses her signature karate chopping moves. A Muppet is electrocuted (but OK), and a gun is pulled, threatening Kermit. A crazy Muppet cab driver crashes straight through the hotel. A mention that someone might get killed when all the Muppets start planning to thwart the jewel heist."
16,1260011,113,Traitor,9c143b1c-65c8-4ab8-ab71-1c991c8141ad,4.0,An embassy bombing kills a handful of people (a man is shown planting the bomb); blasts of gunfire sometimes result in bloodshed. Lots of discussion about ways to sabotage the stability of the American people. Beat downs in a prison yard; a man is thrown off an overpass; and more.
17,1262656,106,Hall Pass,4cc9ea6d-2f64-45ac-958a-43f30810c3e0,2.0,"A man first attacks a vehicle with a crowbar and then the people driving it. He also shoots at them with a handgun. In another scene, one man punches another."
17,1260152,111,Rachel Getting Married,adbc8c01-4797-4cf6-acaf-03713b68f938,2.0,"Screaming and arguing among family members. At one point, two relatives actually get physical, and it's ugly, though very telling. A character purposefully drives straight into a street sign and beyond."
17,1249626,104,The United States of Leland,588fbfb9-4904-4d23-a4d9-e754619a4bad,3.0,A teenager murders a developmentally disabled boy. The movie's premise is very upsetting.
18,1252889,156,Boogie Nights,06235acd-c94b-4299-8b7f-51292e5e79e3,5.0,"Intermittent very violent sequences in which multiple deaths occur: a murder-suicide with the perpetrator shooting himself in the mouth and blood spraying the wall behind him; lots of gunplay and on-camera bullet hits, including one lengthy scene in which a drugged-out man threatens and shoots point-blank at three young men, killing one of them; severe brutal beatings that include head-stomping, kicking, roller skates as weapons, gang attacks. In addition, there are several drug overdoses, with lots of blood pouring from the mouth and nose of the victims."
14,1259552,90,License to Wed,b756b77c-1cc7-4684-b1a7-6783536d79a2,0.0,Ben gets hit by a baseball while playing catch and ends up with a bloody nose.
13,1261801,111,Rebel Without a Cause,6055eeac-8196-49be-bf4f-d2592c7d4b71,2.0,"Pistol shots cause wounds and a casualty, as does a fatal car plunge. Blood is drawn by jabs in a non-fatal knife fight. Jim physically attacks his father and a policeman, and kids beat up on other kids."
16,1258707,117,Sweeney Todd: The Demon Barber of Fleet Street,8f290bf9-873b-4303-827b-8d7c1029c9e1,5.0,"Sweeney slits many, many customers' throats with his razors. Blood is frequently shown gushing out like a geyser and often covers Sweeney. A woman is sexually assaulted at a masquerade ball; someone is burned alive in an oven; a young man is beaten with a walking stick. Human meat and bones are ground into beef for savory pies. A group of girls in an asylum assault their keeper. The judge sentences a boy to hang."
18,1253124,105,Lucky Numbers,556a8056-9f97-48f7-9f06-17c1882e2731,3.0,"Comic violence, including murder."
17,1258812,102,Harold and Kumar Escape from Guantanamo Bay,d448e8c3-a780-4af6-bc03-a4606d20d7fa,3.0,"Plenty, but mostly intended for comic effect. Fatal electrocution by an electric fence; characters are held at gunpoint; fistfights and scuffles (including knees to the groin); one supporting character is shot with a shotgun, twice; a deer is shot, with blood spatter and a knife blow to finish the job; a prostitute is literally branded. Mace is used."
12,1255298,116,A Midsummer Night's Dream,cdf8e291-72d9-460a-8de0-bc73431899e7,1.0,Very mild.
17,1259077,88,Prom Night (2008),1ed36a5f-6ab6-4653-b7c9-d13f68498a0e,5.0,"A total of 13 murders, mostly committed with a knife (although there are some stranglings and a shooting as well, plus scuffling, someone's face getting smashed into a mirror, and kicks to the face). Many of the murders occur off screen, and viewers never see a knife cutting or stabbing into flesh, but there's plenty of spurting blood and shots of bloody murder weapons. Several corpses with visible bloody stab wounds or lying in pools of blood are shown."
10,1252394,105,It Happened One Night,a2946098-1e81-43ee-9e11-4fce4c3d07ee,1.0,"After a heated argument an angry father slaps his adult daughter’s face. The young woman then dives off the side of yacht and lands in the sea. We don’t see her emerge, but she appears, alive and well in a new scene soon afterwards. A scene with angry threats."
18,1250449,113,Hostage,bf63ef34-759b-41fc-b29c-c0fa0df7b0f3,5.0,"Extreme, intense, and graphic violence, many injuries and deaths."
12,1257393,118,Goal! The Dream Begins,f41fedc7-fdc9-439e-a1c2-cb1e404564dc,3.0,"Soccer action can be brutal (smashing bodies with added smash-sound-effects, falling in mud), leading to various damage: a broken leg, bruises, and joint-wrenching, bloody injuries."
17,1258389,99,Reno 911!: Miami,9a239d9e-05a9-442b-a113-c47c96345244,3.0,"Lots of goofy gunplay and cartoonish violence (like a man getting eaten by an alligator and a SWAT officer accidentally blowing himself up during a motivational speech). A drug kingpin fires his machine gun in the air and threatens to torture characters with a weed whacker. In a few cases, blood is shown, but there are no graphic scenes of violence."
10,1256989,129,The Legend of Zorro,3dfed90c-3247-413d-a1c9-33283fba3b02,3.0,"Lots of explosions, swordplay, falling off cliffs or out windows, shooting, several murders committed in cartoonish styles."
12,1258149,95,My Big Fat Greek Wedding,2fcd5133-5ffa-4c88-813d-2dcaab55869e,1.0,"Comedic pratfall -- a flirting man who isn't paying attention to where he's going walks into an elderly woman, falls to the ground, and is struck on the face repeatedly with a handbag."
15,1260464,98,Enter the Dragon,184f9eb4-21ad-4427-b75c-d9faf465b363,4.0,"Countless martial-arts poundings, many ending in death. Bloodshed as the villain utilizes a variety of slashing/edged weapons on his missing hand. A death via impaling. A female character, threatened with rape, kills herself with a jagged piece of glass (not shown explicitly). Dead body shown washing ashore. One of the martial arts competitors is a bully: He kicks the defenseless man who serves oranges to the passengers of the ship that is taking Lee and the competitors to the island. This bully tries to mess with Lee's character, who puts the bully in his place."
14,1262761,120,Water for Elephants,d2caf907-6a0a-4272-aeff-bcf926be1d03,3.0,"A circus boss is incredibly cruel and abusive to his wife, employees, and animals. In a couple of particularly upsetting scenes, August hurts an elephant so much that you see him and the elephant covered in blood. A man almost strangles his wife to death. Jacob is beaten badly -- with fists and kicks -- more than once. In one scene, Jacob comes close to killing August in his sleep with a knife. In another scene, a man is violently killed, and viewers see a close up of his face with blood dripping down his face. The practice of ""redlighting"" -- when the circus boss' heavies toss circus hands off a moving train, without caring whether they survive the fall or not -- is mentioned again and again. The number of workers redlighted is discussed several times; at one point, Jacob is nearly thrown off. Toward the end of the film, two characters are shown dead and bloody on the rocks, having failed to survive their redlighting. Brief scene of two dead people (the main character's parents) in a morgue."
18,1262647,94,Hellraiser,5243812a-9d79-4d66-8333-74c04e082c90,5.0,"Lots. Killing and mutilating of both humans and rats. Several men clubbed bloodily to death with a claw hammer. A closeup stabbing. Piles of meat are supposed to be human remains. Cenobites and their victims suffer hooks through their flesh and peeled-back skin. One character is a fleshless ghoul who shows viscera, bone, tendon, brain, and ooze as he slowly regenerates."
15,1251741,90,Best in Show,e4a106e0-6978-44ff-8dfa-4ec3a83ecea4,1.0,"Almost nonexistent save for a reference to a long-ago parent's suicide, and one scene where a wound-too-tight dad tries to get his son down from a roof by threatening him with violence: ""I'll punch you in the eyes until they're jelly!"" he shrieks. There is also some graphic talk about said father's job, which is trying to keep suicides from jumping (usually unsuccessfully)."
15,1259394,84,The Comebacks,adf5b1ae-9236-48c8-b682-d25425fddcbf,3.0,"A gun is shot in a cartoonish manner during a coaching drill. A player has an over-the-top injury during a football game. Lots of physical, slapstick-type gags."
18,1253754,101,Monster's Ball,2f83e8a6-916d-4e05-81b9-23307793a509,4.0,"Brtual violence, excplicit execution, suicide, death of a child."
14,1259506,109,La Bamba,4a01c412-fd08-490f-bedd-e8bb8a17ce15,3.0,"One character in particular has violent, alcohol-fueled flare-ups that include fistfights and brawls with men and violence against his girlfriend -- verbal, physical, and sexual (a rape is implied by not shown). This character, Ritchie's brother, confides in Ritchie when talking about his relationship with his girlfriend, ""I almost have to rape her just to have sex."" Ritchie has a recurring and increasingly graphic nightmare in which two planes crash in the sky and the fiery wreckage rains down on children in a schoolyard. A main character dies in a plane crash, which takes place offscreen and is handled by radio reports. A folk healer is shown stripping a dead rattlesnake in half."
12,1260186,121,The Express,58f589a3-b9e9-4eef-a8f6-603002c55103,2.0,"Extensive on-field football action/violence, both within the context of fair play on the field and cheap shots after the whistle's blown. Football players are pelted with trash, with the threat that an angry crowd may throw bottles. Some fistfights."
16,1251278,82,Borat,3835c654-5e6b-48de-91fb-cdd2c3bf343f,3.0,"Broad, slapsticky violence (wrestling, etc.); Borat commends the United States' military actions in Iraq; a horse falls down; a bear roars at children and scares them."
15,1258617,106,The Jane Austen Book Club,b0264544-84ae-48b2-956b-1867056fd9b0,0.0,"No violence, but some heated arguments between couples."
17,1253051,107,The Cell,313b59d8-cbe8-4ec3-8bb5-9f594522491a,5.0,"Graphic, gruesome images, torture, murder, child abuse. Very scary."
4,1262413,38,Cars Toon: Mater's Tall Tales,de2f9d89-fd88-46f3-8d28-fa0fefdd65a6,1.0,"A monster-truck rally shows some aggressive competitors, and in a ""matador"" section, it briefly seems as if Mater has been buried to death. The alien ""Mater"" is about to be operated on when Mater rescues him."
16,1261439,101,The Stepfather,9beeb1e5-18f4-41fa-8b23-3dbd43742443,4.0,"Three bloodless murders take place on screen (the victims are thrown down stairs, suffocate, and drown). Several dead bodies, including three children, are seen in a killer's wake. Also beatings, fighting, chases, a knife attack, falls, and a stabbing with a shard of mirror to the neck, with some blood."
9,1258830,124,National Treasure 2: Book of Secrets,a9a263e6-9a47-415f-b8a9-6e5898ac7741,3.0,"Frequent raucous action-adventure-style scenes, including car chases (banging, crashing, screeching), shooting, and fighting. There's a reenactment of Abraham Lincoln's assassination, but the gunshot to his head isn't particularly graphic. In a flashback scene, a young boy sees his father shot and killed. A man is knocked out in his home. Ben struggles against being taken into custody by British police. Tense teetering and near falls from precarious surfaces inside a cave; rush of water nearly drowns people trapped in the cave."
18,1252832,117,Kiss the Girls,336ebbc4-c3cd-47b9-93a3-62d960b5a732,5.0,"There are many scary chase scenes, a few fist-fights, and a knife fight as well as discussions of acts of greater violence"
13,1257661,115,The American President,e966a8d0-264d-46e3-a4bd-276aae8a5145,0.0,Not applicable
17,1254590,90,Old School,849da9fa-1547-4bd5-bded-80020717cfc8,0.0,Not applicable
14,1255952,112,S.W.A.T.,1243573a-4adb-4572-a4f2-b3ddadea044d,5.0,"Extensive action violence and peril, characters killed, suicide. Peril."
12,1250203,141,2001: A Space Odyssey,ca63c2a6-f2bf-44a4-a52b-fb79a200ea2a,3.0,"Apes making the slow evolution from ape to man compete for scarce resources against a rival gang of apes while hiding from, and sometimes being attacked and eaten by, predators. With the help of a mysterious black monolith that appears, the man-apes learn to use bones that are just the right size for swinging as weapons to defend themselves from the predators, fight and kill the rival apes, and hunt and kill for food. Later, there is outer space peril heightened by loud and discordant music and hypnotic visual effects as an astronaut begins to learn the truth involving a giant black monolith found on the moon and near Jupiter."
18,1256608,122,Murder in the First,28dfae60-165a-41b5-98ec-c37fecf78dc3,5.0,Extremely graphic scenes of torture.
8,1250245,84,All Dogs Go to Heaven,abf9ed46-a77e-49fe-8d2f-efad5d5870f6,3.0,"Cartoonish violence, some demonic imagery. Main characters die. Orphan girl Anne-Marie is threatened with death in a river of fire, nearly drowns. Anne-Marie is kidnapped throughout the movie, forced by the dogs to use her ability to communicate with animals to find out which animal is going to win for the sporting events the dogs bet money. Characters steal, commit arson. Lead character dogs shot at by humans as they escape the pound. Antagonist tries to kill the protagonist by rolling a car down a dock, hitting him, and throwing him into the water."
12,1261060,98,I Hate Valentine's Day,b8c54893-485e-4aae-8a9a-3aa684f5d124,1.0,Some scenes of couples arguing.
5,1251771,72,Lilo and Stitch 2: Stitch Has a Glitch,3d339535-995b-42f5-a7a4-b84161e5a96e,0.0,Some (there are several scenes of Stitch running amok and two of Lilo fighting with her friends)
18,1250668,100,The Amityville Horror (2005),c55b0c91-5501-43e9-b080-186958cdf27a,5.0,"Graphic violence. A young man shoots his sleeping family in their beds. Repeated scenes of George turning increasingly mean, violent, and scary-looking; an axe-attack on the family dog; and a last sequence where he chases Kathy and her three kids with a shotgun and axe."
15,1249773,90,Sleepover,9bc09a99-264f-40b8-a59f-0d553598fe83,1.0,Mild tension and peril; skateboard/car crashes/wipe-outs. Some slapping-type confrontations between both girls and girls and boys.
8,1251375,85,Jingle All the Way,fc23828d-acb4-4ced-9fcb-8c8a3c4e6b6a,3.0,"Lots of punching, kicking, threats, and one explosion. While pervasive, the violence is comic, and no one actually gets hurt."
17,1259080,119,Michael Clayton,5a68642b-3e1e-4afb-8d26-01e091453f6a,3.0,"Michael's car explodes when he's at a distance; he turns to see it (this is a flashforward the first time it occurs, then appears again later). A man is attacked by two others, who drug and kill him, methodically and disturbingly (they inject his foot with poison, wait for him to die, check his pulse, then put his sock and shoe back on)."
11,1262169,112,"The Karate Kid, Part III",88649396-c78e-4c7a-9b49-bb7f5269faf6,2.0,"Lots of karate, some with the authentic moves, poses, etc. In other instances, participants are more vicious and cheat, purposely trying to hurt opponents. A fight scene includes breaking car windows and bloody fists. Bad guys vandalize a shop, and fight with those who try to protect it. The hero and a friend are threatened as they climb down a steep mountain."
11,1256705,113,"The Karate Kid, Part II",95d814bf-78f3-40ec-8a2f-f9e7e80f9426,3.0,Severe karate beatings and retribution.
7,1259450,91,The Proud Family Movie,9af7d438-fec6-4627-932c-20801ccc11fe,3.0,"Scenes of mayhem for Penny's turn at the wheel during driver's ed. One character is tortured by being tickled, spanked, and submerged into a pool full of electric eels, then forced to watch bad kids TV. The cloned Proud family beats up benevolent peanut clones, a hot dog vendor, and one another. Three sisters are thugs for hire."
14,1260006,96,Son of Rambow,ac12411a-2f8c-429a-b6f7-ab627c128da1,3.0,"Children beat up on other kids, one time violently, and blood is drawn. Violence, gunfire, and blood in movie clips from Sylvester Stallone pictures. Knockabout stuff as Will does his own dangerous stunts, like falling from trees, being catapulted aloft, and participating in simulated fistfights and ninja battles. A car accident and hospitalization."
13,1249684,122,Gracie,22253fa6-d19a-4ddd-8eb5-45a37c9ef984,3.0,"A main character dies in an off-screen car crash. Gracie is the object of a lot of soccer-field violence, including getting punched in the face, knocked down, tripped, and tackled."
18,1261139,88,The Collector,99887ad4-0c37-482c-8022-ce0529f3b4fc,5.0,"Constant, extreme, bloody violence as a serial killer dispatches his victims. People are forcibly abducted; a man is hauled off his feet by a winch, then let go to fall three stories; a bound woman has her mouth sewn shut; an acidic glue entraps a cat; a cat is sliced in half by a guillotine. A young man is killed by falling into a vast sum of bear traps. Another is eviscerated, and the camera lingers on his body. A young woman is hurled onto a wall covered with spikes. A chandelier festooned with knives falls onto a man. A man is struck in the eye by a hurled knife. A violent car crash. A dead man's body is used as a battering ram. A dog tears out a man's throat (the dog is later killed, set aflame, and used as a weapon). And much, much more."
12,1258969,98,Step Up 2 the Streets,03512635-9695-427d-83cb-512fa2bda1dc,2.0,"Only one truly violent scene, but quite visceral: A teen gets beaten up by his dance enemies and is choked, thrown, punched, and kicked in a rage-filled moment."
18,1256242,101,The Devil's Rejects,ab82dabf-a4d7-47ad-8e26-b413955e64a3,5.0,Horrific murders.
18,1255788,103,Kiss Kiss Bang Bang,6a4e78e3-ce61-44c1-ad51-e5abfeb77c31,5.0,"Frequent violence. Characters shot and killed at close range. Gun fights on city streets. Dead bodies found in lakes, in shower stalls. Lead character's index finger severed from his hand when a door slams into it. Blood. His finger is severed again, he tries to keep it preserved in the ice of an ice bucket, where a dog comes in and walks off with it in its mouth. Lead character tortured by electric shock to his testicles. Fighting with punches, kicks, and head butts. Discussion of how the sister of one of the lead characters was sexually abused by her father."
