,AAUXQDLH9Z1YS,A3ST8XFT4X93K
190073,18.0,-100.0
190077,18.0,-100.0
190090,19.0,-100.0
190095,19.0,-100.0
190107,20.0,-100.0
190112,20.0,-100.0
190125,22.0,-100.0
190131,22.0,-100.0
190149,24.0,-100.0
190154,24.0,-100.0
190166,25.0,-100.0
190172,25.0,-100.0
190183,26.0,-100.0
190191,26.0,-100.0
190202,27.0,-100.0
190206,27.0,-100.0
190219,28.0,-100.0
190224,28.0,-100.0
190237,29.0,-100.0
190241,29.0,-100.0
190254,30.0,-100.0
190259,30.0,-100.0
190271,32.0,-100.0
190278,32.0,-100.0
190289,33.0,-100.0
190293,33.0,-100.0
190306,34.0,-100.0
190311,34.0,-100.0
190325,35.0,-100.0
190330,35.0,-100.0
190349,37.0,-100.0
190354,37.0,-100.0
190366,38.0,-100.0
190371,38.0,-100.0
190383,39.0,-100.0
190389,39.0,-100.0
190402,40.0,-100.0
190406,40.0,-100.0
190419,42.0,-100.0
190423,42.0,-100.0
190436,43.0,-100.0
190440,43.0,-100.0
190453,44.0,-100.0
190461,44.0,-100.0
190488,46.0,-100.0
190492,46.0,-100.0
190506,47.0,-100.0
190510,47.0,-100.0
190524,48.0,-100.0
190532,48.0,-100.0
190541,49.0,-100.0
190545,49.0,-100.0
190558,50.0,-100.0
190565,52.0,-100.0
190568,52.0,-100.0
190582,53.0,-100.0
190586,53.0,-100.0
190601,54.0,-100.0
190606,54.0,-100.0
190619,55.0,-100.0
190623,55.0,-100.0
190634,56.0,-100.0
190640,56.0,-100.0
190653,57.0,-100.0
190657,57.0,-100.0
190670,58.0,-100.0
190674,58.0,-100.0
190687,59.0,-100.0
190694,59.0,-100.0
190706,60.0,-100.0
190710,60.0,-100.0
190723,62.0,-100.0
190730,62.0,-100.0
190740,63.0,-100.0
190745,63.0,-100.0
190757,64.0,-100.0
190762,64.0,-100.0
190775,65.0,-100.0
190783,66.0,-100.0
190800,67.0,-100.0
190807,67.0,-100.0
190819,68.0,-100.0
190824,68.0,-100.0
190852,70.0,-100.0
190856,70.0,-100.0
190870,72.0,-100.0
190874,72.0,-100.0
190887,73.0,-100.0
190893,73.0,-100.0
190905,74.0,-100.0
190909,74.0,-100.0
190922,75.0,-100.0
190927,75.0,-100.0
190939,76.0,-100.0
190943,76.0,-100.0
190957,77.0,-100.0
190962,77.0,-100.0
190975,78.0,-100.0
190980,78.0,-100.0
190982,79.0,-100.0
190988,79.0,-100.0
191016,82.0,-100.0
191025,82.0,-100.0
191034,83.0,-100.0
191038,83.0,-100.0
191052,84.0,-100.0
191057,84.0,-100.0
191070,85.0,-100.0
191075,85.0,-100.0
191103,87.0,-100.0
191111,87.0,-100.0
191122,88.0,-100.0
191126,88.0,-100.0
191138,89.0,-100.0
191143,89.0,-100.0
191157,90.0,-100.0
191161,90.0,-100.0
191174,92.0,-100.0
191178,92.0,-100.0
191190,93.0,-100.0
191198,93.0,-100.0
191209,94.0,-100.0
191216,95.0,-100.0
191219,95.0,-100.0
191233,96.0,-100.0
191238,96.0,-100.0
191251,97.0,-100.0
191255,97.0,-100.0
191269,98.0,-100.0
191275,98.0,-100.0
191285,99.0,-100.0
191290,99.0,-100.0
191303,100.0,-100.0
195190,100.0,-100.0
195208,99.0,-100.0
195213,99.0,-100.0
195241,97.0,-100.0
195246,97.0,-100.0
195248,96.0,-100.0
195255,96.0,-100.0
195283,94.0,-100.0
195289,94.0,-100.0
195302,92.0,-100.0
195307,92.0,-100.0
195318,91.0,-100.0
195324,91.0,-100.0
195336,90.0,-100.0
195341,90.0,-100.0
195370,88.0,-100.0
195378,88.0,-100.0
195406,86.0,-100.0
195412,86.0,-100.0
195424,85.0,-100.0
195429,85.0,-100.0
195459,82.0,-100.0
195464,82.0,-100.0
195482,80.0,-100.0
195489,80.0,-100.0
195501,79.0,-100.0
195507,79.0,-100.0
195535,77.0,-100.0
195540,77.0,-100.0
195552,76.0,-100.0
195558,76.0,-100.0
195569,75.0,-100.0
195577,75.0,-100.0
195587,74.0,-100.0
195592,74.0,-100.0
195605,72.0,-100.0
195610,72.0,-100.0
195623,71.0,-100.0
195627,71.0,-100.0
195657,69.0,-100.0
195663,69.0,-100.0
195675,68.0,-100.0
195679,68.0,-100.0
195683,67.0,-100.0
195688,67.0,-100.0
195700,66.0,-100.0
195705,66.0,-100.0
195716,65.0,-100.0
195721,65.0,-100.0
195734,64.0,-100.0
195747,64.0,-100.0
195769,62.0,-100.0
195792,62.0,-100.0
195823,60.0,-100.0
195830,60.0,-100.0
195839,59.0,-100.0
195845,59.0,-100.0
195874,57.0,-100.0
195879,57.0,-100.0
195899,54.0,-100.0
195924,54.0,-100.0
195951,52.0,-100.0
195961,52.0,-100.0
195986,50.0,-100.0
195991,50.0,-100.0
196008,49.0,-100.0
196013,49.0,-100.0
196039,47.0,-100.0
196043,47.0,-100.0
196073,44.0,-100.0
196078,44.0,-100.0
196092,43.0,-100.0
196096,43.0,-100.0
196115,41.0,-100.0
196121,41.0,-100.0
196151,39.0,-100.0
196156,39.0,-100.0
196168,38.0,-100.0
196173,38.0,-100.0
196186,37.0,-100.0
196193,37.0,-100.0
196203,35.0,-100.0
196209,35.0,-100.0
196220,34.0,-100.0
196225,34.0,-100.0
196238,33.0,-100.0
196283,33.0,-100.0
196309,32.0,-100.0
196315,32.0,-100.0
196350,31.0,-100.0
196356,31.0,-100.0
196367,29.0,-100.0
196373,29.0,-100.0
196390,28.0,-100.0
196395,28.0,-100.0
196421,27.0,-100.0
196425,27.0,-100.0
196446,26.0,-100.0
196453,26.0,-100.0
196463,24.0,-100.0
196496,24.0,-100.0
196516,23.0,-100.0
196542,23.0,-100.0
196550,22.0,-100.0
196555,22.0,-100.0
196566,21.0,-100.0
196572,21.0,-100.0
196596,20.0,-100.0
196603,20.0,-100.0
196625,19.0,-100.0
196637,19.0,-100.0
196699,17.0,-100.0
196705,17.0,-100.0
196711,16.0,-100.0
196715,16.0,-100.0
196726,15.0,-100.0
196730,15.0,-100.0
196754,14.0,-100.0
196767,12.0,-100.0
196784,11.0,-100.0
196789,11.0,-100.0
196802,9.0,-100.0
196808,9.0,-100.0
196818,8.0,-100.0
196822,8.0,-100.0
196837,7.0,-100.0
196842,7.0,-100.0
196853,6.0,-100.0
196858,6.0,-100.0
196871,5.0,-100.0
196875,5.0,-100.0
196888,4.0,-100.0
196893,4.0,-100.0
196904,3.0,-100.0
196910,3.0,-100.0
196931,2.0,-100.0
196947,2.0,-100.0
196960,1.0,-100.0
196965,-1.0,-100.0
196968,-1.0,-100.0
196983,-2.0,-100.0
197006,-2.0,-100.0
197019,-3.0,-100.0
197023,-3.0,-100.0
197038,-4.0,-100.0
197042,-4.0,-100.0
197056,-5.0,-100.0
197060,-5.0,-100.0
197069,-6.0,-100.0
197076,-6.0,-100.0
197089,-7.0,-100.0
197093,-7.0,-100.0
197111,-8.0,-100.0
197115,-8.0,-100.0
197125,-10.0,-100.0
197131,-10.0,-100.0
197140,-11.0,-100.0
197167,-11.0,-100.0
197175,-12.0,-100.0
197180,-12.0,-100.0
197182,-13.0,-100.0
197187,-13.0,-100.0
197200,-14.0,-100.0
197204,-14.0,-100.0
197216,-15.0,-100.0
197222,-15.0,-100.0
197235,-16.0,-100.0
197242,-16.0,-100.0
197252,-17.0,-100.0
197256,-17.0,-100.0
197270,-19.0,-100.0
197296,-19.0,-100.0
197305,-20.0,-100.0
197309,-20.0,-100.0
197322,-21.0,-100.0
197329,-21.0,-100.0
197340,-22.0,-100.0
197345,-22.0,-100.0
197357,-23.0,-100.0
197361,-23.0,-100.0
197375,-24.0,-100.0
197380,-24.0,-100.0
197382,-25.0,-100.0
197386,-25.0,-100.0
197399,-26.0,-100.0
197406,-26.0,-100.0
197416,-28.0,-100.0
197422,-28.0,-100.0
197434,-29.0,-100.0
197439,-29.0,-100.0
197451,-30.0,-100.0
197456,-30.0,-100.0
197469,-31.0,-100.0
197473,-31.0,-100.0
197488,-32.0,-100.0
197497,-32.0,-100.0
197503,-33.0,-100.0
197509,-33.0,-100.0
197521,-34.0,-100.0
197525,-34.0,-100.0
197539,-35.0,-100.0
197543,-35.0,-100.0
197556,-36.0,-100.0
197561,-36.0,-100.0
197575,-38.0,-100.0
197580,-38.0,-100.0
197594,-39.0,-100.0
197598,-39.0,-100.0
197608,-40.0,-100.0
197612,-40.0,-100.0
197616,-41.0,-100.0
197621,-41.0,-100.0
197633,-42.0,-100.0
197637,-42.0,-100.0
197651,-43.0,-100.0
197657,-43.0,-100.0
197669,-44.0,-100.0
197673,-44.0,-100.0
197685,-45.0,-100.0
197695,-45.0,-100.0
197703,-46.0,-100.0
197707,-46.0,-100.0
197721,-48.0,-100.0
197725,-48.0,-100.0
197739,-49.0,-100.0
197745,-49.0,-100.0
197756,-50.0,-100.0
197760,-50.0,-100.0
197774,-51.0,-100.0
197780,-51.0,-100.0
197791,-52.0,-100.0
197797,-52.0,-100.0
197807,-53.0,-100.0
197811,-53.0,-100.0
197816,-54.0,-100.0
197822,-54.0,-100.0
197833,-55.0,-100.0
197838,-55.0,-100.0
197850,-56.0,-100.0
197854,-56.0,-100.0
197868,-58.0,-100.0
197874,-58.0,-100.0
197885,-59.0,-100.0
197889,-59.0,-100.0
197903,-60.0,-100.0
197908,-60.0,-100.0
197920,-61.0,-100.0
197925,-61.0,-100.0
197938,-62.0,-100.0
197943,-62.0,-100.0
197972,-64.0,-100.0
197977,-64.0,-100.0
197990,-65.0,-100.0
197996,-65.0,-100.0
198008,-66.0,-100.0
198012,-66.0,-100.0
198025,-68.0,-100.0
198030,-68.0,-100.0
198033,-69.0,-100.0
198036,-69.0,-100.0
198048,-70.0,-100.0
198053,-70.0,-100.0
198066,-71.0,-100.0
198073,-71.0,-100.0
198085,-72.0,-100.0
198088,-72.0,-100.0
198101,-73.0,-100.0
198105,-73.0,-100.0
198120,-74.0,-100.0
198123,-74.0,-100.0
198137,-75.0,-100.0
198141,-75.0,-100.0
198153,-76.0,-100.0
198160,-76.0,-100.0
198172,-78.0,-100.0
198176,-78.0,-100.0
198189,-79.0,-100.0
198195,-79.0,-100.0
198207,-80.0,-100.0
198211,-80.0,-100.0
198225,-81.0,-100.0
198229,-81.0,-100.0
198232,-82.0,-100.0
198236,-82.0,-100.0
198248,-83.0,-100.0
198257,-83.0,-100.0
198284,-85.0,-100.0
198288,-85.0,-100.0
198301,-86.0,-100.0
198305,-86.0,-100.0
198319,-88.0,-100.0
198325,-88.0,-100.0
198337,-89.0,-100.0
198341,-89.0,-100.0
198353,-90.0,-100.0
198357,-90.0,-100.0
198372,-91.0,-100.0
198376,-91.0,-100.0
198389,-92.0,-100.0
198393,-92.0,-100.0
198407,-93.0,-100.0
198412,-93.0,-100.0
198424,-94.0,-100.0
198430,-94.0,-100.0
198459,-96.0,-100.0
198465,-96.0,-100.0
198483,-99.0,-100.0
198487,-99.0,-100.0
198501,-100.0,-100.0
198509,-100.0,-100.0
198528,-100.0,-100.0
198554,-100.0,-100.0
198712,-100.0,-100.0
198827,-100.0,-100.0
198846,-100.0,-100.0
198875,-100.0,-100.0
198894,-100.0,-100.0
198925,-100.0,-100.0
198944,-100.0,-100.0
198977,-100.0,-100.0
199011,-100.0,-100.0
199027,-100.0,-100.0
199060,-100.0,-100.0
199094,-100.0,-100.0
217271,-100.0,-100.0
217287,-100.0,-100.0
217333,-100.0,-100.0
217340,-100.0,-100.0
217371,-100.0,-100.0
217382,-100.0,-100.0
217554,-100.0,-100.0
217568,-100.0,-100.0
217609,-100.0,-100.0
217622,-100.0,-100.0
217812,-100.0,-100.0
217826,-100.0,-100.0
217839,-100.0,-100.0
217851,-100.0,-100.0
217878,-100.0,-100.0
217887,-100.0,-100.0
218056,-100.0,-100.0
218070,-100.0,-100.0
218106,-100.0,-100.0
218112,-100.0,-100.0
218274,-100.0,-100.0
218288,-100.0,-100.0
218316,-100.0,-100.0
218323,-100.0,-100.0
218348,-100.0,-100.0
218356,-100.0,-100.0
218527,-100.0,-100.0
218543,-100.0,-100.0
218576,-100.0,-100.0
218584,-100.0,-100.0
218790,-100.0,-100.0
218803,-100.0,-100.0
218811,-100.0,-100.0
218819,-100.0,-100.0
218828,-100.0,-100.0
218835,-100.0,-100.0
218844,-100.0,-100.0
218851,-100.0,-100.0
218860,-100.0,-100.0
218868,-100.0,-100.0
219090,-100.0,-100.0
219104,-100.0,-100.0
219124,-100.0,-100.0
219136,-100.0,-100.0
219145,-100.0,-100.0
219152,-100.0,-100.0
219160,-100.0,-100.0
219170,-100.0,-100.0
219341,-100.0,-100.0
219355,-100.0,-100.0
219378,-100.0,-100.0
219386,-100.0,-100.0
219394,-100.0,-100.0
219404,-100.0,-100.0
219413,-100.0,-100.0
219419,-100.0,-100.0
219575,-100.0,-100.0
219589,-100.0,-100.0
219609,-100.0,-100.0
219620,-100.0,-100.0
219629,-100.0,-100.0
219639,-100.0,-100.0
219648,-100.0,-100.0
219654,-100.0,-100.0
219663,-100.0,-100.0
219674,-100.0,-100.0
219825,-100.0,-100.0
219839,-100.0,-100.0
219862,-100.0,-100.0
219872,-100.0,-100.0
219880,-100.0,-100.0
219888,-100.0,-100.0
219896,-100.0,-100.0
219904,-100.0,-100.0
219913,-100.0,-100.0
219927,-100.0,-100.0
220026,-100.0,-100.0
220041,-100.0,-100.0
220061,-100.0,-100.0
220072,-100.0,-100.0
220080,-100.0,-100.0
220088,-100.0,-100.0
220097,-100.0,-100.0
220106,-100.0,-100.0
220243,-100.0,-100.0
220261,-100.0,-100.0
220283,-100.0,-100.0
220289,-100.0,-100.0
220298,-100.0,-100.0
220306,-100.0,-100.0
220315,-100.0,-100.0
220323,-100.0,-100.0
220477,-100.0,-100.0
220491,-100.0,-100.0
220514,-100.0,-100.0
220522,-100.0,-100.0
220532,-100.0,-100.0
220541,-100.0,-100.0
220563,-100.0,-100.0
220573,-100.0,-100.0
220581,-100.0,-100.0
220592,-100.0,-100.0
220746,-100.0,-100.0
220758,-100.0,-100.0
220780,-100.0,-100.0
220790,-100.0,-100.0
220799,-100.0,-100.0
220806,-100.0,-100.0
220815,-100.0,-100.0
220824,-100.0,-100.0
220832,-100.0,-100.0
220841,-100.0,-100.0
220946,-100.0,-100.0
220959,-100.0,-100.0
220982,-100.0,-100.0
220990,-100.0,-100.0
221000,-100.0,-100.0
221008,-100.0,-100.0
221017,-100.0,-100.0
221025,-100.0,-100.0
221147,-100.0,-100.0
221159,-100.0,-100.0
221182,-100.0,-100.0
221191,-100.0,-100.0
237602,-100.0,-100.0
237621,-100.0,-100.0
237632,-100.0,-100.0
237651,-100.0,-100.0
237674,-100.0,-100.0
237686,-100.0,-100.0
237715,-100.0,-100.0
237728,-100.0,-100.0
237733,-100.0,-100.0
237775,-100.0,-100.0
237784,-100.0,-100.0
237799,-100.0,-100.0
237806,-100.0,-100.0
237817,-100.0,-100.0
237824,-100.0,-100.0
237833,-100.0,-100.0
237841,-100.0,-100.0
237869,-100.0,-100.0
237893,-100.0,-100.0
237906,-100.0,-100.0
237912,-100.0,-100.0
237924,-100.0,-100.0
237931,-100.0,-100.0
237939,-100.0,-100.0
237978,-100.0,-100.0
237992,-100.0,-100.0
238026,-100.0,-100.0
238033,-100.0,-100.0
238055,-100.0,-100.0
238068,-100.0,-100.0
238110,-100.0,-100.0
238137,-100.0,-100.0
238161,-100.0,-100.0
238176,-100.0,-100.0
238199,-100.0,-100.0
238211,-100.0,-100.0
238223,-100.0,-100.0
238232,-100.0,-100.0
238262,-100.0,-100.0
238282,-100.0,-100.0
238301,-100.0,-100.0
238308,-100.0,-100.0
238323,-100.0,-100.0
238339,-100.0,-100.0
238348,-100.0,-100.0
238357,-100.0,-100.0
238398,-100.0,-100.0
238408,-100.0,-100.0
238414,-100.0,-100.0
238429,-100.0,-100.0
238453,-100.0,-100.0
238463,-100.0,-100.0
238483,-100.0,-100.0
238493,-100.0,-100.0
238514,-100.0,-100.0
238521,-100.0,-100.0
238528,-100.0,-100.0
238542,-100.0,-100.0
238570,-100.0,-100.0
238579,-100.0,-100.0
238600,-100.0,-100.0
238611,-100.0,-100.0
238629,-100.0,-100.0
238648,-100.0,-100.0
238654,-100.0,-100.0
238668,-100.0,-100.0
238681,-100.0,-100.0
238708,-100.0,-100.0
238730,-100.0,-100.0
238738,-100.0,-100.0
238771,-100.0,-100.0
238784,-100.0,-100.0
238819,-100.0,-100.0
238826,-100.0,-100.0
238851,-100.0,-100.0
238857,-100.0,-100.0
238872,-100.0,-100.0
238876,-100.0,-100.0
238887,-100.0,-100.0
238901,-100.0,-100.0
238908,-100.0,-100.0
238929,-100.0,-100.0
238954,-100.0,-100.0
238965,-100.0,-100.0
239010,-100.0,-100.0
239021,-100.0,-100.0
239044,-100.0,-100.0
239064,-100.0,-100.0
239089,-100.0,-100.0
239100,-100.0,-100.0
239107,-100.0,-100.0
239119,-100.0,-100.0
239148,-100.0,-100.0
239159,-100.0,-100.0
239165,-100.0,-100.0
239175,-100.0,-100.0
239196,-100.0,-100.0
239205,-100.0,-100.0
239235,-100.0,-100.0
239249,-100.0,-100.0
239261,-100.0,-100.0
239274,-100.0,-100.0
239301,-100.0,-100.0
239307,-100.0,-100.0
239327,-100.0,-100.0
239342,-100.0,-100.0
239371,-100.0,-100.0
239380,-100.0,-100.0
239389,-100.0,-100.0
239409,-100.0,-100.0
239435,-100.0,-100.0
239441,-100.0,-100.0
239449,-100.0,-100.0
239464,-100.0,-100.0
239475,-100.0,-100.0
239495,-100.0,-100.0
239504,-100.0,-100.0
239510,-100.0,-100.0
239534,-100.0,-100.0
239553,-100.0,-100.0
239574,-100.0,-100.0
239586,-100.0,-100.0
239617,-100.0,-100.0
239643,-100.0,-100.0
239664,-100.0,-100.0
239675,-100.0,-100.0
239711,-100.0,-100.0
239722,-100.0,-100.0
239728,-100.0,-100.0
239739,-100.0,-100.0
239755,-100.0,-100.0
239771,-100.0,-100.0
239819,-100.0,-100.0
239824,-100.0,-100.0
239850,-100.0,-100.0
239881,-100.0,-100.0
239900,-100.0,-100.0
239911,-100.0,-100.0
239943,-100.0,-100.0
239953,-100.0,-100.0
239997,-100.0,-100.0
240044,-100.0,-100.0
240062,-100.0,-100.0
240086,-100.0,-100.0
240103,-100.0,-100.0
240134,-100.0,-100.0
240200,-100.0,-100.0
240227,-100.0,-100.0
240260,-100.0,-100.0
240296,-100.0,-100.0
240346,-100.0,-100.0
240362,-100.0,-100.0
240392,-100.0,-100.0
240413,-100.0,-100.0
240476,-100.0,-100.0
240497,-100.0,-100.0
240512,-100.0,-100.0
240548,-100.0,-100.0
240587,-100.0,-100.0
240607,-100.0,-100.0
240637,-100.0,-100.0
240661,-100.0,-100.0
240718,-100.0,-100.0
240774,-100.0,-100.0
240793,-100.0,-100.0
240834,-100.0,-100.0
240946,-100.0,-100.0
240973,-100.0,-100.0
241013,-100.0,-100.0
241043,-100.0,-100.0
241126,-100.0,-100.0
241162,-100.0,-100.0
241185,-100.0,-100.0
241215,-100.0,-100.0
241229,-100.0,-100.0
241295,-100.0,-100.0
241353,-100.0,-100.0
241380,-100.0,-100.0
241400,-100.0,-100.0
241571,-100.0,-100.0
241584,-100.0,-100.0
241642,-100.0,-100.0
241657,-100.0,-100.0
241702,-100.0,-100.0
241715,-100.0,-100.0
241745,-100.0,-100.0
241826,-100.0,-100.0
241873,-100.0,-100.0
241950,-100.0,-100.0
241992,-100.0,-100.0
242137,-100.0,-100.0
242161,-100.0,-100.0
242212,-100.0,-100.0
242247,-100.0,-100.0
242268,-100.0,-100.0
242385,-100.0,-100.0
242401,-100.0,-100.0
242429,-100.0,-100.0
242634,-100.0,-100.0
242694,-100.0,-100.0
242713,-100.0,-100.0
242737,-100.0,-100.0
242810,-100.0,-100.0
242871,-100.0,-100.0
242910,-100.0,-100.0
242930,-100.0,-100.0
242984,-100.0,-100.0
243008,-100.0,-100.0
243033,-100.0,-100.0
243066,-100.0,-100.0
243114,-100.0,-100.0
243131,-100.0,-100.0
243166,-100.0,-100.0
243193,-100.0,-100.0
243211,-100.0,-100.0
243230,-100.0,-100.0
243308,-100.0,-100.0
243330,-100.0,-100.0
243360,-100.0,-100.0
243378,-100.0,-100.0
243410,-100.0,-100.0
243458,-100.0,-100.0
243501,-100.0,-100.0
243524,-100.0,-100.0
243611,-100.0,-100.0
243656,-100.0,-100.0
243719,-100.0,-100.0
243743,-100.0,-100.0
243770,-100.0,-100.0
243841,-100.0,-100.0
243875,-100.0,-100.0
243896,-100.0,-100.0
243939,-100.0,-100.0
243961,-100.0,-100.0
243972,-100.0,-100.0
243999,-100.0,-100.0
244034,-100.0,-100.0
244061,-100.0,-100.0
244121,-100.0,-100.0
244169,-100.0,-100.0
244207,-100.0,-100.0
244240,-100.0,-100.0
244305,-100.0,-100.0
244331,-100.0,-100.0
244425,-100.0,-100.0
244451,-100.0,-100.0
244468,-100.0,-100.0
244706,-100.0,-100.0
244869,-100.0,-100.0
244884,-100.0,-100.0
244898,-100.0,-100.0
244915,-100.0,-100.0
244926,-100.0,-100.0
244997,-100.0,-100.0
245011,-100.0,-100.0
245039,-100.0,-100.0
245314,-100.0,-100.0
245365,-100.0,-100.0
245407,-100.0,-100.0
245423,-100.0,-100.0
245480,-100.0,-100.0
245500,-100.0,-100.0
245549,-100.0,-100.0
245575,-100.0,-100.0
245725,-100.0,-100.0
245785,-100.0,-100.0
245823,-100.0,-100.0
245961,-100.0,-100.0
245972,-100.0,-100.0
246012,-100.0,-100.0
246056,-100.0,-100.0
246079,-100.0,-100.0
246091,-100.0,-100.0
246142,-100.0,-100.0
246165,-100.0,-100.0
246195,-100.0,-100.0
246207,-100.0,-100.0
246227,-100.0,-100.0
246269,-100.0,-100.0
246284,-100.0,-100.0
246360,-100.0,-100.0
246375,-100.0,-100.0
246394,-100.0,-100.0
246445,-100.0,-100.0
246509,-100.0,-100.0
246572,-100.0,-100.0
246641,-100.0,-100.0
246679,-100.0,-100.0
246692,-100.0,-100.0
246720,-100.0,-100.0
246760,-100.0,-100.0
246860,-100.0,-100.0
258881,-100.0,-100.0
258897,-100.0,-100.0
258928,-100.0,-100.0
258932,-100.0,-100.0
258954,-100.0,-100.0
258962,-100.0,-100.0
258969,-100.0,-100.0
258979,-100.0,-100.0
259099,-100.0,-100.0
259114,-100.0,-100.0
259133,-100.0,-100.0
259145,-100.0,-100.0
259152,-100.0,-100.0
259162,-100.0,-100.0
259316,-100.0,-100.0
259331,-100.0,-100.0
259352,-100.0,-100.0
259362,-100.0,-100.0
259550,-100.0,-100.0
259566,-100.0,-100.0
259584,-100.0,-100.0
259598,-100.0,-100.0
259767,-100.0,-100.0
259782,-100.0,-100.0
259803,-100.0,-100.0
259813,-100.0,-100.0
259821,-100.0,-100.0
259830,-100.0,-100.0
259986,-100.0,-100.0
259999,-100.0,-100.0
260020,-100.0,-100.0
260031,-100.0,-100.0
260269,-100.0,-100.0
260283,-100.0,-100.0
260308,-100.0,-100.0
260315,-100.0,-100.0
260323,-100.0,-100.0
260331,-100.0,-100.0
260338,-100.0,-100.0
260355,-100.0,-100.0
260519,-100.0,-100.0
260534,-100.0,-100.0
260557,-100.0,-100.0
260568,-100.0,-100.0
260591,-100.0,-100.0
260601,-100.0,-100.0
260609,-100.0,-100.0
260617,-100.0,-100.0
260770,-100.0,-100.0
260785,-100.0,-100.0
260792,-100.0,-100.0
260817,-100.0,-100.0
260827,-100.0,-100.0
260834,-100.0,-100.0
260970,-100.0,-100.0
260985,-100.0,-100.0
261008,-100.0,-100.0
261017,-100.0,-100.0
261024,-100.0,-100.0
261034,-100.0,-100.0
261188,-100.0,-100.0
261206,-100.0,-100.0
261230,-100.0,-100.0
261236,-100.0,-100.0
261243,-100.0,-100.0
261251,-100.0,-100.0
261391,-100.0,-100.0
261403,-100.0,-100.0
261425,-100.0,-100.0
261435,-100.0,-100.0
261443,-100.0,-100.0
261452,-100.0,-100.0
261460,-100.0,-100.0
261469,-100.0,-100.0
261476,-100.0,-100.0
261486,-100.0,-100.0
261581,-100.0,-100.0
261589,-100.0,-100.0
261615,-100.0,-100.0
261621,-100.0,-100.0
261641,-100.0,-100.0
261653,-100.0,-100.0
261773,-100.0,-100.0
261787,-100.0,-100.0
261811,-100.0,-100.0
261819,-100.0,-100.0
261827,-100.0,-100.0
261836,-100.0,-100.0
261991,-100.0,-100.0
262005,-100.0,-100.0
262013,-100.0,-100.0
262036,-100.0,-100.0
262045,-100.0,-100.0
262052,-100.0,-100.0
262258,-100.0,-100.0
262272,-100.0,-100.0
262297,-100.0,-100.0
262304,-100.0,-100.0
262313,-100.0,-100.0
262321,-100.0,-100.0
262330,-100.0,-100.0
262337,-100.0,-100.0
262360,-100.0,-100.0
262370,-100.0,-100.0
262394,-100.0,-100.0
262404,-100.0,-100.0
262427,-100.0,-100.0
262437,-100.0,-100.0
280507,-100.0,-100.0
280523,-100.0,-100.0
280578,-100.0,-100.0
280587,-100.0,-100.0
280784,-100.0,-100.0
280794,-100.0,-100.0
280829,-100.0,-100.0
280837,-100.0,-100.0
280864,-100.0,-100.0
280874,-100.0,-100.0
281095,-100.0,-100.0
281107,-100.0,-100.0
281137,-100.0,-100.0
281144,-100.0,-100.0
281176,-100.0,-100.0
281184,-100.0,-100.0
281341,-100.0,-100.0
281354,-100.0,-100.0
281389,-100.0,-100.0
281397,-100.0,-100.0
281616,-100.0,-100.0
281632,-100.0,-100.0
281660,-100.0,-100.0
281673,-100.0,-100.0
281686,-100.0,-100.0
281696,-100.0,-100.0
281897,-100.0,-100.0
281910,-100.0,-100.0
281940,-100.0,-100.0
281947,-100.0,-100.0
282180,-100.0,-100.0
282214,-100.0,-100.0
282449,-100.0,-100.0
282462,-100.0,-100.0
282487,-100.0,-100.0
282498,-100.0,-100.0
282517,-100.0,-100.0
282526,-100.0,-100.0
282533,-100.0,-100.0
282544,-100.0,-100.0
282714,-100.0,-100.0
282732,-100.0,-100.0
282755,-100.0,-100.0
282761,-100.0,-100.0
282782,-100.0,-100.0
282793,-100.0,-100.0
282801,-100.0,-100.0
282811,-100.0,-100.0
283032,-100.0,-100.0
283050,-100.0,-100.0
283072,-100.0,-100.0
283081,-100.0,-100.0
283100,-100.0,-100.0
283112,-100.0,-100.0
283119,-100.0,-100.0
283131,-100.0,-100.0
283350,-100.0,-100.0
283364,-100.0,-100.0
283389,-100.0,-100.0
283396,-100.0,-100.0
283404,-100.0,-100.0
283412,-100.0,-100.0
283420,-100.0,-100.0
283429,-100.0,-100.0
283436,-100.0,-100.0
283447,-100.0,-100.0
283670,-100.0,-100.0
283681,-100.0,-100.0
283702,-100.0,-100.0
283713,-100.0,-100.0
283743,-100.0,-100.0
283750,-100.0,-100.0
283967,-100.0,-100.0
283981,-100.0,-100.0
284003,-100.0,-100.0
284014,-100.0,-100.0
284022,-100.0,-100.0
284033,-100.0,-100.0
284040,-100.0,-100.0
284048,-100.0,-100.0
284252,-100.0,-100.0
284265,-100.0,-100.0
284286,-100.0,-100.0
284296,-100.0,-100.0
284305,-100.0,-100.0
284313,-100.0,-100.0
284322,-100.0,-100.0
284332,-100.0,-100.0
284520,-100.0,-100.0
284532,-100.0,-100.0
284540,-100.0,-100.0
284548,-100.0,-100.0
284556,-100.0,-100.0
284566,-100.0,-100.0
284574,-100.0,-100.0
284582,-100.0,-100.0
284589,-100.0,-100.0
284598,-100.0,-100.0
284786,-100.0,-100.0
284801,-100.0,-100.0
284822,-100.0,-100.0
284832,-100.0,-100.0
284839,-100.0,-100.0
284849,-100.0,-100.0
284857,-100.0,-100.0
284866,-100.0,-100.0
285071,-100.0,-100.0
285085,-100.0,-100.0
285106,-100.0,-100.0
285116,-100.0,-100.0
285124,-100.0,-100.0
285133,-100.0,-100.0
285141,-100.0,-100.0
285150,-100.0,-100.0
