,A3TDR6MXS6UO5,A1T1FK3P2N408,A2Q3SM0KEI497
36697,-100.0,-100.0,-100.0
36701,-100.0,-100.0,-100.0
36714,-100.0,-100.0,-100.0
36718,-100.0,-100.0,-100.0
36731,-100.0,-100.0,-100.0
36735,-100.0,-100.0,-100.0
36747,-100.0,-100.0,-100.0
36751,-100.0,-100.0,-100.0
36763,-100.0,-100.0,-100.0
36769,-100.0,-100.0,-100.0
36780,-100.0,-100.0,-100.0
36784,-100.0,-100.0,-100.0
36797,-100.0,-100.0,-100.0
36801,-100.0,-100.0,-100.0
36813,-100.0,-100.0,-100.0
36819,-100.0,-100.0,-100.0
36830,-100.0,-100.0,-100.0
36835,-100.0,-100.0,-100.0
36846,-100.0,-100.0,-100.0
36851,-100.0,-100.0,-100.0
36863,-100.0,-100.0,-100.0
36867,-100.0,-100.0,-100.0
36880,-100.0,-100.0,-100.0
36884,-100.0,-100.0,-100.0
36896,-100.0,-100.0,-100.0
36902,-100.0,-100.0,-100.0
36913,-100.0,-100.0,-100.0
36917,-100.0,-100.0,-100.0
36930,-100.0,-100.0,-100.0
36934,-100.0,-100.0,-100.0
36946,-100.0,-100.0,-100.0
36951,-100.0,-100.0,-100.0
36963,-100.0,-100.0,-100.0
36967,-100.0,-100.0,-100.0
36980,-100.0,-100.0,-100.0
36985,-100.0,-100.0,-100.0
36996,-100.0,-100.0,-100.0
37001,-100.0,-100.0,-100.0
37013,-100.0,-100.0,-100.0
37019,-100.0,-100.0,-100.0
37030,-100.0,-100.0,-100.0
37035,-100.0,-100.0,-100.0
37049,-100.0,-100.0,-100.0
37053,-100.0,-100.0,-100.0
37063,-100.0,-100.0,-100.0
37069,-100.0,-100.0,-100.0
37081,-100.0,-100.0,-100.0
37084,-100.0,-100.0,-100.0
37098,-100.0,-100.0,-100.0
37102,-100.0,-100.0,-100.0
37113,-100.0,-100.0,-100.0
37117,-100.0,-100.0,-100.0
37129,-100.0,-100.0,-100.0
37135,-100.0,-100.0,-100.0
37146,-100.0,-100.0,-100.0
37151,-100.0,-100.0,-100.0
37163,-100.0,-100.0,-100.0
37167,-100.0,-100.0,-100.0
37179,-100.0,-100.0,-100.0
37714,-100.0,-100.0,-100.0
37733,-100.0,-100.0,-100.0
37739,-100.0,-100.0,-100.0
37762,-100.0,-100.0,-100.0
37766,-100.0,-100.0,-100.0
37779,-100.0,-100.0,-100.0
37783,-100.0,-100.0,-100.0
37795,-100.0,-100.0,-100.0
37799,-100.0,-100.0,-100.0
37812,-100.0,-100.0,-100.0
37817,-100.0,-100.0,-100.0
37828,-100.0,-100.0,-100.0
37832,-100.0,-100.0,-100.0
37845,-100.0,-100.0,-100.0
37850,-100.0,-100.0,-100.0
37862,-100.0,-100.0,-100.0
37866,-100.0,-100.0,-100.0
37878,-100.0,-100.0,-100.0
37883,-100.0,-100.0,-100.0
37895,-100.0,-100.0,-100.0
37900,-100.0,-100.0,-100.0
37916,-100.0,-100.0,-100.0
37920,-100.0,-100.0,-100.0
37945,-100.0,-100.0,-100.0
37950,-100.0,-100.0,-100.0
37963,-100.0,-100.0,-100.0
38164,-100.0,-100.0,-100.0
38181,-100.0,-100.0,-100.0
38185,-100.0,-100.0,-100.0
38195,-100.0,-100.0,-100.0
38200,-100.0,-100.0,-100.0
38212,-100.0,-100.0,-100.0
38218,-100.0,-100.0,-100.0
38244,-100.0,-100.0,-100.0
38250,-100.0,-100.0,-100.0
38261,-100.0,-100.0,-100.0
38265,-100.0,-100.0,-100.0
38278,-100.0,-100.0,-100.0
38282,-100.0,-100.0,-100.0
38296,-100.0,-100.0,-100.0
38300,-100.0,-100.0,-100.0
38328,-100.0,-100.0,-100.0
38332,-100.0,-100.0,-100.0
38344,-100.0,-100.0,-100.0
38350,-100.0,-100.0,-100.0
38361,-100.0,-100.0,-100.0
69349,-100.0,-100.0,-100.0
69370,-100.0,-100.0,-100.0
69402,-100.0,-100.0,-100.0
69419,-100.0,-100.0,-100.0
69440,-100.0,-100.0,-100.0
69455,-100.0,-100.0,-100.0
69471,-100.0,-100.0,-100.0
69477,-100.0,-100.0,-100.0
69495,-100.0,-100.0,-100.0
69512,-100.0,-100.0,-100.0
69535,-100.0,-100.0,-100.0
69550,-100.0,-100.0,-100.0
69564,-100.0,-100.0,-100.0
69582,-100.0,-100.0,-100.0
69600,-100.0,-100.0,-100.0
69619,-100.0,-100.0,-100.0
69633,-100.0,-100.0,-100.0
69649,-100.0,-100.0,-100.0
69671,-100.0,-100.0,-100.0
69676,-100.0,-100.0,-100.0
69695,-100.0,-100.0,-100.0
69712,-100.0,-100.0,-100.0
69729,-100.0,-100.0,-100.0
69747,-100.0,-100.0,-100.0
69764,-100.0,-100.0,-100.0
69783,-100.0,-100.0,-100.0
69797,-100.0,-100.0,-100.0
69817,-100.0,-100.0,-100.0
69835,-100.0,-100.0,-100.0
69851,-100.0,-100.0,-100.0
69869,-100.0,-100.0,-100.0
69887,-100.0,-100.0,-100.0
69892,-100.0,-100.0,-100.0
69913,-100.0,-100.0,-100.0
69928,-100.0,-100.0,-100.0
69947,-100.0,-100.0,-100.0
69963,-100.0,-100.0,-100.0
69981,-100.0,-100.0,-100.0
70000,-100.0,-100.0,-100.0
70016,-100.0,-100.0,-100.0
70033,-100.0,-100.0,-100.0
70051,-100.0,-100.0,-100.0
70069,-100.0,-100.0,-100.0
70086,-100.0,-100.0,-100.0
70093,-100.0,-100.0,-100.0
70110,-100.0,-100.0,-100.0
70127,-100.0,-100.0,-100.0
70147,-100.0,-100.0,-100.0
70164,-100.0,-100.0,-100.0
70180,-100.0,-100.0,-100.0
70198,-100.0,-100.0,-100.0
70216,-100.0,-100.0,-100.0
70232,-100.0,-100.0,-100.0
70251,-100.0,-100.0,-100.0
70268,-100.0,-100.0,-100.0
70285,-100.0,-100.0,-100.0
70303,-100.0,-100.0,-100.0
70320,-100.0,-100.0,-100.0
70328,-100.0,-100.0,-100.0
70344,-100.0,-100.0,-100.0
70363,-100.0,-100.0,-100.0
70381,-100.0,-100.0,-100.0
70397,-100.0,-100.0,-100.0
70414,-100.0,-100.0,-100.0
70432,-100.0,-100.0,-100.0
70451,-100.0,-100.0,-100.0
70468,-100.0,-100.0,-100.0
70483,-100.0,-100.0,-100.0
70503,-100.0,-100.0,-100.0
70523,-100.0,-100.0,-100.0
70528,-100.0,-100.0,-100.0
70547,-100.0,-100.0,-100.0
70565,-100.0,-100.0,-100.0
70580,-100.0,-100.0,-100.0
70611,-100.0,-100.0,-100.0
70626,-100.0,-100.0,-100.0
70661,-100.0,-100.0,-100.0
70679,-100.0,-100.0,-100.0
70696,-100.0,-100.0,-100.0
70710,-100.0,-100.0,-100.0
70734,-100.0,-100.0,-100.0
70753,-100.0,-100.0,-100.0
70771,-100.0,-100.0,-100.0
70788,-100.0,-100.0,-100.0
70813,-100.0,-100.0,-100.0
70823,-100.0,-100.0,-100.0
70863,-100.0,-100.0,-100.0
70879,-100.0,-100.0,-100.0
70923,-100.0,-100.0,-100.0
70943,-100.0,-100.0,-100.0
71033,-100.0,-100.0,-100.0
71073,-100.0,-100.0,-100.0
71088,-100.0,-100.0,-100.0
71102,-100.0,-100.0,-100.0
71118,-100.0,-100.0,-100.0
71135,-100.0,-100.0,-100.0
71152,-100.0,-100.0,-100.0
71172,-100.0,-100.0,-100.0
71176,-100.0,-100.0,-100.0
71195,-100.0,-100.0,-100.0
71214,-100.0,-100.0,-100.0
71229,-100.0,-100.0,-100.0
71247,-100.0,-100.0,-100.0
71265,-100.0,-100.0,-100.0
71284,-100.0,-100.0,-100.0
71308,-100.0,-100.0,-100.0
71318,-100.0,-100.0,-100.0
71334,-100.0,-100.0,-100.0
71352,-100.0,-100.0,-100.0
71369,-100.0,-100.0,-100.0
71377,-100.0,-100.0,-100.0
71394,-100.0,-100.0,-100.0
71412,-100.0,-100.0,-100.0
71430,-100.0,-100.0,-100.0
71446,-100.0,-100.0,-100.0
71465,-100.0,-100.0,-100.0
71482,-100.0,-100.0,-100.0
71500,-100.0,-100.0,-100.0
71517,-100.0,-100.0,-100.0
71533,-100.0,-100.0,-100.0
71553,-100.0,-100.0,-100.0
71569,-100.0,-100.0,-100.0
71587,-100.0,-100.0,-100.0
71603,-100.0,-100.0,-100.0
71611,-100.0,-100.0,-100.0
71628,-100.0,-100.0,-100.0
71646,-100.0,-100.0,-100.0
71665,-100.0,-100.0,-100.0
71680,-100.0,-100.0,-100.0
71698,-100.0,-100.0,-100.0
71717,-100.0,-100.0,-100.0
71733,-100.0,-100.0,-100.0
71751,-100.0,-100.0,-100.0
71769,-100.0,-100.0,-100.0
71785,-100.0,-100.0,-100.0
71804,-100.0,-100.0,-100.0
71811,-100.0,-100.0,-100.0
71828,-100.0,-100.0,-100.0
71845,-100.0,-100.0,-100.0
71863,-100.0,-100.0,-100.0
71880,-100.0,-100.0,-100.0
71897,-100.0,-100.0,-100.0
71916,-100.0,-100.0,-100.0
71933,-100.0,-100.0,-100.0
71950,-100.0,-100.0,-100.0
71969,-100.0,-100.0,-100.0
71984,-100.0,-100.0,-100.0
72020,-100.0,-100.0,-100.0
72027,-100.0,-100.0,-100.0
72045,-100.0,-100.0,-100.0
72062,-100.0,-100.0,-100.0
72078,-100.0,-100.0,-100.0
72097,-100.0,-100.0,-100.0
72115,-100.0,-100.0,-100.0
72131,-100.0,-100.0,-100.0
72150,-100.0,-100.0,-100.0
72167,-100.0,-100.0,-100.0
72184,-100.0,-100.0,-100.0
72201,-100.0,-100.0,-100.0
72220,-100.0,-100.0,-100.0
72226,-100.0,-100.0,-100.0
72243,-100.0,-100.0,-100.0
72261,-100.0,-100.0,-100.0
72278,-100.0,-100.0,-100.0
72296,-100.0,-100.0,-100.0
72314,-100.0,-100.0,-100.0
72331,-100.0,-100.0,-100.0
72348,-100.0,-100.0,-100.0
72365,-100.0,-100.0,-100.0
72384,-100.0,-100.0,-100.0
72401,-100.0,-100.0,-100.0
72418,-100.0,-100.0,-100.0
72435,-100.0,-100.0,-100.0
72454,-100.0,-100.0,-100.0
72459,-100.0,-100.0,-100.0
72496,-100.0,-100.0,-100.0
72512,-100.0,-100.0,-100.0
72530,-100.0,-100.0,-100.0
72547,-100.0,-100.0,-100.0
72564,-100.0,-100.0,-100.0
72581,-100.0,-100.0,-100.0
72600,-100.0,-100.0,-100.0
72616,-100.0,-100.0,-100.0
72634,-100.0,-100.0,-100.0
72653,-100.0,-100.0,-100.0
72658,-100.0,-100.0,-100.0
72676,-100.0,-100.0,-100.0
72695,-100.0,-100.0,-100.0
72711,-100.0,-100.0,-100.0
82131,-100.0,-100.0,-100.0
82160,-100.0,-100.0,-100.0
82211,-100.0,-100.0,-100.0
82238,-100.0,-100.0,-100.0
82263,-100.0,-100.0,-100.0
82317,-100.0,-100.0,-100.0
82332,-100.0,-100.0,-100.0
82358,-100.0,-100.0,-100.0
82384,-100.0,-100.0,-100.0
82411,-100.0,-100.0,-100.0
82438,-100.0,-100.0,-100.0
82516,-100.0,-100.0,-100.0
82532,-100.0,-100.0,-100.0
82583,-100.0,-100.0,-100.0
82611,-100.0,-100.0,-100.0
82689,-100.0,-100.0,-100.0
82717,-100.0,-100.0,-100.0
82742,-100.0,-100.0,-100.0
82757,-100.0,-100.0,-100.0
82863,-100.0,-100.0,-100.0
82889,-100.0,-100.0,-100.0
82916,-100.0,-100.0,-100.0
82942,-100.0,-100.0,-100.0
82957,-100.0,-100.0,-100.0
83062,-100.0,-100.0,-100.0
83089,-100.0,-100.0,-100.0
83115,-100.0,-100.0,-100.0
83142,-100.0,-100.0,-100.0
83634,-100.0,-100.0,-100.0
83663,-100.0,-100.0,-100.0
83731,-100.0,-100.0,-100.0
83765,-100.0,-100.0,-100.0
83861,-100.0,-100.0,-100.0
83888,-100.0,-100.0,-100.0
83918,-100.0,-100.0,-100.0
84564,-100.0,-100.0,-100.0
84592,-100.0,-100.0,-100.0
84686,-100.0,-100.0,-100.0
84712,-100.0,-100.0,-100.0
84739,-100.0,-100.0,-100.0
84764,-100.0,-100.0,-100.0
84791,-100.0,-100.0,-100.0
84870,-100.0,-100.0,-100.0
84886,-100.0,-100.0,-100.0
84912,-100.0,-100.0,-100.0
84940,-100.0,-100.0,-100.0
85068,-100.0,-100.0,-100.0
85085,-100.0,-100.0,-100.0
85111,-100.0,-100.0,-100.0
85136,-100.0,-100.0,-100.0
85215,-100.0,-100.0,-100.0
85242,-100.0,-100.0,-100.0
85267,-100.0,-100.0,-100.0
85295,-100.0,-100.0,-100.0
85311,-100.0,-100.0,-100.0
85338,-100.0,-100.0,-100.0
85415,-100.0,-100.0,-100.0
85442,-100.0,-100.0,-100.0
85467,-100.0,-100.0,-100.0
85493,-100.0,-100.0,-100.0
85510,-100.0,-100.0,-100.0
85588,-100.0,-100.0,-100.0
85617,-100.0,-100.0,-100.0
85641,-100.0,-100.0,-100.0
85668,-100.0,-100.0,-100.0
85694,-100.0,-100.0,-100.0
85719,-100.0,-100.0,-100.0
85788,-100.0,-100.0,-100.0
85815,-100.0,-100.0,-100.0
85843,-100.0,-100.0,-100.0
85867,-100.0,-100.0,-100.0
86465,-100.0,-100.0,-100.0
86495,-100.0,-100.0,-100.0
86518,-100.0,-100.0,-100.0
86545,-100.0,-100.0,-100.0
86571,-100.0,-100.0,-100.0
86586,-100.0,-100.0,-100.0
86613,-100.0,-100.0,-100.0
86718,-100.0,-100.0,-100.0
86745,-100.0,-100.0,-100.0
86797,-100.0,-100.0,-100.0
86891,-100.0,-100.0,-100.0
86921,-100.0,-100.0,-100.0
86970,-100.0,-100.0,-100.0
86996,-100.0,-100.0,-100.0
87013,-100.0,-100.0,-100.0
87120,-100.0,-100.0,-100.0
87145,-100.0,-100.0,-100.0
87170,-100.0,-100.0,-100.0
87200,-100.0,-100.0,-100.0
87291,-100.0,-100.0,-100.0
87324,-100.0,-100.0,-100.0
87371,-100.0,-100.0,-100.0
87398,-100.0,-100.0,-100.0
87490,-100.0,-100.0,-100.0
87517,-100.0,-100.0,-100.0
87548,-100.0,-100.0,-100.0
87571,-100.0,-100.0,-100.0
87664,-100.0,-100.0,-100.0
87694,-100.0,-100.0,-100.0
87741,-100.0,-100.0,-100.0
87756,-100.0,-100.0,-100.0
87770,-100.0,-100.0,-100.0
87772,-100.0,-100.0,-100.0
87777,-100.0,-100.0,-100.0
87795,-100.0,-100.0,-100.0
87807,-100.0,-100.0,-100.0
87811,-100.0,-100.0,-100.0
87824,-100.0,-100.0,-100.0
87827,-100.0,-100.0,-100.0
87843,-100.0,-100.0,-100.0
87847,-100.0,-100.0,-100.0
87861,-100.0,-100.0,-100.0
87863,-100.0,-100.0,-100.0
87873,-100.0,-100.0,-100.0
87877,-100.0,-100.0,-100.0
87879,-100.0,-100.0,-100.0
87890,-100.0,-100.0,-100.0
87895,-100.0,-100.0,-100.0
87898,-100.0,-100.0,-100.0
87913,-100.0,-100.0,-100.0
87915,-100.0,-100.0,-100.0
87930,-100.0,-100.0,-100.0
87933,-100.0,-100.0,-100.0
87937,-100.0,-100.0,-100.0
87940,-100.0,-100.0,-100.0
87942,-100.0,-100.0,-100.0
87954,-100.0,-100.0,-100.0
87958,-100.0,-100.0,-100.0
87969,-100.0,-100.0,-100.0
87972,-100.0,-100.0,-100.0
87975,-100.0,-100.0,-100.0
87989,-100.0,-100.0,-100.0
87992,-100.0,-100.0,-100.0
87995,-100.0,-100.0,-100.0
88007,-100.0,-100.0,-100.0
88010,-100.0,-100.0,-100.0
88025,-100.0,-100.0,-100.0
88029,-100.0,-100.0,-100.0
88042,-100.0,-100.0,-100.0
88046,-100.0,-100.0,-100.0
88059,-100.0,-100.0,-100.0
88063,-100.0,-100.0,-100.0
88073,-100.0,-100.0,-100.0
88077,-100.0,-100.0,-100.0
88080,-100.0,-100.0,-100.0
88092,-100.0,-100.0,-100.0
88094,-100.0,-100.0,-100.0
88097,-100.0,-100.0,-100.0
88112,-100.0,-100.0,-100.0
88115,-100.0,-100.0,-100.0
88120,-100.0,-100.0,-100.0
88130,-100.0,-100.0,-100.0
88133,-100.0,-100.0,-100.0
88137,-100.0,-100.0,-100.0
88140,-100.0,-100.0,-100.0
88141,-100.0,-100.0,-100.0
88153,-100.0,-100.0,-100.0
88156,-100.0,-100.0,-100.0
88168,-100.0,-100.0,-100.0
88171,-100.0,-100.0,-100.0
88174,-100.0,-100.0,-100.0
88189,-100.0,-100.0,-100.0
88193,-100.0,-100.0,-100.0
88206,-100.0,-100.0,-100.0
88210,-100.0,-100.0,-100.0
88224,-100.0,-100.0,-100.0
88227,-100.0,-100.0,-100.0
88241,-100.0,-100.0,-100.0
88245,-100.0,-100.0,-100.0
88258,-100.0,-100.0,-100.0
88261,-100.0,-100.0,-100.0
88273,-100.0,-100.0,-100.0
88277,-100.0,-100.0,-100.0
88280,-100.0,-100.0,-100.0
88291,-100.0,-100.0,-100.0
88294,-100.0,-100.0,-100.0
88298,-100.0,-100.0,-100.0
88312,-100.0,-100.0,-100.0
88315,-100.0,-100.0,-100.0
88328,-100.0,-100.0,-100.0
88332,-100.0,-100.0,-100.0
88340,-100.0,-100.0,-100.0
88347,-100.0,-100.0,-100.0
88352,-100.0,-100.0,-100.0
88364,-100.0,-100.0,-100.0
88367,-100.0,-100.0,-100.0
88371,-100.0,-100.0,-100.0
88446,-100.0,-100.0,-100.0
88473,-100.0,-100.0,-100.0
88499,-100.0,-100.0,-100.0
88513,-100.0,-100.0,-100.0
88541,-100.0,-100.0,-100.0
88645,-100.0,-100.0,-100.0
88674,-100.0,-100.0,-100.0
88724,-100.0,-100.0,-100.0
88741,-100.0,-100.0,-100.0
88844,-100.0,-100.0,-100.0
88874,-100.0,-100.0,-100.0
88924,-100.0,-100.0,-100.0
88940,-100.0,-100.0,-100.0
89044,-100.0,-100.0,-100.0
89076,-100.0,-100.0,-100.0
89099,-100.0,-100.0,-100.0
89124,-100.0,-100.0,-100.0
89149,-100.0,-100.0,-100.0
89247,-100.0,-100.0,-100.0
89272,-100.0,-100.0,-100.0
89298,-100.0,-100.0,-100.0
89324,-100.0,-100.0,-100.0
89349,-100.0,-100.0,-100.0
92751,-100.0,-100.0,-100.0
92769,-100.0,-100.0,-100.0
92771,-100.0,-100.0,-100.0
92786,-100.0,-100.0,-100.0
92789,-100.0,-100.0,-100.0
92803,-100.0,-100.0,-100.0
92806,-100.0,-100.0,-100.0
92838,-100.0,-100.0,-100.0
92840,-100.0,-100.0,-100.0
92846,-100.0,-100.0,-100.0
92848,-100.0,-100.0,-100.0
92863,-100.0,-100.0,-100.0
92865,-100.0,-100.0,-100.0
92881,-100.0,-100.0,-100.0
92883,-100.0,-100.0,-100.0
92899,-100.0,-100.0,-100.0
92901,-100.0,-100.0,-100.0
92915,-100.0,-100.0,-100.0
92918,-100.0,-100.0,-100.0
92933,-100.0,-100.0,-100.0
97279,-100.0,-100.0,-100.0
97296,-100.0,-100.0,-100.0
97299,-100.0,-100.0,-100.0
97313,-100.0,-100.0,-100.0
97317,-100.0,-100.0,-100.0
97330,-100.0,-100.0,-100.0
97338,-100.0,-100.0,-100.0
97340,-100.0,-100.0,-100.0
97355,-100.0,-100.0,-100.0
97357,-100.0,-100.0,-100.0
97373,-100.0,-100.0,-100.0
97378,-100.0,-100.0,-100.0
97391,-100.0,-100.0,-100.0
97394,-100.0,-100.0,-100.0
97408,-100.0,-100.0,-100.0
97410,-100.0,-100.0,-100.0
97424,-100.0,-100.0,-100.0
97427,-100.0,-100.0,-100.0
97443,-100.0,-100.0,-100.0
97445,-100.0,-100.0,-100.0
97460,-100.0,-100.0,-100.0
97462,-100.0,-100.0,-100.0
97477,-100.0,-100.0,-100.0
97481,-100.0,-100.0,-100.0
97496,-100.0,-100.0,-100.0
97499,-100.0,-100.0,-100.0
97513,-100.0,-100.0,-100.0
97516,-100.0,-100.0,-100.0
97530,-100.0,-100.0,-100.0
116594,-100.0,-100.0,-100.0
116611,-100.0,-100.0,-100.0
116614,-100.0,-100.0,-100.0
116645,-100.0,-100.0,-100.0
116649,-100.0,-100.0,-100.0
116662,-100.0,-100.0,-100.0
116666,-100.0,-100.0,-100.0
116698,-100.0,-100.0,-100.0
116701,-100.0,-100.0,-100.0
116716,-100.0,-100.0,-100.0
116719,-100.0,-100.0,-100.0
116731,-100.0,-100.0,-100.0
116736,-100.0,-100.0,-100.0
116750,-100.0,-100.0,-100.0
116754,-100.0,-100.0,-100.0
116757,-100.0,-100.0,-100.0
116761,-100.0,-100.0,-100.0
116775,-100.0,-100.0,-100.0
116778,-100.0,-100.0,-100.0
116792,-100.0,-100.0,-100.0
116795,-100.0,-100.0,-100.0
116811,-100.0,-100.0,-100.0
116814,-100.0,-100.0,-100.0
116827,-100.0,-100.0,-100.0
116831,-100.0,-100.0,-100.0
116845,-100.0,-100.0,-100.0
116853,-100.0,-100.0,-100.0
116863,-100.0,-100.0,-100.0
116870,-100.0,-100.0,-100.0
116897,-100.0,-100.0,-100.0
116903,-100.0,-100.0,-100.0
116916,-100.0,-100.0,-100.0
116925,-100.0,-100.0,-100.0
116950,-100.0,-100.0,-100.0
116958,-100.0,-100.0,-100.0
116975,-100.0,-100.0,-100.0
116980,-100.0,-100.0,-100.0
116991,-100.0,-100.0,-100.0
116996,-100.0,-100.0,-100.0
117009,-100.0,-100.0,-100.0
117014,-100.0,-100.0,-100.0
117027,-100.0,-100.0,-100.0
117031,-100.0,-100.0,-100.0
117045,-100.0,-100.0,-100.0
117049,-100.0,-100.0,-100.0
117062,-100.0,-100.0,-100.0
117065,-100.0,-100.0,-100.0
117080,-100.0,-100.0,-100.0
117086,-100.0,-100.0,-100.0
117097,-100.0,-100.0,-100.0
117102,-100.0,-100.0,-100.0
117113,-100.0,-100.0,-100.0
117119,-100.0,-100.0,-100.0
117132,-100.0,-100.0,-100.0
117135,-100.0,-100.0,-100.0
117150,-100.0,-100.0,-100.0
117154,-100.0,-100.0,-100.0
117167,-100.0,-100.0,-100.0
117170,-100.0,-100.0,-100.0
117174,-100.0,-100.0,-100.0
117177,-100.0,-100.0,-100.0
117191,-100.0,-100.0,-100.0
117195,-100.0,-100.0,-100.0
117208,-100.0,-100.0,-100.0
117211,-100.0,-100.0,-100.0
117227,-100.0,-100.0,-100.0
117231,-100.0,-100.0,-100.0
117245,-100.0,-100.0,-100.0
117249,-100.0,-100.0,-100.0
117261,-100.0,-100.0,-100.0
117266,-100.0,-100.0,-100.0
117280,-100.0,-100.0,-100.0
117284,-100.0,-100.0,-100.0
117297,-100.0,-100.0,-100.0
117301,-100.0,-100.0,-100.0
117314,-100.0,-100.0,-100.0
117318,-100.0,-100.0,-100.0
117332,-100.0,-100.0,-100.0
117336,-100.0,-100.0,-100.0
117350,-100.0,-100.0,-100.0
117355,-100.0,-100.0,-100.0
117367,-100.0,-100.0,-100.0
117371,-100.0,-100.0,-100.0
117385,-100.0,-100.0,-100.0
117389,-100.0,-100.0,-100.0
117402,-100.0,-100.0,-100.0
117405,-100.0,-100.0,-100.0
117409,-100.0,-100.0,-100.0
117412,-100.0,-100.0,-100.0
117427,-100.0,-100.0,-100.0
117430,-100.0,-100.0,-100.0
117445,-100.0,-100.0,-100.0
117449,-100.0,-100.0,-100.0
117462,-100.0,-100.0,-100.0
117469,-100.0,-100.0,-100.0
117479,-100.0,-100.0,-100.0
117485,-100.0,-100.0,-100.0
117496,-100.0,-100.0,-100.0
117500,-100.0,-100.0,-100.0
117514,-100.0,-100.0,-100.0
117518,-100.0,-100.0,-100.0
117532,-100.0,-100.0,-100.0
117536,-100.0,-100.0,-100.0
117549,-100.0,-100.0,-100.0
117554,-100.0,-100.0,-100.0
117567,-100.0,-100.0,-100.0
117572,-100.0,-100.0,-100.0
117584,-100.0,-100.0,-100.0
117589,-100.0,-100.0,-100.0
117602,-100.0,-100.0,-100.0
117606,-100.0,-100.0,-100.0
117608,-100.0,-100.0,-100.0
117614,-100.0,-100.0,-100.0
117645,-100.0,-100.0,-100.0
135404,-100.0,-100.0,-100.0
135424,-100.0,-100.0,-100.0
135451,-100.0,-100.0,-100.0
135471,-100.0,-100.0,-100.0
135492,-100.0,-100.0,-100.0
135509,-100.0,-100.0,-100.0
135528,-100.0,-100.0,-100.0
135546,-100.0,-100.0,-100.0
135566,-100.0,-100.0,-100.0
135591,-100.0,-100.0,-100.0
135605,-100.0,-100.0,-100.0
135620,-100.0,-100.0,-100.0
135639,-100.0,-100.0,-100.0
135656,-100.0,-100.0,-100.0
135673,-100.0,-100.0,-100.0
135692,-100.0,-100.0,-100.0
135710,-100.0,-100.0,-100.0
135728,-100.0,-100.0,-100.0
135745,-100.0,-100.0,-100.0
135762,-100.0,-100.0,-100.0
135779,-100.0,-100.0,-100.0
135797,-100.0,-100.0,-100.0
135806,-100.0,-100.0,-100.0
135822,-100.0,-100.0,-100.0
135838,-100.0,-100.0,-100.0
135857,-100.0,-100.0,-100.0
135874,-100.0,-100.0,-100.0
135892,-100.0,-100.0,-100.0
135908,-100.0,-100.0,-100.0
135927,-100.0,-100.0,-100.0
135944,-100.0,-100.0,-100.0
135961,-100.0,-100.0,-100.0
135979,-100.0,-100.0,-100.0
135996,-100.0,-100.0,-100.0
136014,-100.0,-100.0,-100.0
136022,-100.0,-100.0,-100.0
136037,-100.0,-100.0,-100.0
136057,-100.0,-100.0,-100.0
136071,-100.0,-100.0,-100.0
136091,-100.0,-100.0,-100.0
136109,-100.0,-100.0,-100.0
136125,-100.0,-100.0,-100.0
136143,-100.0,-100.0,-100.0
136161,-100.0,-100.0,-100.0
136178,-100.0,-100.0,-100.0
136197,-100.0,-100.0,-100.0
136214,-100.0,-100.0,-100.0
136230,-100.0,-100.0,-100.0
136237,-100.0,-100.0,-100.0
136256,-100.0,-100.0,-100.0
136273,-100.0,-100.0,-100.0
136289,-100.0,-100.0,-100.0
136310,-100.0,-100.0,-100.0
136324,-100.0,-100.0,-100.0
136342,-100.0,-100.0,-100.0
136361,-100.0,-100.0,-100.0
136377,-100.0,-100.0,-100.0
136395,-100.0,-100.0,-100.0
136412,-100.0,-100.0,-100.0
136429,-100.0,-100.0,-100.0
136449,-100.0,-100.0,-100.0
136458,-100.0,-100.0,-100.0
136473,-100.0,-100.0,-100.0
136488,-100.0,-100.0,-100.0
136506,-100.0,-100.0,-100.0
136536,-100.0,-100.0,-100.0
136548,-100.0,-100.0,-100.0
136563,-100.0,-100.0,-100.0
136595,-100.0,-100.0,-100.0
136612,-100.0,-100.0,-100.0
136647,-100.0,-100.0,-100.0
136658,-100.0,-100.0,-100.0
136681,-100.0,-100.0,-100.0
136700,-100.0,-100.0,-100.0
136707,-100.0,-100.0,-100.0
136732,-100.0,-100.0,-100.0
136741,-100.0,-100.0,-100.0
136834,-100.0,-100.0,-100.0
136846,-100.0,-100.0,-100.0
136871,-100.0,-100.0,-100.0
136882,-100.0,-100.0,-100.0
136887,-100.0,-100.0,-100.0
136906,-100.0,-100.0,-100.0
136922,-100.0,-100.0,-100.0
136941,-100.0,-100.0,-100.0
136957,-100.0,-100.0,-100.0
136975,-100.0,-100.0,-100.0
136992,-100.0,-100.0,-100.0
137010,-100.0,-100.0,-100.0
137028,-100.0,-100.0,-100.0
137044,-100.0,-100.0,-100.0
137064,-100.0,-100.0,-100.0
137079,-100.0,-100.0,-100.0
137087,-100.0,-100.0,-100.0
137106,-100.0,-100.0,-100.0
137121,-100.0,-100.0,-100.0
137139,-100.0,-100.0,-100.0
137158,-100.0,-100.0,-100.0
137174,-100.0,-100.0,-100.0
137192,-100.0,-100.0,-100.0
137210,-100.0,-100.0,-100.0
137228,-100.0,-100.0,-100.0
137244,-100.0,-100.0,-100.0
137262,-100.0,-100.0,-100.0
137280,-100.0,-100.0,-100.0
137297,-100.0,-100.0,-100.0
137305,-100.0,-100.0,-100.0
