,AZSSG2REHDX18,ASEW6NZHLI41K,ACBG07QLGIDP0,AYYSG3O9FNU15,AJE5OG666CBAC,A1XY2JMPVJCF4,A5XU9JZ5IHLA1,ACM1CEGHXTKZP
535383,15.0,-100.0,-1.5,-99.0,,75.0,32.0,1.0
535397,15.0,-100.0,-1.625,-99.0,,75.0,32.0,1.0
535399,15.0,-100.0,-1.75,-99.0,,75.0,32.0,1.0
535400,15.0,-100.0,-1.875,-99.0,,74.66666666666667,32.0,1.0
535402,15.0,-100.0,-2.0,-99.0,,74.33333333333333,32.0,1.0
535414,15.0,-100.0,-2.0,-99.0,,74.0,32.0,1.0
535416,15.0,-100.0,-2.0,-99.0,,74.0,32.0,1.0
535417,15.0,-100.0,-2.0,-99.0,,74.0,32.0,1.0
535430,15.0,-100.0,-2.0,-99.0,,73.5,32.0,1.0
535431,15.0,-100.0,-2.0,-99.0,,73.0,32.0,1.0
535433,15.0,-100.0,-2.0,-99.0,,73.0,32.0,1.0
535447,15.0,-100.0,-2.0,-99.0,,72.0,32.0,1.0
535450,15.0,-100.0,-2.0,-99.0,,72.0,32.0,1.0
535451,15.0,-100.0,-2.0,-99.0,,72.0,32.0,1.0
535464,15.0,-100.0,-2.0,-99.0,,71.0,32.0,1.0
535466,15.0,-100.0,-2.0,-99.0,,71.0,32.0,1.0
535467,15.0,-100.0,-2.0,-99.0,,71.0,32.0,1.0
535480,15.0,-100.0,-2.0,-99.0,,70.5,32.0,1.0
535481,15.0,-100.0,-2.0,-99.0,,70.0,32.0,1.0
535483,15.0,-100.0,-2.0,-99.0,,70.0,32.0,1.0
535484,15.0,-100.0,-2.0,-99.0,,70.0,32.0,1.0
535496,15.0,-100.0,-2.0,-99.0,,69.6,32.0,1.0
535497,15.0,-100.0,-2.1,-99.0,,69.2,32.0,1.0
535502,15.0,-100.0,-2.2,-99.0,,68.8,32.0,1.0
535514,15.0,-100.0,-2.3,-99.0,,68.4,32.0,1.0
535515,15.0,-100.0,-2.4,-99.0,,68.0,32.0,1.0
535517,15.0,-100.0,-2.5,-99.0,,68.0,32.0,1.0
535531,15.0,-100.0,-2.6,-99.0,,68.0,32.0,1.0
535534,15.0,-100.0,-2.7,-99.0,,68.0,32.0,1.0
535547,15.0,-100.0,-2.8,-99.0,,68.0,32.0,1.0
535549,15.0,-100.0,-2.9,-99.0,,68.0,32.0,1.0
535563,15.0,-100.0,-3.0,-99.0,,68.0,32.0,1.0
535564,15.0,-100.0,-3.125,-99.0,,68.0,32.0,1.0
535568,15.0,-100.0,-3.25,-99.0,,68.0,32.0,1.0
535580,15.0,-100.0,-3.375,-99.0,,68.0,32.0,1.0
535583,15.0,-100.0,-3.5,-99.0,,68.0,32.0,1.0
535597,15.0,-100.0,-3.625,-99.0,,68.0,32.0,1.0
535600,15.0,-100.0,-3.75,-99.0,,68.0,32.0,1.0
535614,15.0,-100.0,-3.875,-99.0,,68.0,32.0,1.0
535616,15.0,-100.0,-4.0,-99.0,,68.0,32.0,1.0
535631,15.0,-100.0,-4.2,-99.0,,68.0,32.0,1.0
535633,15.0,-100.0,-4.4,-99.0,,68.0,32.0,1.0
535647,15.0,-100.0,-4.6,-99.0,,68.0,32.0,1.0
535650,15.0,-100.0,-4.8,-99.0,,68.0,32.0,1.0
535651,15.0,-100.0,-5.0,-99.0,,68.0,32.0,1.0
535664,15.0,-100.0,-5.0,-99.0,,68.0,32.0,1.0
535666,15.0,-100.0,-5.0,-99.0,,68.0,32.0,1.0
535680,15.0,-100.0,-5.0,-99.0,,68.0,32.0,1.0
535683,15.0,-100.0,-5.0,-99.0,,68.0,32.0,1.0
535694,15.0,-100.0,-5.0,-99.0,,68.0,32.0,1.0
535697,15.0,-100.0,-5.333333333333333,-99.0,,68.0,32.0,1.0
535700,15.0,-100.0,-5.666666666666667,-99.0,,68.0,32.0,1.0
535712,15.0,-100.0,-6.0,-99.0,,68.0,32.0,1.0
535714,15.0,-100.0,-6.0,-99.0,,68.0,32.0,1.0
535717,15.0,-100.0,-6.0,-99.0,,68.0,32.0,1.0
535732,15.0,-100.0,-6.0,-99.0,,67.0,32.0,1.0
535735,15.0,-100.0,-6.0,-99.0,,67.0,32.0,1.0
535739,15.0,-100.0,-6.0,-99.0,,66.5,32.0,1.0
535751,15.0,-100.0,-7.0,-99.0,,66.0,32.0,1.0
535754,15.0,-100.0,-7.0,-99.0,,66.0,32.0,1.0
535766,15.0,-100.0,-7.0,-99.0,,65.0,32.0,1.0
535769,15.0,-100.0,-7.0,-99.0,,65.0,32.0,1.0
535787,15.0,-100.0,-7.0,-99.0,,64.0,32.0,1.0
535799,15.0,-100.0,-7.5,-99.0,,63.0,32.0,1.0
535800,15.0,-100.0,-8.0,-99.0,,63.0,32.0,1.0
535802,15.0,-100.0,-8.0,-99.0,,63.0,32.0,1.0
535816,15.0,-100.0,-8.0,-99.0,,62.0,32.0,1.0
535819,15.0,-100.0,-8.0,-99.0,,62.0,32.0,1.0
535835,15.0,-100.0,-8.0,-99.0,,61.0,32.0,1.0
535837,15.0,-100.0,-8.0,-99.0,,61.0,32.0,1.0
535840,15.0,-100.0,-8.0,-99.0,,60.5,32.0,1.0
535850,15.0,-100.0,-8.5,-99.0,,60.0,32.0,1.0
535854,15.0,-100.0,-9.0,-99.0,,60.0,32.0,1.0
535888,15.0,-100.0,-9.0,-99.0,,60.0,32.0,1.0
535902,15.0,-100.0,-10.0,-99.0,,60.0,32.0,1.0
535935,15.0,-100.0,-10.0,-99.0,,60.0,32.0,1.0
535960,15.0,-100.0,-11.0,-99.0,,60.0,32.0,1.0
535968,15.0,-100.0,-11.0,-99.0,,60.0,32.0,1.0
535981,15.0,-100.0,-11.0,-99.0,,59.5,32.0,1.0
535985,15.0,-100.0,-11.333333333333334,-99.0,,59.0,32.0,1.0
535988,15.0,-100.0,-11.666666666666666,-99.0,,59.0,32.0,1.0
535997,15.0,-100.0,-12.0,-99.0,,58.5,32.0,1.0
536002,15.0,-100.0,-12.0,-99.0,,58.0,32.0,1.0
536005,15.0,-100.0,-12.0,-99.0,,58.0,32.0,1.0
536017,15.0,-100.0,-12.0,-99.0,,57.0,32.0,1.0
536021,15.0,-100.0,-12.0,-99.0,,57.0,32.0,1.0
536034,15.0,-100.0,-12.0,-99.0,,56.0,32.0,1.0
536037,15.0,-100.0,-12.5,-99.0,,56.0,32.0,1.0
536047,15.0,-100.0,-13.0,-99.0,,55.5,32.0,1.0
536051,15.0,-100.0,-13.0,-99.0,,55.0,32.0,1.0
536075,15.0,-100.0,-13.0,-99.0,,55.0,32.0,1.0
536085,15.0,-100.0,-14.0,-99.0,,55.0,32.0,1.0
536122,15.0,-100.0,-14.0,-99.0,,55.0,32.0,1.0
536133,15.0,-100.0,-15.0,-99.0,,55.0,32.0,1.0
536164,15.0,-100.0,-15.0,-99.0,,55.0,32.0,1.0
536180,15.0,-100.0,-16.0,-99.0,,55.0,32.0,1.0
536210,15.0,-100.0,-16.0,-99.0,,55.0,32.0,1.0
536225,15.0,-100.0,-17.0,-99.0,,55.0,32.0,1.0
536246,15.0,-100.0,-17.0,-99.0,,55.0,32.0,1.0
536253,15.0,-100.0,-17.5,-99.0,,55.0,32.0,1.0
536267,15.0,-100.0,-18.0,-99.0,,54.5,32.0,1.0
536269,15.0,-100.0,-18.0,-99.0,,54.0,32.0,1.0
536273,15.0,-100.0,-18.0,-99.0,,54.0,32.0,1.0
536286,15.0,-100.0,-18.0,-99.0,,53.0,32.0,1.0
536289,15.0,-100.0,-18.0,-99.0,,53.0,32.0,1.0
536297,15.0,-100.0,-18.0,-99.0,,52.5,32.0,1.0
536303,15.0,-100.0,-18.333333333333332,-99.0,,52.0,32.0,1.0
536305,15.0,-100.0,-18.666666666666668,-99.0,,52.0,32.0,1.0
536314,15.0,-100.0,-19.0,-99.0,,51.5,32.0,1.0
536319,15.0,-100.0,-19.0,-99.0,,51.0,32.0,1.0
536322,15.0,-100.0,-19.0,-99.0,,51.0,32.0,1.0
536338,15.0,-100.0,-19.0,-99.0,,49.0,32.0,1.0
536346,15.0,-100.0,-19.0,-99.0,,49.0,32.0,1.0
536359,15.0,-100.0,-20.0,-99.0,,49.0,32.0,1.0
536391,15.0,-100.0,-20.0,-99.0,,49.0,32.0,1.0
536401,15.0,-100.0,-21.0,-99.0,,49.0,32.0,1.0
536434,15.0,-100.0,-21.0,-99.0,,49.0,32.0,1.0
536437,15.0,-100.0,-21.0,-99.0,,49.0,31.666666666666668,1.0
536448,15.0,-100.0,-22.0,-99.0,,49.0,31.333333333333332,1.0
536451,15.0,-100.0,-22.0,-99.0,,49.0,31.0,1.0
536467,15.0,-100.0,-22.0,-99.0,,49.0,30.0,1.0
536473,15.0,-100.0,-22.0,-99.0,,49.0,29.5,1.0
536484,15.0,-100.0,-22.333333333333332,-99.0,,49.0,29.0,1.0
536488,15.0,-100.0,-22.666666666666668,-99.0,,49.0,28.666666666666668,1.0
536490,15.0,-100.0,-23.0,-99.0,,48.666666666666664,28.333333333333332,1.0
536500,15.0,-100.0,-23.0,-99.0,,48.333333333333336,28.0,1.0
536505,15.0,-100.0,-23.0,-99.0,,48.0,27.666666666666668,1.0
536508,15.0,-100.0,-23.0,-99.0,,48.0,27.333333333333332,1.0
536517,15.0,-100.0,-23.0,-99.0,,47.5,27.0,1.0
536520,15.0,-100.0,-23.0,-99.0,,47.0,26.666666666666668,1.0
536524,15.0,-100.0,-23.0,-99.0,,47.0,26.333333333333332,1.0
536534,15.0,-100.0,-23.0,-99.0,,46.5,26.0,1.0
536537,15.0,-100.0,-23.0,-99.0,,46.0,25.333333333333332,1.0
536540,15.0,-100.0,-23.0,-99.0,,46.0,24.666666666666668,1.0
536550,15.0,-100.0,-23.0,-99.0,,45.5,24.0,1.0
536555,15.0,-100.0,-23.0,-99.0,,45.0,23.5,1.0
536568,15.0,-100.0,-23.0,-99.0,,45.0,23.0,1.0
536584,15.0,-100.0,-23.0,-99.0,,45.0,22.0,1.0
536600,15.0,-100.0,-23.0,-99.0,,45.0,21.0,1.0
536617,15.0,-100.0,-23.0,-99.0,,45.0,20.0,1.0
536634,15.0,-100.0,-23.0,-99.0,,45.0,19.0,1.0
536652,15.0,-100.0,-23.0,-99.0,,45.0,18.0,1.0
536673,15.0,-100.0,-23.0,-99.0,,45.0,18.0,1.0
536688,15.0,-100.0,-23.0,-99.0,,44.0,18.0,1.0
536691,15.0,-100.0,-23.0,-99.0,,44.0,18.0,1.0
536705,15.0,-100.0,-23.0,-99.0,,43.0,18.0,1.0
536708,15.0,-100.0,-23.0,-99.0,,43.0,18.0,1.0
536723,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536764,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536783,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536785,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536797,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536799,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536814,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536817,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536831,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536833,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536847,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536850,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536860,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
536861,15.0,-100.0,-23.0,-99.0,47.0,42.0,18.0,1.0
536864,15.0,-100.0,-23.0,-99.0,46.857142857142854,42.0,18.0,1.0
536866,15.0,-100.0,-23.0,-99.0,46.714285714285715,42.0,18.0,1.0
536880,15.0,-100.0,-23.0,-99.0,46.57142857142857,42.0,18.0,1.0
536883,15.0,-100.0,-23.0,-99.0,46.42857142857143,42.0,18.0,1.0
536897,15.0,-100.0,-23.0,-99.0,46.285714285714285,42.0,18.0,1.0
536901,15.0,-100.0,-23.0,-99.0,46.142857142857146,42.0,18.0,1.0
536907,15.0,-100.0,-23.0,-99.0,46.0,42.0,18.0,1.0
536914,15.0,-100.0,-23.0,-99.0,45.6,42.0,18.0,1.0
536916,15.0,-100.0,-23.0,-99.0,45.2,42.0,18.0,1.0
536930,15.0,-100.0,-23.0,-99.0,44.8,42.0,18.0,1.0
536933,15.0,-100.0,-23.0,-99.0,44.4,42.0,18.0,1.0
536942,15.0,-100.0,-23.0,-99.0,44.0,42.0,18.0,1.0
536947,15.0,-100.0,-23.0,-99.0,43.714285714285715,42.0,18.0,1.0
536950,15.0,-100.0,-23.0,-99.0,43.42857142857143,42.0,18.0,1.0
536964,15.0,-100.0,-23.0,-99.0,43.142857142857146,42.0,18.0,1.0
536966,15.0,-100.0,-23.0,-99.0,42.857142857142854,42.0,18.0,1.0
536980,15.0,-100.0,-23.0,-99.0,42.57142857142857,42.0,18.0,1.0
536983,15.0,-100.0,-23.0,-99.0,42.285714285714285,42.0,18.0,1.0
536989,15.0,-100.0,-23.0,-99.0,42.0,42.0,18.0,1.0
536997,15.0,-100.0,-23.0,-99.0,41.4,42.0,18.0,1.0
537000,15.0,-100.0,-23.0,-99.0,40.8,42.0,18.0,1.0
537014,15.0,-100.0,-23.0,-99.0,40.2,42.0,18.0,1.0
537016,15.0,-100.0,-23.0,-99.0,39.6,42.0,18.0,1.0
537024,15.0,-100.0,-23.0,-99.0,39.0,42.0,18.0,1.0
537030,15.0,-100.0,-23.0,-99.0,38.57142857142857,42.0,18.0,1.0
537033,15.0,-100.0,-23.0,-99.0,38.142857142857146,42.0,18.0,1.0
537047,15.0,-100.0,-23.0,-99.0,37.714285714285715,42.0,18.0,1.0
537050,15.0,-100.0,-23.0,-99.0,37.285714285714285,42.0,18.0,1.0
537064,15.0,-100.0,-23.0,-99.0,36.857142857142854,42.0,18.0,1.0
537067,15.0,-100.0,-23.0,-99.0,36.42857142857143,42.0,18.0,1.0
537070,15.0,-100.0,-23.0,-99.0,36.0,42.0,18.0,1.0
537071,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537080,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537083,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537097,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537100,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537114,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537116,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537130,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537133,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537147,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537150,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537156,15.0,-100.0,-23.0,-99.0,,42.0,18.0,1.0
537164,15.0,-100.0,-23.2,-99.0,,42.0,18.0,1.0
537166,15.0,-100.0,-23.4,-99.0,,42.0,18.0,1.0
537180,15.0,-100.0,-23.6,-99.0,,42.0,18.0,1.0
537183,15.0,-100.0,-23.8,-99.0,,42.0,18.0,1.0
537184,15.0,-100.0,-24.0,-99.0,,42.0,18.0,1.0
537197,15.0,-100.0,-24.0,-99.0,,42.0,18.0,1.0
537200,15.0,-100.0,-24.0,-99.0,,42.0,18.0,1.0
537207,15.0,-100.0,-24.0,-99.0,,42.0,18.0,1.0
537214,15.0,-100.0,-24.333333333333332,-99.0,,42.0,18.0,1.0
537217,15.0,-100.0,-24.666666666666668,-99.0,,42.0,18.0,1.0
537220,15.0,-100.0,-25.0,-99.0,,42.0,18.0,1.0
537230,15.0,-100.0,-25.0,-99.0,,42.0,18.0,1.0
537235,15.0,-100.0,-25.0,-99.0,,42.0,18.0,1.0
537247,15.0,-100.0,-25.0,-99.0,,42.0,18.0,1.0
537250,15.0,-100.0,-25.0,-99.0,,42.0,18.0,1.0
537255,15.0,-100.0,-25.0,-99.0,,42.0,18.0,1.0
537264,15.0,-100.0,-25.333333333333332,-99.0,,42.0,18.0,1.0
537267,15.0,-100.0,-25.666666666666668,-99.0,,42.0,18.0,1.0
537269,15.0,-100.0,-26.0,-99.0,,42.0,18.0,1.0
537280,15.0,-100.0,-26.0,-99.0,,42.0,18.0,1.0
537283,15.0,-100.0,-26.0,-99.0,,42.0,18.0,1.0
537297,15.0,-100.0,-26.0,-99.0,,42.0,18.0,1.0
537300,15.0,-100.0,-26.0,-99.0,,42.0,18.0,1.0
537309,15.0,-100.0,-26.0,-99.0,,42.0,18.0,1.0
537314,15.0,-100.0,-26.142857142857142,-99.0,,42.0,18.0,1.0
537317,15.0,-100.0,-26.285714285714285,-99.0,,42.0,18.0,1.0
537330,15.0,-100.0,-26.428571428571427,-99.0,,42.0,18.0,1.0
537333,15.0,-100.0,-26.571428571428573,-99.0,,42.0,18.0,1.0
537347,15.0,-100.0,-26.714285714285715,-99.0,,42.0,18.0,1.0
537350,15.0,-100.0,-26.857142857142858,-99.0,,42.0,18.0,1.0
537352,15.0,-100.0,-27.0,-99.0,,42.0,18.0,1.0
537364,15.0,-100.0,-27.0,-99.0,,42.0,18.0,1.0
537367,15.0,-100.0,-27.0,-99.0,,42.0,18.0,1.0
537380,15.0,-100.0,-27.0,-99.0,,42.0,18.0,1.0
537383,15.0,-100.0,-27.0,-99.0,,42.0,18.0,1.0
537397,15.0,-100.0,-27.5,-99.0,,42.0,18.0,1.0
537398,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537400,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537414,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537417,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537430,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537433,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537447,15.0,-100.0,-28.0,-99.0,,42.0,18.0,1.0
537450,15.0,-100.0,-28.5,-99.0,,42.0,18.0,1.0
537457,15.0,-100.0,-29.0,-99.0,,42.0,18.0,1.0
537464,15.0,-100.0,-29.0,-99.0,,42.0,18.0,1.0
537482,15.0,-100.0,-29.0,-99.0,,42.0,18.0,1.0
537499,15.0,-100.0,-30.0,-99.0,,42.0,18.0,1.0
537526,15.0,-100.0,-30.0,-99.0,,42.0,18.0,1.0
537540,15.0,-100.0,-31.0,-99.0,,42.0,18.0,1.0
537561,15.0,-100.0,-31.0,-99.0,,42.0,18.0,1.0
537572,15.0,-100.0,-32.0,-99.0,,42.0,18.0,1.0
537603,15.0,-100.0,-32.0,-99.0,,42.0,18.0,1.0
537613,15.0,-100.0,-33.0,-99.0,,42.0,18.0,1.0
537635,15.0,-100.0,-33.0,-99.0,,42.0,18.0,1.0
537647,15.0,-100.0,-34.0,-99.0,,42.0,18.0,1.0
537677,15.0,-100.0,-34.0,-99.0,,42.0,18.0,1.0
537690,15.0,-100.0,-35.0,-99.0,,42.0,18.0,1.0
537715,15.0,-100.0,-35.0,-99.0,,42.0,18.0,1.0
537729,15.0,-100.0,-36.0,-99.0,,42.0,18.0,1.0
537746,15.0,-100.0,-36.0,-99.0,,42.0,18.0,1.0
537759,15.0,-100.0,-36.0,-99.0,,41.5,18.0,1.0
537762,15.0,-100.0,-36.333333333333336,-99.0,,41.0,18.0,1.0
537765,15.0,-100.0,-36.666666666666664,-99.0,,41.0,18.0,1.0
537776,15.0,-100.0,-37.0,-99.0,,40.5,18.0,1.0
537779,15.0,-100.0,-37.0,-99.0,,40.0,18.0,1.0
537782,15.0,-100.0,-37.0,-99.0,,40.0,18.0,1.0
537795,15.0,-100.0,-37.0,-99.0,,38.0,18.0,1.0
537798,15.0,-100.0,-37.0,-99.0,,38.0,18.0,1.0
537800,15.0,-100.0,-37.0,-99.0,,37.666666666666664,18.0,1.0
537810,15.0,-100.0,-38.0,-99.0,,37.333333333333336,18.0,1.0
537812,15.0,-100.0,-38.0,-99.0,,37.0,18.0,1.0
537843,15.0,-100.0,-38.0,-99.0,,37.0,18.0,1.0
537851,15.0,-100.0,-39.0,-99.0,,37.0,18.0,1.0
537874,15.0,-100.0,-39.0,-99.0,,37.0,18.0,1.0
537885,15.0,-100.0,-40.0,-99.0,,37.0,18.0,1.0
537917,15.0,-100.0,-41.0,-99.0,,37.0,18.0,1.0
537933,15.0,-100.0,-42.0,-99.0,,37.0,18.0,1.0
537947,15.0,-100.0,-42.0,-99.0,,37.0,18.0,1.0
537959,15.0,-100.0,-43.0,-99.0,,37.0,18.0,1.0
537978,15.0,-100.0,-43.0,-99.0,,37.0,18.0,1.0
537992,15.0,-100.0,-44.0,-99.0,,37.0,18.0,1.0
538115,15.0,-100.0,-45.0,-99.0,,37.0,18.0,1.0
538241,15.0,-100.0,-46.0,-99.0,,37.0,18.0,1.0
538288,15.0,-100.0,-47.0,-99.0,,37.0,18.0,1.0
538316,15.0,-100.0,-47.0,-99.0,,37.0,18.0,1.0
538328,15.0,-100.0,-48.0,-99.0,,37.0,18.0,1.0
538359,15.0,-100.0,-48.0,-99.0,,37.0,18.0,1.0
538367,15.0,-100.0,-49.0,-99.0,,37.0,18.0,1.0
538393,15.0,-100.0,-49.0,-99.0,,37.0,18.0,1.0
538405,15.0,-100.0,-50.0,-99.0,,37.0,18.0,1.0
538429,15.0,-100.0,-50.0,-99.0,,37.0,18.0,1.0
538440,15.0,-100.0,-51.0,-99.0,,37.0,18.0,1.0
538460,15.0,-100.0,-51.0,-99.0,,37.0,18.0,1.0
538473,15.0,-100.0,-52.0,-99.0,,37.0,18.0,1.0
538496,15.0,-100.0,-52.0,-99.0,,37.0,18.0,1.0
538512,15.0,-100.0,-53.0,-99.0,,37.0,18.0,1.0
538540,15.0,-100.0,-53.0,-99.0,,37.0,18.0,1.0
538552,15.0,-100.0,-54.0,-99.0,,37.0,18.0,1.0
538578,15.0,-100.0,-54.0,-99.0,,37.0,18.0,1.0
538590,15.0,-100.0,-55.0,-99.0,,37.0,18.0,1.0
538600,15.0,-100.0,-55.0,-99.0,,37.0,18.0,1.0
538613,15.0,-100.0,-55.0,-99.0,,37.0,17.5,1.0
538619,15.0,-100.0,-55.5,-99.0,,37.0,17.0,1.0
538627,15.0,-100.0,-56.0,-99.0,,37.0,16.5,1.0
538633,15.0,-100.0,-56.0,-99.0,,37.0,16.0,1.0
538647,15.0,-100.0,-56.0,-99.0,,37.0,15.5,1.0
538650,15.0,-100.0,-56.5,-99.0,,37.0,15.0,1.0
538666,15.0,-100.0,-57.0,-99.0,,37.0,14.5,1.0
538667,15.0,-100.0,-57.0,-99.0,,37.0,14.0,1.0
538684,15.0,-100.0,-57.0,-99.0,,37.0,13.0,1.0
538691,15.0,-100.0,-57.0,-99.0,,37.0,12.666666666666666,1.0
538699,15.0,-100.0,-58.0,-99.0,,37.0,12.333333333333334,1.0
538700,15.0,-100.0,-58.0,-99.0,,37.0,12.0,1.0
538717,15.0,-100.0,-58.0,-99.0,,37.0,11.0,1.0
538729,15.0,-100.0,-58.0,-99.0,,37.0,10.0,1.0
538734,15.0,-100.0,-58.5,-99.0,,37.0,9.0,1.0
538741,15.0,-100.0,-59.0,-99.0,,37.0,8.5,1.0
538750,15.0,-100.0,-59.0,-99.0,,37.0,8.0,1.0
538763,15.0,-100.0,-59.0,-99.0,,37.0,7.5,1.0
538768,15.0,-100.0,-59.5,-99.0,,37.0,7.0,1.0
538779,15.0,-100.0,-60.0,-99.0,,37.0,7.0,1.0
538810,15.0,-100.0,-60.0,-99.0,,37.0,7.0,1.0
538825,15.0,-100.0,-61.0,-99.0,,37.0,7.0,1.0
538849,15.0,-100.0,-61.0,-99.0,,37.0,7.0,1.0
538865,15.0,-100.0,-62.0,-99.0,,37.0,7.0,1.0
538889,15.0,-100.0,-62.0,-99.0,,37.0,7.0,1.0
538900,15.0,-100.0,-63.0,-99.0,,37.0,7.0,1.0
538928,15.0,-100.0,-63.0,-99.0,,37.0,7.0,1.0
538940,15.0,-100.0,-64.0,-99.0,,37.0,7.0,1.0
538960,15.0,-100.0,-64.0,-99.0,,37.0,7.0,1.0
538971,15.0,-100.0,-65.0,-99.0,,37.0,7.0,1.0
538993,15.0,-100.0,-65.0,-99.0,,37.0,7.0,1.0
539005,15.0,-100.0,-66.0,-99.0,,37.0,7.0,1.0
539030,15.0,-100.0,-66.0,-99.0,,37.0,7.0,1.0
539053,15.0,-100.0,-67.0,-99.0,,37.0,7.0,1.0
539071,15.0,-100.0,-67.0,-99.0,,37.0,7.0,1.0
539087,15.0,-100.0,-68.0,-99.0,,37.0,7.0,1.0
539108,15.0,-100.0,-68.0,-99.0,,37.0,7.0,1.0
539127,15.0,-100.0,-69.0,-99.0,,37.0,7.0,1.0
539146,15.0,-100.0,-69.0,-99.0,,37.0,7.0,1.0
539160,15.0,-100.0,-70.0,-99.0,,37.0,7.0,1.0
539180,15.0,-100.0,-70.0,-99.0,,37.0,7.0,1.0
539191,15.0,-100.0,-71.0,-99.0,,37.0,7.0,1.0
539213,15.0,-100.0,-72.0,-99.0,,37.0,7.0,1.0
539228,15.0,-100.0,-72.0,-99.0,,37.0,7.0,1.0
539248,15.0,-100.0,-73.0,-99.0,,37.0,7.0,1.0
539270,15.0,-100.0,-73.0,-99.0,,37.0,7.0,1.0
539280,15.0,-100.0,-74.0,-99.0,,37.0,7.0,1.0
539307,15.0,-100.0,-74.0,-99.0,,37.0,7.0,1.0
539352,15.0,-100.0,-75.0,-99.0,,37.0,7.0,1.0
539499,15.0,-100.0,-76.0,-99.0,,37.0,7.0,1.0
539520,15.0,-100.0,-77.0,-99.0,,37.0,7.0,1.0
539541,15.0,-100.0,-77.0,-99.0,,37.0,7.0,1.0
539549,15.0,-100.0,-77.0,-99.0,,36.5,7.0,1.0
539556,15.0,-100.0,-77.33333333333333,-99.0,,36.0,7.0,1.0
539559,15.0,-100.0,-77.66666666666667,-99.0,,36.0,7.0,1.0
539562,15.0,-100.0,-78.0,-99.0,,35.0,7.0,1.0
539574,15.0,-100.0,-78.0,-99.0,,34.0,7.0,1.0
539578,15.0,-100.0,-78.0,-99.0,,34.0,7.0,1.0
539589,15.0,-100.0,-78.0,-99.0,,33.0,7.0,1.0
539592,15.0,-100.0,-78.5,-99.0,,33.0,7.0,1.0
539599,15.0,-100.0,-79.0,-99.0,,32.5,7.0,1.0
539606,15.0,-100.0,-79.0,-99.0,,32.0,7.0,1.0
539610,15.0,-100.0,-79.0,-99.0,,32.0,7.0,1.0
539623,15.0,-100.0,-79.0,-99.0,,31.0,7.0,1.0
539626,15.0,-100.0,-79.0,-99.0,,31.0,7.0,1.0
539630,15.0,-100.0,-79.0,-99.0,,30.5,7.0,1.0
539640,15.0,-100.0,-79.5,-99.0,,30.0,7.0,1.0
539646,15.0,-100.0,-80.0,-99.0,,30.0,7.0,1.0
539667,15.0,-100.0,-81.0,-99.0,,30.0,7.0,1.0
539681,15.0,-100.0,-81.0,-99.0,,30.0,7.0,1.0
539682,15.0,-100.0,-81.0,-99.0,35.0,30.0,7.0,1.0
539691,15.0,-100.0,-81.0,-99.0,34.666666666666664,30.0,7.0,1.0
539712,15.0,-100.0,-82.0,-99.0,34.333333333333336,30.0,7.0,1.0
539729,15.0,-100.0,-82.0,-99.0,34.0,30.0,7.0,1.0
539730,15.0,-100.0,-82.0,-99.0,33.333333333333336,30.0,7.0,1.0
539743,15.0,-100.0,-83.0,-99.0,32.666666666666664,30.0,7.0,1.0
539763,15.0,-100.0,-83.0,-99.0,32.0,30.0,7.0,1.0
539770,15.0,-100.0,-83.0,-99.0,31.4,30.0,7.0,1.0
539780,15.0,-100.0,-84.0,-99.0,30.8,30.0,7.0,1.0
539803,15.0,-100.0,-84.0,-99.0,30.2,30.0,7.0,1.0
