,A10I249SZXANR,A11W9XU1ESKSA,AA3OOA62I1EEB
463908,-100.0,-60.0,-100.0
463921,-100.0,-62.0,-100.0
463943,-100.0,-62.0,-100.0
463956,-100.0,-64.0,-100.0
463965,-100.0,-64.0,-100.0
463980,-100.0,-65.0,-100.0
464013,-100.0,-65.0,-100.0
464022,-100.0,-66.0,-100.0
464044,-100.0,-66.0,-100.0
464067,-100.0,-67.0,-100.0
464072,-100.0,-67.0,-100.0
464085,-100.0,-68.0,-100.0
464103,-100.0,-68.0,-100.0
464114,-100.0,-69.0,-100.0
464132,-100.0,-69.0,-100.0
464145,-100.0,-70.0,-100.0
464158,-100.0,-70.0,-100.0
464167,-100.0,-71.0,-100.0
464174,-100.0,-71.0,-100.0
464181,-100.0,-72.0,-100.0
464185,-100.0,-72.0,-100.0
464198,-100.0,-74.0,-100.0
464202,-100.0,-74.0,-100.0
464216,-100.0,-75.0,-100.0
464219,-100.0,-75.0,-100.0
464232,-100.0,-76.0,-100.0
464238,-100.0,-76.0,-100.0
464251,-100.0,-77.0,-100.0
464254,-100.0,-77.0,-100.0
464268,-100.0,-78.0,-100.0
464271,-100.0,-78.0,-100.0
464285,-100.0,-79.0,-100.0
464290,-100.0,-79.0,-100.0
464304,-100.0,-80.0,-100.0
464307,-100.0,-80.0,-100.0
464322,-100.0,-81.0,-100.0
464325,-100.0,-81.0,-100.0
464338,-100.0,-82.0,-100.0
464346,-100.0,-82.0,-100.0
464359,-100.0,-83.0,-100.0
464364,-100.0,-83.0,-100.0
464376,-100.0,-84.0,-100.0
464379,-100.0,-84.0,-100.0
464381,-100.0,-85.0,-100.0
464384,-100.0,-85.0,-100.0
464397,-100.0,-86.0,-100.0
464402,-100.0,-86.0,-100.0
464417,-100.0,-87.0,-100.0
464422,-100.0,-87.0,-100.0
464433,-100.0,-88.0,-100.0
464436,-100.0,-88.0,-100.0
464451,-100.0,-89.0,-100.0
464455,-100.0,-89.0,-100.0
464469,-100.0,-90.0,-100.0
464473,-100.0,-90.0,-100.0
464489,-100.0,-91.0,-100.0
464506,-100.0,-91.0,-100.0
464520,-100.0,-93.0,-100.0
464525,-100.0,-93.0,-100.0
464539,-100.0,-94.0,-100.0
464543,-100.0,-94.0,-100.0
464556,-100.0,-95.0,-100.0
464559,-100.0,-95.0,-100.0
464572,-100.0,-96.0,-100.0
464577,-100.0,-96.0,-100.0
464591,-100.0,-97.0,-100.0
464594,-100.0,-97.0,-100.0
464607,-100.0,-98.0,-100.0
464613,-100.0,-99.0,-100.0
464616,-100.0,-99.0,-100.0
464633,-100.0,-100.0,-100.0
469915,-100.0,-100.0,-100.0
469930,-100.0,-100.0,-100.0
469982,-100.0,-100.0,-100.0
470008,-100.0,-100.0,-100.0
470165,-100.0,-100.0,-100.0
470227,-100.0,-100.0,-100.0
470534,-100.0,-100.0,-100.0
470608,-100.0,-100.0,-100.0
471210,-100.0,-100.0,-100.0
471240,-100.0,-100.0,-100.0
471253,-100.0,-100.0,-100.0
471274,-100.0,-100.0,-100.0
471293,-100.0,-100.0,-100.0
471314,-100.0,-100.0,-100.0
471345,-100.0,-100.0,-100.0
471380,-100.0,-100.0,-100.0
471425,-100.0,-100.0,-100.0
471449,-100.0,-100.0,-100.0
471473,-100.0,-100.0,-100.0
471491,-100.0,-100.0,-100.0
471513,-100.0,-100.0,-100.0
471529,-100.0,-100.0,-100.0
471551,-100.0,-100.0,-100.0
471564,-100.0,-100.0,-100.0
471585,-100.0,-100.0,-100.0
471602,-100.0,-100.0,-100.0
471616,-100.0,-100.0,-100.0
471630,-100.0,-100.0,-100.0
471648,-100.0,-100.0,-100.0
471665,-100.0,-100.0,-100.0
471681,-100.0,-100.0,-100.0
471689,-100.0,-100.0,-100.0
471708,-100.0,-100.0,-100.0
471725,-100.0,-100.0,-100.0
471742,-100.0,-100.0,-100.0
471764,-100.0,-100.0,-100.0
471782,-100.0,-100.0,-100.0
471793,-100.0,-100.0,-100.0
471816,-100.0,-100.0,-100.0
471830,-100.0,-100.0,-100.0
471844,-100.0,-100.0,-100.0
471850,-100.0,-100.0,-100.0
471867,-100.0,-100.0,-100.0
471888,-100.0,-100.0,-100.0
471905,-100.0,-100.0,-100.0
471922,-100.0,-100.0,-100.0
471934,-100.0,-100.0,-100.0
471943,-100.0,-100.0,-100.0
471967,-100.0,-100.0,-100.0
471983,-100.0,-100.0,-100.0
471996,-100.0,-100.0,-100.0
472016,-100.0,-100.0,-100.0
472047,-100.0,-100.0,-100.0
472076,-100.0,-100.0,-100.0
472097,-100.0,-100.0,-100.0
472104,-100.0,-100.0,-100.0
472107,-100.0,-100.0,-100.0
472131,-100.0,-100.0,-100.0
472154,-100.0,-100.0,-100.0
472172,-100.0,-100.0,-100.0
472195,-100.0,-100.0,-100.0
472202,-100.0,-100.0,-100.0
472216,-100.0,-100.0,-100.0
472221,-100.0,-100.0,-100.0
472242,-100.0,-100.0,-100.0
472252,-100.0,-100.0,-100.0
472260,-100.0,-100.0,-100.0
472272,-100.0,-100.0,-100.0
472277,-100.0,-100.0,-100.0
472294,-100.0,-100.0,-100.0
472296,-100.0,-100.0,-100.0
472309,-100.0,-100.0,-100.0
472312,-100.0,-100.0,-100.0
472328,-100.0,-100.0,-100.0
472334,-100.0,-100.0,-100.0
472337,-100.0,-100.0,-100.0
472345,-100.0,-100.0,-100.0
472348,-100.0,-100.0,-100.0
472363,-100.0,-100.0,-100.0
472372,-100.0,-100.0,-100.0
472376,-100.0,-100.0,-100.0
472389,-100.0,-100.0,-100.0
472395,-100.0,-100.0,-100.0
472410,-100.0,-100.0,-100.0
472416,-100.0,-100.0,-100.0
472423,-100.0,-100.0,-100.0
472430,-100.0,-100.0,-100.0
472431,-100.0,-100.0,-100.0
472451,-100.0,-100.0,-100.0
472454,-100.0,-100.0,-100.0
472462,-100.0,-100.0,-100.0
472468,-100.0,-100.0,-100.0
472479,-100.0,-100.0,-100.0
472480,-100.0,-100.0,-100.0
472496,-100.0,-100.0,-100.0
472497,-100.0,-100.0,-100.0
472510,-100.0,-100.0,-100.0
472516,-100.0,-100.0,-100.0
472518,-100.0,-100.0,-100.0
472533,-100.0,-100.0,-100.0
472534,-100.0,-100.0,-100.0
472539,-100.0,-100.0,-100.0
472556,-100.0,-100.0,-100.0
472562,-100.0,-100.0,-100.0
472571,-100.0,-100.0,-100.0
472574,-100.0,-100.0,-100.0
472593,-100.0,-100.0,-100.0
472612,-100.0,-100.0,-100.0
472629,-100.0,-100.0,-100.0
472635,-100.0,-100.0,-100.0
472644,-100.0,-100.0,-100.0
472650,-100.0,-100.0,-100.0
472666,-100.0,-100.0,-100.0
472676,-100.0,-100.0,-100.0
472682,-100.0,-100.0,-100.0
472690,-100.0,-100.0,-100.0
472701,-100.0,-100.0,-100.0
472702,-100.0,-100.0,-100.0
472713,-100.0,-100.0,-100.0
472717,-100.0,-100.0,-100.0
472740,-100.0,-100.0,-100.0
472743,-100.0,-100.0,-100.0
472749,-100.0,-100.0,-100.0
472758,-100.0,-100.0,-100.0
472768,-100.0,-100.0,-100.0
472775,-100.0,-100.0,-100.0
472787,-100.0,-100.0,-100.0
472798,-100.0,-100.0,-100.0
472803,-100.0,-100.0,-100.0
472809,-100.0,-100.0,-100.0
472826,-100.0,-100.0,-100.0
472842,-100.0,-100.0,-100.0
472845,-100.0,-100.0,-100.0
472860,-100.0,-100.0,-100.0
472864,-100.0,-100.0,-100.0
472879,-100.0,-100.0,-100.0
472882,-100.0,-100.0,-100.0
472894,-100.0,-100.0,-100.0
472898,-100.0,-100.0,-100.0
472911,-100.0,-100.0,-100.0
472913,-100.0,-100.0,-100.0
472928,-100.0,-100.0,-100.0
472934,-100.0,-100.0,-100.0
472935,-100.0,-100.0,-100.0
472948,-100.0,-100.0,-100.0
472964,-100.0,-100.0,-100.0
472973,-100.0,-100.0,-100.0
472975,-100.0,-100.0,-100.0
472988,-100.0,-100.0,-100.0
472999,-100.0,-100.0,-100.0
473009,-100.0,-100.0,-100.0
473011,-100.0,-100.0,-100.0
473026,-100.0,-100.0,-100.0
473028,-100.0,-100.0,-100.0
473043,-100.0,-100.0,-100.0
473058,-100.0,-100.0,-100.0
473066,-100.0,-100.0,-100.0
473077,-100.0,-100.0,-100.0
473078,-100.0,-100.0,-100.0
473092,-100.0,-100.0,-100.0
473101,-100.0,-100.0,-100.0
473114,-100.0,-100.0,-100.0
473117,-100.0,-100.0,-100.0
473129,-100.0,-100.0,-100.0
473142,-100.0,-100.0,-100.0
473145,-100.0,-100.0,-100.0
473148,-100.0,-100.0,-100.0
473169,-100.0,-100.0,-100.0
473172,-100.0,-100.0,-100.0
473176,-100.0,-100.0,-100.0
473185,-100.0,-100.0,-100.0
473204,-100.0,-100.0,-100.0
473208,-100.0,-100.0,-100.0
473223,-100.0,-100.0,-100.0
473234,-100.0,-100.0,-100.0
473242,-100.0,-100.0,-100.0
473247,-100.0,-100.0,-100.0
473257,-100.0,-100.0,-100.0
473263,-100.0,-100.0,-100.0
473278,-100.0,-100.0,-100.0
473287,-100.0,-100.0,-100.0
473301,-100.0,-100.0,-100.0
473305,-100.0,-100.0,-100.0
473313,-100.0,-100.0,-100.0
473316,-100.0,-100.0,-100.0
473331,-100.0,-100.0,-100.0
473335,-100.0,-100.0,-100.0
473352,-100.0,-100.0,-100.0
473353,-100.0,-100.0,-100.0
473370,-100.0,-100.0,-100.0
473376,-100.0,-100.0,-100.0
473384,-100.0,-100.0,-100.0
473393,-100.0,-100.0,-100.0
473394,-100.0,-100.0,-100.0
473407,-100.0,-100.0,-100.0
473411,-100.0,-100.0,-100.0
473426,-100.0,-100.0,-100.0
473434,-100.0,-100.0,-100.0
473443,-100.0,-100.0,-100.0
473449,-100.0,-100.0,-100.0
473467,-100.0,-100.0,-100.0
473472,-100.0,-100.0,-100.0
473477,-100.0,-100.0,-100.0
473487,-100.0,-100.0,-100.0
473501,-100.0,-100.0,-100.0
473511,-100.0,-100.0,-100.0
473515,-100.0,-100.0,-100.0
473526,-100.0,-100.0,-100.0
473538,-100.0,-100.0,-100.0
473545,-100.0,-100.0,-100.0
473556,-100.0,-100.0,-100.0
473571,-100.0,-100.0,-100.0
473582,-100.0,-100.0,-100.0
473598,-100.0,-100.0,-100.0
473607,-100.0,-100.0,-100.0
473619,-100.0,-100.0,-100.0
473634,-100.0,-100.0,-100.0
473635,-100.0,-100.0,-100.0
473641,-100.0,-100.0,-100.0
473658,-100.0,-100.0,-100.0
473669,-100.0,-100.0,-100.0
473680,-100.0,-100.0,-100.0
473681,-100.0,-100.0,-100.0
473705,-100.0,-100.0,-100.0
473707,-100.0,-100.0,-100.0
473716,-100.0,-100.0,-100.0
473722,-100.0,-100.0,-100.0
473745,-100.0,-100.0,-100.0
473751,-100.0,-100.0,-100.0
473761,-100.0,-100.0,-100.0
473774,-100.0,-100.0,-100.0
473784,-100.0,-100.0,-100.0
473791,-100.0,-100.0,-100.0
473813,-100.0,-100.0,-100.0
473816,-100.0,-100.0,-100.0
473823,-100.0,-100.0,-100.0
473833,-100.0,-100.0,-100.0
473843,-100.0,-100.0,-100.0
473856,-100.0,-100.0,-100.0
473858,-100.0,-100.0,-100.0
473873,-100.0,-100.0,-100.0
473888,-100.0,-100.0,-100.0
473895,-100.0,-100.0,-100.0
473898,-100.0,-100.0,-100.0
473916,-100.0,-100.0,-100.0
473920,-100.0,-100.0,-100.0
473930,-100.0,-100.0,-100.0
473939,-100.0,-100.0,-100.0
473956,-100.0,-100.0,-100.0
473963,-100.0,-100.0,-100.0
473969,-100.0,-100.0,-100.0
473982,-100.0,-100.0,-100.0
473983,-100.0,-100.0,-100.0
474006,-100.0,-100.0,-100.0
474009,-100.0,-100.0,-100.0
474019,-100.0,-100.0,-100.0
474025,-100.0,-100.0,-100.0
474038,-100.0,-100.0,-100.0
474039,-100.0,-100.0,-100.0
474051,-100.0,-100.0,-100.0
474067,-100.0,-100.0,-100.0
474074,-100.0,-100.0,-100.0
474093,-100.0,-100.0,-100.0
474095,-100.0,-100.0,-100.0
474107,-100.0,-100.0,-100.0
474125,-100.0,-100.0,-100.0
474129,-100.0,-100.0,-100.0
474146,-100.0,-100.0,-100.0
474148,-100.0,-100.0,-100.0
474170,-100.0,-100.0,-100.0
474173,-100.0,-100.0,-100.0
474178,-100.0,-100.0,-100.0
474182,-100.0,-100.0,-100.0
474201,-100.0,-100.0,-100.0
474218,-100.0,-100.0,-100.0
474226,-100.0,-100.0,-100.0
474234,-100.0,-100.0,-100.0
474240,-100.0,-100.0,-100.0
474242,-100.0,-100.0,-100.0
474256,-100.0,-100.0,-100.0
474259,-100.0,-100.0,-100.0
474278,-100.0,-100.0,-100.0
474290,-100.0,-100.0,-100.0
474295,-100.0,-100.0,-100.0
474311,-100.0,-100.0,-100.0
474319,-100.0,-100.0,-100.0
474335,-100.0,-100.0,-100.0
474359,-100.0,-100.0,-100.0
474374,-100.0,-100.0,-100.0
474400,-100.0,-100.0,-100.0
474407,-100.0,-100.0,-100.0
474437,-100.0,-100.0,-100.0
474452,-100.0,-100.0,-100.0
474460,-100.0,-100.0,-100.0
474465,-100.0,-100.0,-100.0
474474,-100.0,-100.0,-100.0
474494,-100.0,-100.0,-100.0
474515,-100.0,-100.0,-100.0
474531,-100.0,-100.0,-100.0
474554,-100.0,-100.0,-100.0
474555,-100.0,-100.0,-100.0
474569,-100.0,-100.0,-100.0
474571,-100.0,-100.0,-100.0
474595,-100.0,-100.0,-100.0
474599,-100.0,-100.0,-100.0
474621,-100.0,-100.0,-100.0
474637,-100.0,-100.0,-100.0
474661,-100.0,-100.0,-100.0
474664,-100.0,-100.0,-100.0
474675,-100.0,-100.0,-100.0
474677,-100.0,-100.0,-100.0
474701,-100.0,-100.0,-100.0
474716,-100.0,-100.0,-100.0
474724,-100.0,-100.0,-100.0
474740,-100.0,-100.0,-100.0
474767,-100.0,-100.0,-100.0
474788,-100.0,-100.0,-100.0
474792,-100.0,-100.0,-100.0
474805,-100.0,-100.0,-100.0
474809,-100.0,-100.0,-100.0
474813,-100.0,-100.0,-100.0
474823,-100.0,-100.0,-100.0
474828,-100.0,-100.0,-100.0
474841,-100.0,-100.0,-100.0
474849,-100.0,-100.0,-100.0
474862,-100.0,-100.0,-100.0
474863,-100.0,-100.0,-100.0
474867,-100.0,-100.0,-100.0
474878,-100.0,-100.0,-100.0
474881,-100.0,-100.0,-100.0
474890,-100.0,-100.0,-100.0
474906,-100.0,-100.0,-100.0
474910,-100.0,-100.0,-100.0
474925,-100.0,-100.0,-100.0
474935,-100.0,-100.0,-100.0
474942,-100.0,-100.0,-100.0
474956,-100.0,-100.0,-100.0
474959,-100.0,-100.0,-100.0
474963,-100.0,-100.0,-100.0
474976,-100.0,-100.0,-100.0
474980,-100.0,-100.0,-100.0
474995,-100.0,-100.0,-100.0
475004,-100.0,-100.0,-100.0
475006,-100.0,-100.0,-100.0
475012,-100.0,-100.0,-100.0
475023,-100.0,-100.0,-100.0
475024,-100.0,-100.0,-100.0
475028,-100.0,-100.0,-100.0
475030,-100.0,-100.0,-100.0
475046,-100.0,-100.0,-100.0
475050,-100.0,-100.0,-100.0
475053,-100.0,-100.0,-100.0
475069,-100.0,-100.0,-100.0
475070,-100.0,-100.0,-100.0
475087,-100.0,-100.0,-100.0
475093,-100.0,-100.0,-100.0
475094,-100.0,-100.0,-100.0
475108,-100.0,-100.0,-100.0
475111,-100.0,-100.0,-100.0
475123,-100.0,-100.0,-100.0
475136,-100.0,-100.0,-100.0
475141,-100.0,-100.0,-100.0
475153,-100.0,-100.0,-100.0
475157,-100.0,-100.0,-100.0
475162,-100.0,-100.0,-100.0
475176,-100.0,-100.0,-100.0
475192,-100.0,-100.0,-100.0
475203,-100.0,-100.0,-100.0
475212,-100.0,-100.0,-100.0
475220,-100.0,-100.0,-100.0
475228,-100.0,-100.0,-100.0
475230,-100.0,-100.0,-100.0
475245,-100.0,-100.0,-100.0
475249,-100.0,-100.0,-100.0
475250,-100.0,-100.0,-100.0
475262,-100.0,-100.0,-100.0
475263,-100.0,-100.0,-100.0
475266,-100.0,-100.0,-100.0
475279,-100.0,-100.0,-100.0
475285,-100.0,-100.0,-100.0
475288,-100.0,-100.0,-100.0
475301,-100.0,-100.0,-100.0
475303,-100.0,-100.0,-100.0
475317,-100.0,-100.0,-100.0
475324,-100.0,-100.0,-100.0
475327,-100.0,-100.0,-100.0
475334,-100.0,-100.0,-100.0
475341,-100.0,-100.0,-100.0
475349,-100.0,-100.0,-100.0
475353,-100.0,-100.0,-100.0
475359,-100.0,-100.0,-100.0
475364,-100.0,-100.0,-100.0
475375,-100.0,-100.0,-100.0
475389,-100.0,-100.0,-100.0
475394,-100.0,-100.0,-100.0
475405,-100.0,-100.0,-100.0
475411,-100.0,-100.0,-100.0
475428,-100.0,-100.0,-100.0
475430,-100.0,-100.0,-100.0
475444,-100.0,-100.0,-100.0
475449,-100.0,-100.0,-100.0
475450,-100.0,-100.0,-100.0
475464,-100.0,-100.0,-100.0
475481,-100.0,-100.0,-100.0
475504,-100.0,-100.0,-100.0
475521,-100.0,-100.0,-100.0
475543,-100.0,-100.0,-100.0
475561,-100.0,-100.0,-100.0
475585,-100.0,-100.0,-100.0
475604,-100.0,-100.0,-100.0
475633,-100.0,-100.0,-100.0
475649,-100.0,-100.0,-100.0
475671,-100.0,-100.0,-100.0
475687,-100.0,-100.0,-100.0
475715,-100.0,-100.0,-100.0
475730,-100.0,-100.0,-100.0
475755,-100.0,-100.0,-100.0
475771,-100.0,-100.0,-100.0
475793,-100.0,-100.0,-100.0
475811,-100.0,-100.0,-100.0
475836,-100.0,-100.0,-100.0
475854,-100.0,-100.0,-100.0
475876,-100.0,-100.0,-100.0
475883,-100.0,-100.0,-100.0
475905,-100.0,-100.0,-100.0
475920,-100.0,-100.0,-100.0
475943,-100.0,-100.0,-100.0
475960,-100.0,-100.0,-100.0
475985,-100.0,-100.0,-100.0
476000,-100.0,-100.0,-100.0
476026,-100.0,-100.0,-100.0
476049,-100.0,-100.0,-100.0
476078,-100.0,-100.0,-100.0
476096,-100.0,-100.0,-100.0
476110,-100.0,-100.0,-100.0
476126,-100.0,-100.0,-100.0
476151,-100.0,-100.0,-100.0
476168,-100.0,-100.0,-100.0
476194,-100.0,-100.0,-100.0
476212,-100.0,-100.0,-100.0
476234,-100.0,-100.0,-100.0
476251,-100.0,-100.0,-100.0
476276,-100.0,-100.0,-100.0
476293,-100.0,-100.0,-100.0
476307,-100.0,-100.0,-100.0
476324,-100.0,-100.0,-100.0
476353,-100.0,-100.0,-100.0
476369,-100.0,-100.0,-100.0
476398,-100.0,-100.0,-100.0
476418,-100.0,-100.0,-100.0
476441,-100.0,-100.0,-100.0
476457,-100.0,-100.0,-100.0
476483,-100.0,-100.0,-100.0
476507,-100.0,-100.0,-100.0
476530,-100.0,-100.0,-100.0
476536,-100.0,-100.0,-100.0
476561,-100.0,-100.0,-100.0
476578,-100.0,-100.0,-100.0
476603,-100.0,-100.0,-100.0
476623,-100.0,-100.0,-100.0
476639,-100.0,-100.0,-100.0
476664,-100.0,-100.0,-100.0
476680,-100.0,-100.0,-100.0
476705,-100.0,-100.0,-100.0
476722,-100.0,-100.0,-100.0
476735,-100.0,-100.0,-100.0
476751,-100.0,-100.0,-100.0
476777,-100.0,-100.0,-100.0
476794,-100.0,-100.0,-100.0
476817,-100.0,-100.0,-100.0
476840,-100.0,-100.0,-100.0
476867,-100.0,-100.0,-100.0
476884,-100.0,-100.0,-100.0
476908,-100.0,-100.0,-100.0
476924,-100.0,-100.0,-100.0
476949,-100.0,-100.0,-100.0
476958,-100.0,-100.0,-100.0
476979,-100.0,-100.0,-100.0
476996,-100.0,-100.0,-100.0
477021,-100.0,-100.0,-100.0
477037,-100.0,-100.0,-100.0
477062,-100.0,-100.0,-100.0
477080,-100.0,-100.0,-100.0
477105,-100.0,-100.0,-100.0
477124,-100.0,-100.0,-100.0
477154,-100.0,-100.0,-100.0
477160,-100.0,-100.0,-100.0
477185,-100.0,-100.0,-100.0
477221,-100.0,-100.0,-100.0
477237,-100.0,-100.0,-100.0
477265,-100.0,-100.0,-100.0
477282,-100.0,-100.0,-100.0
477311,-100.0,-100.0,-100.0
477337,-100.0,-100.0,-100.0
477374,-100.0,-100.0,-100.0
477391,-100.0,-100.0,-100.0
477409,-100.0,-100.0,-100.0
477435,-100.0,-100.0,-100.0
477450,-100.0,-100.0,-100.0
477475,-100.0,-100.0,-100.0
477491,-100.0,-100.0,-100.0
477521,-100.0,-100.0,-100.0
477538,-100.0,-100.0,-100.0
477564,-100.0,-100.0,-100.0
477581,-100.0,-100.0,-100.0
477595,-100.0,-100.0,-100.0
477611,-100.0,-100.0,-100.0
477636,-100.0,-100.0,-100.0
477656,-100.0,-100.0,-100.0
477672,-100.0,-100.0,-100.0
477702,-100.0,-100.0,-100.0
477718,-100.0,-100.0,-100.0
477743,-100.0,-100.0,-100.0
477759,-100.0,-100.0,-100.0
477783,-100.0,-100.0,-100.0
477802,-100.0,-100.0,-100.0
477814,-100.0,-100.0,-100.0
477833,-100.0,-100.0,-100.0
477859,-100.0,-100.0,-100.0
477878,-100.0,-100.0,-100.0
477902,-100.0,-100.0,-100.0
477919,-100.0,-100.0,-100.0
477947,-100.0,-100.0,-100.0
477965,-100.0,-100.0,-100.0
477987,-100.0,-100.0,-100.0
478004,-100.0,-100.0,-100.0
478019,-100.0,-100.0,-100.0
478035,-100.0,-100.0,-100.0
478063,-100.0,-100.0,-100.0
478079,-100.0,-100.0,-100.0
478104,-100.0,-100.0,-100.0
478124,-100.0,-100.0,-100.0
478142,-100.0,-100.0,-100.0
478166,-100.0,-100.0,-100.0
478184,-100.0,-100.0,-100.0
478208,-100.0,-100.0,-100.0
478231,-100.0,-100.0,-100.0
478244,-100.0,-100.0,-100.0
478265,-100.0,-100.0,-100.0
478291,-100.0,-100.0,-100.0
478314,-100.0,-100.0,-100.0
478338,-100.0,-100.0,-100.0
478355,-100.0,-100.0,-100.0
478379,-100.0,-100.0,-100.0
478399,-100.0,-100.0,-100.0
478421,-100.0,-100.0,-100.0
478439,-100.0,-100.0,-100.0
478457,-100.0,-100.0,-100.0
478478,-100.0,-100.0,-100.0
478500,-100.0,-100.0,-100.0
478517,-100.0,-100.0,-100.0
478547,-100.0,-100.0,-100.0
478565,-100.0,-100.0,-100.0
478609,-100.0,-100.0,-100.0
478631,-100.0,-100.0,-100.0
478662,-100.0,-100.0,-100.0
478676,-100.0,-100.0,-100.0
478696,-100.0,-100.0,-100.0
478713,-100.0,-100.0,-100.0
478728,-100.0,-100.0,-100.0
478747,-100.0,-100.0,-100.0
478762,-100.0,-100.0,-100.0
478780,-100.0,-100.0,-100.0
478798,-100.0,-100.0,-100.0
478816,-100.0,-100.0,-100.0
478834,-100.0,-100.0,-100.0
478851,-100.0,-100.0,-100.0
478867,-100.0,-100.0,-100.0
478875,-100.0,-100.0,-100.0
478892,-100.0,-100.0,-100.0
478909,-100.0,-100.0,-100.0
478928,-100.0,-100.0,-100.0
478946,-100.0,-100.0,-100.0
478962,-100.0,-100.0,-100.0
478980,-100.0,-100.0,-100.0
478997,-100.0,-100.0,-100.0
479014,-100.0,-100.0,-100.0
479033,-100.0,-100.0,-100.0
479050,-100.0,-100.0,-100.0
479067,-100.0,-100.0,-100.0
479085,-100.0,-100.0,-100.0
479092,-100.0,-100.0,-100.0
479109,-100.0,-100.0,-100.0
479127,-100.0,-100.0,-100.0
479144,-100.0,-100.0,-100.0
479161,-100.0,-100.0,-100.0
506815,-100.0,-100.0,-100.0
506833,-100.0,-100.0,-100.0
506849,-100.0,-100.0,-100.0
506866,-100.0,-100.0,-100.0
506883,-100.0,-100.0,-100.0
506899,-100.0,-100.0,-100.0
506915,-100.0,-100.0,-100.0
506933,-100.0,-100.0,-100.0
507016,-100.0,-100.0,-100.0
507035,-100.0,-100.0,-100.0
507067,-100.0,-100.0,-100.0
507083,-100.0,-100.0,-100.0
507100,-100.0,-100.0,-100.0
507117,-100.0,-100.0,-100.0
507217,-100.0,-100.0,-100.0
507235,-100.0,-100.0,-100.0
507268,-100.0,-100.0,-100.0
507283,-100.0,-100.0,-100.0
507301,-100.0,-100.0,-100.0
507318,-100.0,-100.0,-100.0
507418,-100.0,-100.0,-100.0
507436,-100.0,-100.0,-100.0
507468,-100.0,-100.0,-100.0
507485,-100.0,-100.0,-100.0
507502,-100.0,-100.0,-100.0
507519,-100.0,-100.0,-100.0
507535,-100.0,-100.0,-100.0
507552,-100.0,-100.0,-100.0
520737,-100.0,-100.0,-100.0
520738,-100.0,-100.0,-100.0
520747,-100.0,-100.0,-100.0
520760,-100.0,-100.0,-100.0
520779,-100.0,-100.0,-100.0
520815,-100.0,-100.0,-100.0
520832,-100.0,-100.0,-100.0
520849,-100.0,-100.0,-100.0
520856,-100.0,-100.0,-100.0
520875,-100.0,-100.0,-100.0
520886,-100.0,-100.0,-100.0
520905,-100.0,-100.0,-100.0
520920,-100.0,-100.0,-100.0
520937,-100.0,-100.0,-100.0
520945,-100.0,-100.0,-100.0
520960,-100.0,-100.0,-100.0
520979,-100.0,-100.0,-100.0
520996,-100.0,-100.0,-100.0
521003,-100.0,-100.0,-100.0
521020,-100.0,-100.0,-100.0
521032,-100.0,-100.0,-100.0
521049,-100.0,-100.0,-100.0
521067,-100.0,-100.0,-100.0
521085,-100.0,-100.0,-100.0
521102,-100.0,-100.0,-100.0
521119,-100.0,-100.0,-100.0
521128,-100.0,-100.0,-100.0
521148,-100.0,-100.0,-100.0
521156,-100.0,-100.0,-100.0
521173,-100.0,-100.0,-100.0
521177,-100.0,-100.0,-100.0
521194,-100.0,-100.0,-100.0
521204,-100.0,-100.0,-100.0
521958,-100.0,-100.0,-100.0
521959,-100.0,-100.0,-100.0
521966,-100.0,-100.0,-100.0
521967,-100.0,-100.0,-100.0
522231,-100.0,-100.0,-100.0
522248,-100.0,-100.0,-100.0
522260,-100.0,-100.0,-100.0
522269,-100.0,-100.0,-100.0
522283,-100.0,-100.0,-100.0
522289,-100.0,-100.0,-100.0
522303,-100.0,-100.0,-100.0
522310,-100.0,-100.0,-100.0
522323,-100.0,-100.0,-100.0
522333,-100.0,-100.0,-100.0
522344,-100.0,-100.0,-100.0
522352,-100.0,-100.0,-100.0
522362,-100.0,-100.0,-100.0
522371,-100.0,-100.0,-100.0
522382,-100.0,-100.0,-100.0
522389,-100.0,-100.0,-100.0
522400,-100.0,-100.0,-100.0
522412,-100.0,-100.0,-100.0
522427,-100.0,-100.0,-100.0
522441,-100.0,-100.0,-100.0
522453,-100.0,-100.0,-100.0
522461,-100.0,-100.0,-100.0
522472,-100.0,-100.0,-100.0
522478,-100.0,-100.0,-100.0
522488,-100.0,-100.0,-100.0
522497,-100.0,-100.0,-100.0
522505,-100.0,-100.0,-100.0
522515,-100.0,-100.0,-100.0
522526,-100.0,-100.0,-100.0
522535,-100.0,-100.0,-100.0
522544,-100.0,-100.0,-100.0
522554,-100.0,-100.0,-100.0
522565,-100.0,-100.0,-100.0
522572,-100.0,-100.0,-100.0
522584,-100.0,-100.0,-100.0
522589,-100.0,-100.0,-100.0
522602,-100.0,-100.0,-100.0
522610,-100.0,-100.0,-100.0
522622,-100.0,-100.0,-100.0
522629,-100.0,-100.0,-100.0
522641,-100.0,-100.0,-100.0
522650,-100.0,-100.0,-100.0
522655,-100.0,-100.0,-100.0
522664,-100.0,-100.0,-100.0
522670,-100.0,-100.0,-100.0
522682,-100.0,-100.0,-100.0
522691,-100.0,-100.0,-100.0
522702,-100.0,-100.0,-100.0
522716,-100.0,-100.0,-100.0
522726,-100.0,-100.0,-100.0
522735,-100.0,-100.0,-100.0
522745,-100.0,-100.0,-100.0
522753,-100.0,-100.0,-100.0
