,AYYSG3O9FNU15,AOEGJLWFISOZQ,AU2980AA60A2C,A93LDI16XJWI8
192440,,-100.0,-89.0,-100.0
194723,,-100.0,-89.0,-100.0
194742,,-100.0,-89.0,-100.0
194757,,-100.0,-89.0,-100.0
194773,,-100.0,-89.0,-100.0
194790,,-100.0,-89.0,-100.0
194806,,-100.0,-89.0,-100.0
194823,,-100.0,-89.0,-100.0
194839,,-100.0,-89.0,-100.0
194878,,-100.0,-89.0,-100.0
194894,,-100.0,-89.0,-100.0
194928,,-100.0,-89.0,-100.0
194946,,-100.0,-89.0,-100.0
194962,,-100.0,-89.0,-100.0
194979,,-100.0,-89.0,-100.0
194996,,-100.0,-89.0,-100.0
195012,,-100.0,-89.0,-100.0
195029,,-100.0,-89.0,-100.0
195045,,-100.0,-89.0,-100.0
200344,,-100.0,-89.0,-100.0
200345,-100.0,-100.0,-89.0,-100.0
200385,-99.0,-100.0,-89.0,-100.0
200425,-97.0,-100.0,-89.0,-100.0
200466,-94.0,-100.0,-89.0,-100.0
200508,-92.0,-100.0,-89.0,-100.0
201243,-88.0,-100.0,-89.0,-100.0
201284,-87.0,-100.0,-89.0,-100.0
201324,-85.0,-100.0,-89.0,-100.0
201325,,-100.0,-89.0,-100.0
202174,,-100.0,-89.0,-100.0
202190,,-100.0,-89.0,-100.0
202208,,-100.0,-89.0,-100.0
202223,,-100.0,-89.0,-100.0
202240,,-100.0,-89.0,-100.0
202256,,-100.0,-89.0,-100.0
202273,,-100.0,-89.0,-100.0
202290,,-100.0,-89.0,-100.0
202307,,-100.0,-89.0,-100.0
202323,,-100.0,-89.0,-100.0
202340,,-100.0,-89.0,-100.0
202358,,-100.0,-89.0,-100.0
202373,,-100.0,-89.0,-100.0
202391,,-100.0,-89.0,-100.0
202393,,-100.0,-89.0,-100.0
202407,,-100.0,-89.0,-100.0
202423,,-100.0,-89.0,-100.0
202424,,-100.0,-89.0,-100.0
202440,,-100.0,-89.0,-100.0
202458,,-100.0,-89.0,-100.0
202474,,-100.0,-89.0,-100.0
202491,,-100.0,-89.0,-100.0
202508,,-100.0,-89.0,-100.0
202523,,-100.0,-89.0,-100.0
202541,,-100.0,-89.0,-100.0
202545,,-100.0,-89.0,-100.0
202557,,-100.0,-89.0,-100.0
202574,,-100.0,-89.0,-100.0
202580,,-100.0,-89.0,-100.0
202590,,-100.0,-89.0,-100.0
202607,,-100.0,-89.0,-100.0
202623,,-100.0,-89.0,-100.0
202640,,-100.0,-89.0,-100.0
202658,,-100.0,-89.0,-100.0
202673,,-100.0,-89.0,-100.0
202687,,-100.0,-89.0,-100.0
202690,,-100.0,-89.0,-100.0
202708,,-100.0,-89.0,-100.0
202713,,-100.0,-89.0,-100.0
202724,,-100.0,-89.0,-100.0
202761,,-100.0,-89.0,-100.0
202776,,-100.0,-89.0,-100.0
202823,,-100.0,-89.0,-100.0
202861,,-100.0,-89.0,-100.0
202916,,-100.0,-89.0,-100.0
202931,,-100.0,-89.0,-100.0
203031,,-100.0,-89.0,-100.0
203049,,-100.0,-88.0,-100.0
203098,,-100.0,-86.0,-100.0
203156,,-100.0,-86.0,-100.0
203174,,-100.0,-86.0,-100.0
203190,,-100.0,-86.0,-100.0
203206,,-100.0,-86.0,-100.0
203224,,-100.0,-86.0,-100.0
203241,,-100.0,-86.0,-100.0
203257,,-100.0,-86.0,-100.0
203274,,-100.0,-86.0,-100.0
203283,,-100.0,-86.0,-100.0
203290,,-100.0,-86.0,-99.5
203302,,-100.0,-86.0,-99.0
203307,,-100.0,-86.0,-98.5
203317,,-100.0,-86.0,-98.0
203323,,-100.0,-86.0,-97.5
203333,,-100.0,-86.0,-97.0
203341,,-100.0,-86.0,-96.5
203350,,-100.0,-86.0,-96.0
203366,,-100.0,-86.0,-95.0
203383,,-100.0,-86.0,-94.0
203400,,-100.0,-86.0,-93.0
203416,,-100.0,-86.0,-92.0
203433,,-100.0,-86.0,-91.0
203450,,-100.0,-86.0,-90.0
203559,,-100.0,-86.0,-90.0
203560,-84.0,-100.0,-86.0,-90.0
203600,-85.0,-100.0,-86.0,-90.0
203640,-88.0,-100.0,-86.0,-90.0
203666,-88.0,-100.0,-86.0,-90.0
203683,-88.0,-100.0,-86.0,-89.0
203699,-88.0,-100.0,-86.0,-88.0
203716,-88.0,-100.0,-86.0,-87.0
203733,-88.0,-100.0,-86.0,-86.0
203750,-88.0,-100.0,-86.0,-85.0
203766,-88.0,-100.0,-86.0,-84.0
203783,-88.0,-100.0,-86.0,-83.0
203799,-88.0,-100.0,-86.0,-82.0
203816,-88.0,-100.0,-86.0,-81.0
203833,-88.0,-100.0,-86.0,-79.0
203850,-88.0,-100.0,-86.0,-78.0
203851,-88.0,-100.0,-86.0,-77.5
203867,-88.0,-100.0,-85.5,-77.0
203869,-88.0,-100.0,-85.0,-76.5
203883,-88.0,-100.0,-84.5,-76.0
203901,-88.0,-100.0,-84.0,-76.0
203934,-88.0,-100.0,-82.0,-76.0
204183,-88.0,-100.0,-82.0,-76.0
204201,-88.0,-100.0,-82.0,-75.0
204216,-88.0,-100.0,-82.0,-74.0
204233,-88.0,-100.0,-82.0,-73.0
204249,-88.0,-100.0,-82.0,-72.0
204266,-88.0,-100.0,-82.0,-71.0
204283,-88.0,-100.0,-82.0,-70.0
204300,-88.0,-100.0,-82.0,-69.0
204316,-88.0,-100.0,-82.0,-67.0
204667,-88.0,-100.0,-82.0,-67.0
204691,-88.0,-100.0,-82.0,-67.0
204729,-88.0,-100.0,-82.0,-67.0
204746,-88.0,-100.0,-82.0,-67.0
204766,-88.0,-100.0,-82.0,-67.0
204784,-88.0,-100.0,-82.0,-66.0
204800,-88.0,-100.0,-82.0,-65.0
204816,-88.0,-100.0,-82.0,-63.0
204833,-88.0,-100.0,-82.0,-62.0
204850,-88.0,-100.0,-82.0,-61.0
204862,-88.0,-100.0,-82.0,-60.5
204866,-87.75,-100.0,-82.0,-60.0
204883,-87.5,-100.0,-82.0,-59.0
204900,-87.25,-100.0,-82.0,-58.0
204902,-87.0,-100.0,-82.0,-57.5
204916,-86.33333333333333,-100.0,-82.0,-57.0
204933,-85.66666666666667,-100.0,-82.0,-56.0
204942,-85.0,-100.0,-82.0,-55.5
204950,-84.84615384615384,-100.0,-82.0,-55.0
204966,-84.6923076923077,-100.0,-82.0,-53.0
204983,-84.53846153846153,-100.0,-82.0,-52.0
204999,-84.38461538461539,-100.0,-82.0,-51.0
205016,-84.23076923076923,-100.0,-82.0,-50.0
205033,-84.07692307692308,-100.0,-82.0,-49.0
205049,-83.92307692307692,-100.0,-82.0,-48.0
205066,-83.76923076923077,-100.0,-82.0,-47.0
205083,-83.61538461538461,-100.0,-82.0,-46.0
205099,-83.46153846153847,-100.0,-82.0,-45.0
205116,-83.3076923076923,-100.0,-82.0,-44.0
205299,-83.15384615384616,-100.0,-82.0,-44.0
205306,-83.0,-100.0,-82.0,-43.5
205317,-83.33333333333333,-100.0,-82.0,-43.0
205333,-83.66666666666667,-100.0,-82.0,-42.0
205347,-84.0,-100.0,-82.0,-41.5
205349,-84.5,-100.0,-82.0,-41.0
205366,-85.0,-100.0,-82.0,-40.0
205383,-85.5,-100.0,-82.0,-38.0
205387,-86.0,-100.0,-82.0,-37.5
205400,-86.66666666666667,-100.0,-82.0,-37.0
205416,-87.33333333333333,-100.0,-82.0,-36.0
205428,-88.0,-100.0,-82.0,-35.5
205433,-88.04347826086956,-100.0,-82.0,-35.0
205450,-88.08695652173913,-100.0,-82.0,-34.0
205460,-88.1304347826087,-100.0,-82.0,-33.5
205466,-88.17391304347827,-100.0,-82.0,-33.0
205482,-88.21739130434783,-100.0,-82.0,-32.5
205483,-88.26086956521739,-100.0,-82.0,-32.0
205500,-88.30434782608695,-100.0,-82.0,-31.0
205516,-88.34782608695652,-100.0,-82.0,-30.0
205533,-88.3913043478261,-100.0,-82.0,-28.0
205601,-88.43478260869566,-100.0,-82.0,-28.0
205643,-88.47826086956522,-100.0,-82.0,-28.0
205680,-88.52173913043478,-100.0,-82.0,-28.0
205693,-88.56521739130434,-100.0,-82.0,-28.0
205699,-88.6086956521739,-100.0,-82.0,-28.0
205716,-88.65217391304348,-100.0,-82.0,-27.0
205733,-88.69565217391305,-100.0,-82.0,-26.0
205750,-88.73913043478261,-100.0,-82.0,-25.0
205766,-88.78260869565217,-100.0,-82.0,-24.0
205783,-88.82608695652173,-100.0,-82.0,-23.0
205799,-88.8695652173913,-100.0,-82.0,-22.0
205816,-88.91304347826087,-100.0,-82.0,-21.0
205817,-88.95652173913044,-100.0,-82.0,-20.5
205833,-89.0,-100.0,-82.0,-20.0
205850,-88.75,-100.0,-82.0,-18.0
205856,-88.5,-100.0,-82.0,-17.5
205867,-88.25,-100.0,-82.0,-17.0
205874,-88.0,-100.0,-82.0,-16.666666666666668
205875,,-100.0,-82.0,-16.333333333333332
205883,,-100.0,-82.0,-16.0
205893,,-100.0,-82.0,-15.5
205899,,-100.0,-82.0,-15.0
205907,,-100.0,-82.0,-14.5
205916,,-100.0,-82.0,-14.0
205933,,-100.0,-82.0,-13.0
205949,,-100.0,-82.0,-12.0
205966,,-100.0,-82.0,-11.0
205984,,-100.0,-82.0,-10.0
206000,,-100.0,-82.0,-8.0
206016,,-100.0,-82.0,-7.0
206033,,-100.0,-82.0,-6.0
206050,,-100.0,-82.0,-5.0
206066,,-100.0,-82.0,-4.0
206083,,-100.0,-82.0,-3.0
206099,,-100.0,-82.0,-2.0
206116,,-100.0,-82.0,-1.0
206133,,-100.0,-82.0,0.0
206149,,-100.0,-82.0,1.0
206166,,-100.0,-82.0,3.0
206183,,-100.0,-82.0,4.0
206199,,-100.0,-82.0,5.0
206216,,-100.0,-82.0,6.0
206233,,-100.0,-82.0,7.0
206351,,-100.0,-82.0,7.0
206374,,-100.0,-82.0,7.0
206417,,-100.0,-82.0,7.0
206429,,-100.0,-82.0,7.0
206483,,-100.0,-82.0,7.0
206500,,-100.0,-82.0,8.0
206516,,-100.0,-82.0,9.0
206528,,-100.0,-82.0,9.5
206533,,-100.0,-82.0,10.0
206550,,-100.0,-82.0,11.0
206555,,-100.0,-82.0,12.0
206566,,-100.0,-82.0,13.0
206583,,-100.0,-82.0,14.0
206599,,-100.0,-82.0,15.0
206616,,-100.0,-82.0,16.0
206633,,-100.0,-82.0,17.0
206650,,-100.0,-82.0,18.0
206666,,-100.0,-82.0,19.0
206683,,-100.0,-82.0,20.0
206700,,-100.0,-82.0,21.0
206708,,-100.0,-82.0,22.0
206717,,-100.0,-82.0,23.0
206733,,-100.0,-82.0,23.5
206734,,-100.0,-82.0,24.0
206750,,-100.0,-82.0,25.0
206766,,-100.0,-82.0,26.0
206783,,-100.0,-82.0,27.0
206800,,-100.0,-82.0,28.0
206816,,-100.0,-82.0,29.0
206833,,-100.0,-82.0,30.0
206849,,-100.0,-82.0,31.0
206860,,-100.0,-82.0,32.0
206866,,-100.0,-82.0,33.0
206883,,-100.0,-82.0,34.0
206888,,-100.0,-82.0,34.5
206899,,-100.0,-82.0,35.0
206916,,-100.0,-82.0,36.0
206926,,-100.0,-82.0,36.5
206933,,-100.0,-82.0,37.0
206937,,-100.0,-82.0,37.5
206949,,-100.0,-82.0,38.0
206967,,-100.0,-82.0,39.0
210959,,-100.0,-82.0,39.0
210975,,-100.0,-82.0,39.0
210989,,-100.0,-82.0,39.0
211003,,-100.0,-82.0,39.0
211020,,-100.0,-82.0,39.0
211035,,-100.0,-82.0,39.0
211121,,-100.0,-82.0,39.0
211139,,-100.0,-82.0,39.0
211153,,-100.0,-82.0,39.0
211168,,-100.0,-82.0,39.0
211193,,-100.0,-82.0,39.0
211271,,-100.0,-82.0,39.0
211286,,-100.0,-82.0,39.0
211300,,-100.0,-82.0,39.0
211318,,-100.0,-82.0,39.0
211343,,-100.0,-82.0,39.0
211357,,-100.0,-82.0,39.0
211451,,-100.0,-82.0,39.0
211477,,-100.0,-82.0,39.0
211492,,-100.0,-82.0,39.0
211508,,-100.0,-82.0,39.0
212923,,-100.0,-82.0,39.0
212940,,-100.0,-82.0,39.0
212956,,-100.0,-82.0,39.0
212974,,-100.0,-82.0,39.0
212990,,-100.0,-82.0,39.0
213008,,-100.0,-82.0,39.0
213023,,-100.0,-82.0,39.0
213042,,-100.0,-82.0,39.0
213059,,-100.0,-82.0,39.0
215983,,-100.0,-82.0,39.0
216001,,-100.0,-82.0,38.0
216016,,-100.0,-82.0,37.0
216033,,-100.0,-82.0,35.0
216050,,-100.0,-82.0,34.0
216066,,-100.0,-82.0,33.0
216083,,-100.0,-82.0,32.0
216099,,-100.0,-82.0,31.0
216116,,-100.0,-82.0,30.0
216133,,-100.0,-82.0,29.0
216150,,-100.0,-82.0,28.0
216166,,-100.0,-82.0,27.0
216183,,-100.0,-82.0,25.0
216199,,-100.0,-82.0,24.0
216216,,-100.0,-82.0,23.0
216233,,-100.0,-82.0,22.0
216250,,-100.0,-82.0,21.0
216266,,-100.0,-82.0,20.0
216283,,-100.0,-82.0,19.0
216300,,-100.0,-82.0,18.0
216317,,-100.0,-82.0,17.0
216333,,-100.0,-82.0,15.0
216350,,-100.0,-82.0,14.0
216366,,-100.0,-82.0,13.0
216383,,-100.0,-82.0,12.0
216400,,-100.0,-82.0,11.0
216416,,-100.0,-82.0,10.0
216433,,-100.0,-82.0,9.0
216450,,-100.0,-82.0,8.0
216467,,-100.0,-82.0,7.0
216483,,-100.0,-82.0,5.0
216500,,-100.0,-82.0,4.0
216516,,-100.0,-82.0,3.0
216533,,-100.0,-82.0,2.0
216550,,-100.0,-82.0,1.0
216566,,-100.0,-82.0,0.0
216583,,-100.0,-82.0,-1.0
216600,,-100.0,-82.0,-2.0
216684,,-100.0,-82.0,-2.0
216700,,-100.0,-82.0,-3.0
216716,,-100.0,-82.0,-4.0
216733,,-100.0,-82.0,-5.0
216750,,-100.0,-82.0,-6.0
216766,,-100.0,-82.0,-7.0
216783,,-100.0,-82.0,-9.0
216799,,-100.0,-82.0,-10.0
216816,,-100.0,-82.0,-11.0
216833,,-100.0,-82.0,-12.0
217516,,-100.0,-82.0,-12.0
217534,,-100.0,-82.0,-13.0
217550,,-100.0,-82.0,-14.0
217566,,-100.0,-82.0,-15.0
217583,,-100.0,-82.0,-16.0
217600,,-100.0,-82.0,-18.0
217616,,-100.0,-82.0,-19.0
217633,,-100.0,-82.0,-20.0
217650,,-100.0,-82.0,-21.0
217666,,-100.0,-82.0,-22.0
217766,,-100.0,-82.0,-22.0
217783,,-100.0,-82.0,-23.0
217800,,-100.0,-82.0,-24.0
217817,,-100.0,-82.0,-25.0
217833,,-100.0,-82.0,-26.0
217850,,-100.0,-82.0,-27.0
217866,,-100.0,-82.0,-28.0
217884,,-100.0,-82.0,-29.0
217902,,-100.0,-82.0,-31.0
218740,,-100.0,-82.0,-31.0
218758,,-100.0,-83.0,-31.0
218806,,-100.0,-85.0,-31.0
218824,,-100.0,-86.0,-31.0
218839,,-100.0,-87.0,-31.0
218993,,-100.0,-87.0,-31.0
219009,,-100.0,-88.0,-31.0
219041,,-100.0,-90.0,-31.0
219700,,-100.0,-90.0,-31.0
219717,,-100.0,-90.0,-32.0
219733,,-100.0,-90.0,-33.0
219750,,-100.0,-90.0,-34.0
219766,,-100.0,-90.0,-35.0
219783,,-100.0,-90.0,-36.0
219800,,-100.0,-90.0,-37.0
219817,,-100.0,-90.0,-38.0
226301,,-100.0,-90.0,-38.0
226319,,-100.0,-89.0,-38.0
226369,,-100.0,-87.0,-38.0
230590,,-100.0,-87.0,-38.0
230607,,-100.0,-87.0,-38.0
230624,,-100.0,-87.0,-38.0
230640,,-100.0,-87.0,-38.0
230656,,-100.0,-87.0,-38.0
230674,,-100.0,-87.0,-38.0
230690,,-100.0,-87.0,-38.0
230707,,-100.0,-87.0,-38.0
230725,,-100.0,-87.0,-38.0
230740,,-100.0,-87.0,-38.0
230756,,-100.0,-87.0,-38.0
230774,,-100.0,-87.0,-38.0
230790,,-100.0,-87.0,-38.0
230808,,-100.0,-87.0,-38.0
230824,,-100.0,-87.0,-38.0
230841,,-100.0,-87.0,-38.0
230857,,-100.0,-87.0,-38.0
230873,,-100.0,-87.0,-38.0
230890,,-100.0,-87.0,-38.0
230907,,-100.0,-87.0,-38.0
230924,,-100.0,-87.0,-38.0
230942,,-100.0,-87.0,-38.0
230957,,-100.0,-87.0,-38.0
230973,,-100.0,-87.0,-38.0
230992,,-100.0,-87.0,-38.0
231008,,-100.0,-87.0,-38.0
231025,,-100.0,-87.0,-38.0
231041,,-100.0,-87.0,-38.0
231057,,-100.0,-87.0,-38.0
231075,,-100.0,-87.0,-38.0
231091,,-100.0,-87.0,-38.0
231108,,-100.0,-87.0,-38.0
231123,,-100.0,-87.0,-38.0
231141,,-100.0,-87.0,-38.0
231158,,-100.0,-87.0,-38.0
231174,,-100.0,-87.0,-38.0
231191,,-100.0,-87.0,-38.0
231206,,-100.0,-87.0,-38.0
231225,,-100.0,-87.0,-38.0
231938,,-100.0,-87.0,-38.0
231956,,-100.0,-88.0,-38.0
231991,,-100.0,-89.0,-38.0
232007,,-100.0,-89.0,-38.0
232023,,-100.0,-90.0,-38.0
232044,,-100.0,-91.0,-38.0
232257,,-100.0,-91.0,-38.0
232276,,-100.0,-91.0,-38.0
232290,,-100.0,-91.0,-38.0
232307,,-100.0,-91.0,-38.0
232323,,-100.0,-91.0,-38.0
232341,,-100.0,-91.0,-38.0
232357,,-100.0,-91.0,-38.0
232374,,-100.0,-91.0,-38.0
232392,,-100.0,-91.0,-38.0
232465,,-100.0,-91.0,-38.0
232483,,-100.0,-91.0,-38.0
232499,,-100.0,-91.0,-38.0
232515,,-100.0,-91.0,-38.0
232532,,-100.0,-91.0,-38.0
232549,,-100.0,-91.0,-38.0
232565,,-100.0,-91.0,-38.0
232582,,-100.0,-91.0,-38.0
232599,,-100.0,-91.0,-38.0
232808,,-100.0,-91.0,-38.0
232830,,-100.0,-92.0,-38.0
232860,,-100.0,-93.0,-38.0
232882,,-100.0,-93.0,-38.0
232900,,-100.0,-93.0,-38.0
232915,,-100.0,-93.0,-38.0
232932,,-100.0,-93.0,-38.0
232949,,-100.0,-93.0,-38.0
232959,,-100.0,-93.0,-38.0
232965,,-100.0,-93.5,-38.0
232977,,-100.0,-94.0,-38.0
233010,,-100.0,-95.0,-38.0
233026,,-100.0,-96.0,-38.0
233045,,-100.0,-97.0,-38.0
233127,,-100.0,-97.0,-38.0
233145,,-100.0,-98.0,-38.0
233171,,-100.0,-98.0,-38.0
233193,,-100.0,-100.0,-38.0
233441,,-100.0,-100.0,-38.0
233458,,-100.0,-100.0,-38.0
233474,,-100.0,-100.0,-38.0
233490,,-100.0,-100.0,-38.0
233507,,-100.0,-100.0,-38.0
233524,,-100.0,-100.0,-38.0
233540,,-100.0,-100.0,-38.0
233557,,-100.0,-100.0,-38.0
233573,,-100.0,-100.0,-38.0
233590,,-100.0,-100.0,-38.0
235899,,-100.0,-100.0,-38.0
235916,,-100.0,-100.0,-38.0
236050,,-100.0,-100.0,-38.0
236051,,-100.0,-100.0,-38.333333333333336
236066,,-100.0,-100.0,-38.666666666666664
236067,,-100.0,-100.0,-39.0
236083,,-100.0,-100.0,-40.0
236100,,-100.0,-100.0,-41.0
236116,,-100.0,-100.0,-42.0
236134,,-100.0,-100.0,-43.0
236150,,-100.0,-100.0,-45.0
236166,,-100.0,-100.0,-46.0
236183,,-100.0,-100.0,-47.0
236184,,-100.0,-100.0,-47.5
236199,,-100.0,-100.0,-48.0
236216,,-100.0,-100.0,-49.0
236222,,-100.0,-100.0,-49.5
236233,,-100.0,-100.0,-50.0
236250,,-100.0,-100.0,-51.0
236266,,-100.0,-100.0,-52.0
236284,,-100.0,-100.0,-53.0
236300,,-100.0,-100.0,-55.0
236316,,-100.0,-100.0,-56.0
236333,,-100.0,-100.0,-57.0
236350,,-100.0,-100.0,-58.0
236366,,-100.0,-100.0,-59.0
236383,,-100.0,-100.0,-60.0
236400,,-100.0,-100.0,-61.0
236416,,-100.0,-100.0,-62.0
236433,,-100.0,-100.0,-63.0
236450,,-100.0,-100.0,-65.0
236466,,-100.0,-100.0,-66.0
236483,,-100.0,-100.0,-67.0
236500,,-100.0,-100.0,-68.0
236516,,-100.0,-100.0,-69.0
236534,,-100.0,-100.0,-70.0
236550,,-100.0,-100.0,-71.0
236567,,-100.0,-100.0,-72.0
236583,,-100.0,-100.0,-73.0
236600,,-100.0,-100.0,-75.0
236616,,-100.0,-100.0,-76.0
236633,,-100.0,-100.0,-77.0
236649,,-100.0,-100.0,-77.5
236650,,-100.0,-100.0,-78.0
236666,,-100.0,-100.0,-79.0
236667,,-100.0,-100.0,-79.5
236683,,-100.0,-100.0,-80.0
236699,,-100.0,-100.0,-81.0
236701,,-100.0,-100.0,-81.33333333333333
236710,,-100.0,-100.0,-81.66666666666667
236716,,-100.0,-100.0,-82.0
236733,,-100.0,-100.0,-83.0
236744,,-100.0,-100.0,-84.0
236750,,-100.0,-100.0,-85.0
236757,,-100.0,-100.0,-85.5
236766,,-100.0,-100.0,-86.0
236783,,-100.0,-100.0,-87.0
236799,,-100.0,-100.0,-88.0
236816,,-100.0,-100.0,-89.0
236834,,-100.0,-100.0,-90.0
236850,,-100.0,-100.0,-91.0
236867,,-100.0,-100.0,-92.0
236883,,-100.0,-100.0,-93.0
236899,,-100.0,-100.0,-95.0
236916,,-100.0,-100.0,-96.0
236933,,-100.0,-100.0,-97.0
236950,,-100.0,-100.0,-98.0
236966,,-100.0,-100.0,-99.0
236983,,-100.0,-100.0,-100.0
237124,,-100.0,-100.0,-100.0
237143,,-100.0,-99.0,-100.0
237176,,-100.0,-98.0,-100.0
237192,,-100.0,-97.0,-100.0
237209,,-100.0,-95.0,-100.0
238480,,-100.0,-95.0,-100.0
238498,,-100.0,-94.0,-100.0
239134,,-100.0,-94.0,-100.0
239150,,-100.0,-93.0,-100.0
239183,,-100.0,-91.0,-100.0
240270,,-100.0,-91.0,-100.0
240288,,-100.0,-92.0,-100.0
240554,,-100.0,-92.0,-100.0
240574,,-100.0,-93.0,-100.0
240607,,-100.0,-94.0,-100.0
240622,,-100.0,-95.0,-100.0
240655,,-100.0,-97.0,-100.0
240690,,-100.0,-97.0,-100.0
240705,,-100.0,-98.0,-100.0
240738,,-100.0,-100.0,-100.0
241649,,-100.0,-100.0,-100.0
241666,,-100.0,-100.0,-100.0
241683,,-100.0,-100.0,-100.0
241717,,-100.0,-100.0,-100.0
241734,,-100.0,-100.0,-100.0
242807,,-100.0,-100.0,-100.0
242823,,-100.0,-100.0,-100.0
242840,,-100.0,-100.0,-100.0
242857,,-100.0,-100.0,-100.0
242874,,-100.0,-100.0,-100.0
245011,,-100.0,-100.0,-100.0
245025,,-100.0,-100.0,-100.0
245040,,-100.0,-100.0,-100.0
245057,,-100.0,-100.0,-100.0
245081,,-100.0,-100.0,-100.0
245097,,-100.0,-100.0,-100.0
245112,,-100.0,-100.0,-100.0
245128,,-100.0,-100.0,-100.0
245144,,-100.0,-100.0,-100.0
245874,,-100.0,-100.0,-100.0
245890,,-100.0,-100.0,-100.0
245922,,-100.0,-100.0,-100.0
245958,,-100.0,-100.0,-100.0
245989,,-100.0,-100.0,-100.0
246008,,-100.0,-100.0,-100.0
246040,,-100.0,-100.0,-100.0
246073,,-100.0,-100.0,-100.0
246090,,-100.0,-100.0,-100.0
246122,,-100.0,-100.0,-100.0
246138,,-100.0,-100.0,-100.0
246158,,-100.0,-100.0,-100.0
246173,,-100.0,-100.0,-100.0
246192,,-100.0,-100.0,-100.0
246223,,-100.0,-100.0,-100.0
246240,,-100.0,-100.0,-100.0
246258,,-100.0,-100.0,-100.0
246290,,-100.0,-100.0,-100.0
246322,,-100.0,-100.0,-100.0
246340,,-100.0,-100.0,-100.0
246374,,-100.0,-100.0,-100.0
246407,,-100.0,-100.0,-100.0
246424,,-100.0,-100.0,-100.0
246823,,-100.0,-100.0,-100.0
246841,,-100.0,-100.0,-100.0
246873,,-100.0,-100.0,-100.0
246889,,-100.0,-100.0,-100.0
246906,,-100.0,-100.0,-100.0
246925,,-100.0,-100.0,-100.0
246940,,-100.0,-100.0,-100.0
246959,,-100.0,-100.0,-100.0
246975,,-100.0,-100.0,-100.0
246990,,-100.0,-100.0,-100.0
247008,,-100.0,-100.0,-100.0
247388,,-100.0,-100.0,-100.0
247408,,-100.0,-100.0,-100.0
247424,,-100.0,-100.0,-100.0
247439,,-100.0,-100.0,-100.0
247457,,-100.0,-100.0,-100.0
247473,,-100.0,-100.0,-100.0
247485,,-100.0,-100.0,-100.0
247486,-87.0,-100.0,-100.0,-100.0
247490,-87.33333333333333,-100.0,-100.0,-100.0
247510,-87.66666666666667,-100.0,-100.0,-100.0
247526,-88.0,-100.0,-100.0,-100.0
247540,-89.0,-100.0,-100.0,-100.0
247559,-90.0,-100.0,-100.0,-100.0
247566,-91.0,-100.0,-100.0,-100.0
247574,-92.0,-100.0,-100.0,-100.0
247607,-93.0,-100.0,-100.0,-100.0
247648,-96.0,-100.0,-100.0,-100.0
247674,-96.28571428571429,-100.0,-100.0,-100.0
247691,-96.57142857142857,-100.0,-100.0,-100.0
247707,-96.85714285714286,-100.0,-100.0,-100.0
247724,-97.14285714285714,-100.0,-100.0,-100.0
247740,-97.42857142857143,-100.0,-100.0,-100.0
247757,-97.71428571428571,-100.0,-100.0,-100.0
247770,-98.0,-100.0,-100.0,-100.0
247774,-98.25,-100.0,-100.0,-100.0
247790,-98.5,-100.0,-100.0,-100.0
247808,-98.75,-100.0,-100.0,-100.0
247811,-99.0,-100.0,-100.0,-100.0
247812,,-100.0,-100.0,-100.0
247825,,-100.0,-100.0,-100.0
247841,,-100.0,-100.0,-100.0
247858,,-100.0,-100.0,-100.0
247875,,-100.0,-100.0,-100.0
247890,,-100.0,-100.0,-100.0
247907,,-100.0,-100.0,-100.0
247924,,-100.0,-100.0,-100.0
247940,,-100.0,-100.0,-100.0
247958,,-100.0,-100.0,-100.0
247972,,-100.0,-100.0,-100.0
247974,,-100.0,-100.0,-100.0
247991,,-100.0,-100.0,-100.0
247992,,-100.0,-100.0,-100.0
248007,,-100.0,-100.0,-100.0
248009,,-100.0,-100.0,-100.0
248022,,-100.0,-100.0,-100.0
248024,,-100.0,-100.0,-100.0
248040,,-100.0,-100.0,-100.0
248056,,-100.0,-100.0,-100.0
248071,,-100.0,-100.0,-100.0
248074,,-100.0,-100.0,-100.0
248090,,-100.0,-100.0,-100.0
248091,,-100.0,-100.0,-100.0
248106,,-100.0,-100.0,-100.0
248107,,-100.0,-100.0,-100.0
248124,,-100.0,-100.0,-100.0
248126,,-100.0,-100.0,-100.0
248141,,-100.0,-100.0,-100.0
248143,,-100.0,-100.0,-100.0
248157,,-100.0,-100.0,-100.0
248172,,-100.0,-100.0,-100.0
248174,,-100.0,-100.0,-100.0
248190,,-100.0,-100.0,-100.0
248191,,-100.0,-100.0,-100.0
248207,,-100.0,-100.0,-100.0
248208,,-100.0,-100.0,-100.0
248222,,-100.0,-100.0,-100.0
248225,,-100.0,-100.0,-100.0
248240,,-100.0,-100.0,-100.0
248241,,-100.0,-100.0,-100.0
248257,,-100.0,-100.0,-100.0
248274,,-100.0,-100.0,-100.0
248291,,-100.0,-100.0,-100.0
248308,,-100.0,-100.0,-100.0
248325,,-100.0,-100.0,-100.0
248340,,-100.0,-100.0,-100.0
248357,,-100.0,-100.0,-100.0
248707,,-100.0,-100.0,-100.0
248725,,-100.0,-100.0,-100.0
248740,,-100.0,-100.0,-100.0
248757,,-100.0,-100.0,-100.0
248773,,-100.0,-100.0,-100.0
248791,,-100.0,-100.0,-100.0
248807,,-100.0,-100.0,-100.0
248823,,-100.0,-100.0,-100.0
248840,,-100.0,-100.0,-100.0
248861,,-100.0,-100.0,-100.0
