,nan_x,nan_y,ASM06EV1KY10G,2VKACLXTMOQWO,A4CHLWPHZIP7Y,A8DMLATJZOF4Q,A4AB8514GUJS5,A4WBW7FVQASZE
613723,-84.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
613741,-85.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
613758,-86.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
613768,-86.66666666666667,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
613784,-87.33333333333333,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
613785,-88.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
613800,-90.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
613825,-91.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
613842,-92.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
613871,-92.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
613947,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
614057,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
614099,-92.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
614185,-92.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
614209,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
614276,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
614281,-92.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
614296,-92.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
614406,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
614451,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
614495,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
614573,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
614594,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
615076,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
615119,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615134,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615219,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
615320,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
615355,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615363,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615408,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
615486,-92.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
615565,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615578,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615614,-92.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
615621,-92.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
615652,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615783,-92.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615809,-93.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615823,-94.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615829,-94.5,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615838,-95.0,-96.0,-98.0,-58.666666666666664,-100.0,-100.0,-98.0,-100.0
615855,-96.0,-96.0,-98.0,-58.333333333333336,-100.0,-100.0,-98.0,-100.0
615867,-96.5,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
615869,-97.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
615884,-98.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
615889,-98.5,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
615909,-99.0,-96.0,-98.0,-58.5,-100.0,-100.0,-98.0,-100.0
615923,-99.5,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615926,-100.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
615943,-100.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
616037,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616069,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616131,-100.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
616204,-100.0,-96.0,-98.0,-59.0,-100.0,-100.0,-98.0,-100.0
616229,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616291,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616317,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616331,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616332,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616334,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616378,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616434,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616452,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616496,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616558,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616566,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616603,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616666,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616708,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616717,-100.0,-96.0,-98.0,-57.5,-100.0,-100.0,-98.0,-100.0
616735,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616801,-100.0,-96.0,-98.0,-57.0,-100.0,-100.0,-98.0,-100.0
616826,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616886,-100.0,-96.0,-98.0,-58.0,-100.0,-100.0,-98.0,-100.0
616917,-100.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
616920,-100.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
616936,-100.0,-96.0,-98.0,-60.0,-100.0,-100.0,-98.0,-100.0
616967,-100.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
617001,-100.0,-96.0,-98.0,-61.0,-100.0,-100.0,-98.0,-100.0
617049,-100.0,-96.0,-98.0,-61.5,-100.0,-100.0,-98.0,-100.0
617074,-100.0,-96.0,-98.0,-62.0,-100.0,-100.0,-98.0,-100.0
617145,-100.0,-96.0,-98.0,-62.0,-100.0,-100.0,-98.0,-100.0
617170,-100.0,-96.0,-98.0,-63.0,-100.0,-100.0,-98.0,-100.0
617176,-100.0,-96.0,-98.0,-63.0,-100.0,-100.0,-98.0,-100.0
617183,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
617202,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
617219,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
617232,-100.0,-96.0,-98.0,-65.5,-100.0,-100.0,-98.0,-100.0
617258,-100.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-100.0
617319,-100.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-100.0
617340,-100.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-100.0
617349,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
617441,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
617486,-100.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-100.0
617502,-100.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-100.0
617543,-100.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-100.0
617584,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
617691,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
617876,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
617907,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
617950,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
617972,-100.0,-96.0,-98.0,-68.5,-100.0,-100.0,-98.0,-100.0
617985,-100.0,-96.0,-98.0,-69.0,-100.0,-100.0,-98.0,-100.0
618057,-100.0,-96.0,-98.0,-69.0,-100.0,-100.0,-98.0,-100.0
618076,-100.0,-96.0,-98.0,-70.0,-100.0,-100.0,-98.0,-100.0
618086,-100.0,-96.0,-98.0,-70.0,-100.0,-100.0,-98.0,-100.0
618260,-100.0,-96.0,-98.0,-76.0,-100.0,-100.0,-98.0,-100.0
618372,-100.0,-96.0,-98.0,-76.0,-100.0,-100.0,-98.0,-100.0
618438,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
618455,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
618481,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
618619,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
618727,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
618863,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
618902,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
618916,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
618950,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
618982,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
619057,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
619179,-100.0,-96.0,-98.0,-78.0,-100.0,-100.0,-98.0,-100.0
619209,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
619236,-100.0,-96.0,-98.0,-77.0,-100.0,-100.0,-98.0,-100.0
619253,-100.0,-96.0,-98.0,-76.5,-100.0,-100.0,-98.0,-100.0
619297,-100.0,-96.0,-98.0,-76.0,-100.0,-100.0,-98.0,-100.0
619310,-100.0,-96.0,-98.0,-76.0,-100.0,-100.0,-98.0,-100.0
619312,-100.0,-96.0,-98.0,-75.5,-100.0,-100.0,-98.0,-100.0
619336,-100.0,-96.0,-98.0,-75.0,-100.0,-100.0,-98.0,-100.0
619353,-100.0,-96.0,-98.0,-75.0,-100.0,-100.0,-98.0,-100.0
619386,-100.0,-96.0,-98.0,-74.5,-100.0,-100.0,-98.0,-100.0
619409,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619424,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619464,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
619481,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
619543,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619584,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619602,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619633,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619670,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619725,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
619739,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
619784,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619826,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619827,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619889,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
619933,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
619956,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
619986,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
619994,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
620146,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
620206,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
620247,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
620258,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
620324,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
620680,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
620705,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
620715,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
620835,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
620992,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
621036,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
621083,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
621116,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
621132,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
621189,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
621204,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
621233,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
621401,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
621417,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
621440,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
621474,-100.0,-96.0,-98.0,-75.0,-100.0,-100.0,-98.0,-100.0
621573,-100.0,-96.0,-98.0,-75.0,-100.0,-100.0,-98.0,-100.0
621590,-100.0,-96.0,-98.0,-74.75,-100.0,-100.0,-98.0,-100.0
621620,-100.0,-96.0,-98.0,-74.5,-100.0,-100.0,-98.0,-100.0
621633,-100.0,-96.0,-98.0,-74.25,-100.0,-100.0,-98.0,-100.0
621645,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
621678,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
621891,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
621931,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
621936,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
621955,-100.0,-96.0,-98.0,-73.5,-100.0,-100.0,-98.0,-100.0
621966,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
621998,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622003,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622010,-100.0,-96.0,-98.0,-73.33333333333333,-100.0,-100.0,-98.0,-100.0
622035,-100.0,-96.0,-98.0,-73.66666666666667,-100.0,-100.0,-98.0,-100.0
622064,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622083,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622084,-100.0,-96.0,-98.0,-73.66666666666667,-100.0,-100.0,-98.0,-100.0
622107,-100.0,-96.0,-98.0,-73.33333333333333,-100.0,-100.0,-98.0,-100.0
622133,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622249,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622314,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622328,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622352,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622372,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622373,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622589,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622651,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622682,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622724,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622735,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
622799,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622812,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622871,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622915,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
622945,-100.0,-96.0,-98.0,-73.66666666666667,-100.0,-100.0,-98.0,-100.0
622959,-100.0,-96.0,-98.0,-73.33333333333333,-100.0,-100.0,-98.0,-100.0
623017,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
623039,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
623085,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
623103,-100.0,-96.0,-98.0,-74.0,-100.0,-100.0,-98.0,-100.0
623270,-100.0,-96.0,-98.0,-73.66666666666667,-100.0,-100.0,-98.0,-100.0
623293,-100.0,-96.0,-98.0,-73.33333333333333,-100.0,-100.0,-98.0,-100.0
623330,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
623430,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
623443,-100.0,-96.0,-98.0,-73.0,-100.0,-100.0,-98.0,-100.0
623458,-100.0,-96.0,-98.0,-72.5,-100.0,-100.0,-98.0,-100.0
623469,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
623474,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
623482,-100.0,-96.0,-98.0,-72.0,-100.0,-100.0,-98.0,-100.0
623496,-100.0,-96.0,-98.0,-71.66666666666667,-100.0,-100.0,-98.0,-100.0
623524,-100.0,-96.0,-98.0,-71.33333333333333,-100.0,-100.0,-98.0,-100.0
623537,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
623549,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
623550,-100.0,-96.0,-98.0,-71.0,-100.0,-100.0,-98.0,-100.0
623601,-100.0,-96.0,-98.0,-70.0,-100.0,-100.0,-98.0,-100.0
623603,-100.0,-96.0,-98.0,-70.0,-100.0,-100.0,-98.0,-100.0
623613,-100.0,-96.0,-98.0,-70.0,-100.0,-100.0,-98.0,-100.0
623617,-100.0,-96.0,-98.0,-70.0,-100.0,-100.0,-98.0,-100.0
623629,-100.0,-96.0,-98.0,-69.0,-100.0,-100.0,-98.0,-100.0
623657,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
623684,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
623707,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
623728,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
623743,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
623770,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
623778,-100.0,-96.0,-98.0,-68.0,-100.0,-100.0,-98.0,-100.0
624008,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624039,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624056,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624148,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624179,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624371,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624465,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624534,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624564,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624664,-100.0,-96.0,-98.0,-67.0,-100.0,-100.0,-98.0,-100.0
624699,-100.0,-96.0,-98.0,-66.5,-100.0,-100.0,-98.0,-100.0
624718,-100.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-100.0
624727,-100.0,-96.0,-98.0,-66.0,-100.0,-100.0,-98.0,-100.0
624760,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
624763,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
624804,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
624856,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
624916,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
624975,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625009,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625052,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625070,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625093,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625101,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625138,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625160,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625200,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625214,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625235,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625290,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625320,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625341,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625389,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625405,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625482,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625766,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625888,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
625992,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626035,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626126,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626152,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626216,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626234,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626303,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626308,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
626314,-100.0,-96.0,-98.0,-64.33333333333333,-100.0,-100.0,-98.0,-100.0
626328,-100.0,-96.0,-98.0,-64.66666666666667,-100.0,-100.0,-98.0,-100.0
626367,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626377,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626394,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626446,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626494,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626560,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626711,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626803,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626910,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
626951,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627338,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627369,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627379,-100.0,-96.0,-98.0,-64.5,-100.0,-100.0,-98.0,-100.0
627398,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
627427,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
627487,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627493,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627546,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627571,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627602,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627624,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627636,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627647,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627674,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627723,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627765,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627783,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
627858,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628052,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628090,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628168,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628197,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628328,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628401,-100.0,-96.0,-98.0,-64.5,-100.0,-100.0,-98.0,-100.0
628405,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
628424,-100.0,-96.0,-98.0,-64.0,-100.0,-100.0,-98.0,-100.0
628498,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
628509,-100.0,-96.0,-98.0,-65.0,-100.0,-100.0,-98.0,-100.0
